timestamp_ms,cell_id,plmn,signal_dbm,cell_barred
1747218167979,0000000000000010,999/70,-1,false
1747218169092,0000000000000010,999/70,-1,false
1747218170376,0000000000000010,999/70,-1,false
1747218171579,0000000000000010,999/70,-1,false
1747218172796,0000000000000010,999/70,-1,false
1747218174023,0000000000000010,999/70,-1,false
1747218175250,0000000000000010,999/70,-1,false
1747218176477,0000000000000010,999/70,-1,false
1747218177682,0000000000000010,999/70,-1,false
1747218178894,0000000000000010,999/70,-1,false
1747218180084,0000000000000010,999/70,-1,false
1747218181296,0000000000000010,999/70,-1,false
1747218182503,0000000000000010,999/70,-1,false
1747218183713,0000000000000010,999/70,-1,false
1747218184952,0000000000000010,999/70,-1,false
1747218186176,0000000000000010,999/70,-1,false
1747218187411,0000000000000010,999/70,-1,false
1747218188629,0000000000000010,999/70,-1,false
1747218189804,0000000000000010,999/70,-1,false
1747218191013,0000000000000010,999/70,-1,false
1747218192223,0000000000000010,999/70,-1,false
1747218193415,0000000000000010,999/70,-1,false
1747218194603,0000000000000010,999/70,-1,false
1747218195809,0000000000000010,999/70,-1,false
1747218196995,0000000000000010,999/70,-1,false
1747218198196,0000000000000010,999/70,-1,false
1747218199229,0000000000000010,999/70,-1,false
1747218200264,0000000000000010,999/70,-1,false
1747218201290,0000000000000010,999/70,-1,false
1747218202318,0000000000000010,999/70,-1,false
1747218203350,0000000000000010,999/70,-1,false
1747218204388,0000000000000010,999/70,-1,false
1747218205420,0000000000000010,999/70,-1,false
1747218206453,0000000000000010,999/70,-1,false
1747218207481,0000000000000010,999/70,-1,false
1747218208518,0000000000000010,999/70,-1,false
1747218209554,0000000000000010,999/70,-1,false
1747218210591,0000000000000010,999/70,-1,false
1747218211628,0000000000000010,999/70,-1,false
1747218212667,0000000000000010,999/70,-1,false
1747218213711,0000000000000010,999/70,-1,false
1747218214749,0000000000000010,999/70,-1,false
1747218215787,0000000000000010,999/70,-1,false
1747218216825,0000000000000010,999/70,-1,false
1747218217863,0000000000000010,999/70,-1,false
1747218218902,0000000000000010,999/70,-1,false
1747218219943,0000000000000010,999/70,-1,false
1747218220981,0000000000000010,999/70,-1,false
1747218222020,0000000000000010,999/70,-1,false
1747218223058,0000000000000010,999/70,-1,false
1747218224084,0000000000000010,999/70,-1,false
1747218225123,0000000000000010,999/70,-1,false
1747218226162,0000000000000010,999/70,-1,false
1747218227200,0000000000000010,999/70,-1,false
1747218228238,0000000000000010,999/70,-1,false
1747218229275,0000000000000010,999/70,-1,false
1747218230323,0000000000000010,999/70,-1,false
1747218231362,0000000000000010,999/70,-1,false
1747218232396,0000000000000010,999/70,-1,false
1747218233430,0000000000000010,999/70,-1,false
1747218234463,0000000000000010,999/70,-1,false
1747218235490,0000000000000010,999/70,-1,false
1747218236519,0000000000000010,999/70,-1,false
1747218237549,0000000000000010,999/70,-1,false
1747218238580,0000000000000010,999/70,-1,false
1747218239616,0000000000000010,999/70,-1,false
1747218240644,0000000000000010,999/70,-1,false
1747218241678,0000000000000010,999/70,-1,false
1747218242710,0000000000000010,999/70,-1,false
1747218243745,0000000000000010,999/70,-1,false
1747218244779,0000000000000010,999/70,-1,false
1747218245808,0000000000000010,999/70,-1,false
1747218246842,0000000000000010,999/70,-1,false
1747218247871,0000000000000010,999/70,-1,false
1747218248901,0000000000000010,999/70,-1,false
1747218249931,0000000000000010,999/70,-1,false
1747218250965,0000000000000010,999/70,-1,false
1747218252000,0000000000000010,999/70,-1,false
1747218253053,0000000000000010,999/70,-1,false
1747218254088,0000000000000010,999/70,-1,false
1747218255116,0000000000000010,999/70,-1,false
1747218256146,0000000000000010,999/70,-1,false
1747218257174,0000000000000010,999/70,-1,false
1747218258206,0000000000000010,999/70,-1,false
1747218259235,0000000000000010,999/70,-1,false
1747218260268,0000000000000010,999/70,-1,false
1747218261300,0000000000000010,999/70,-1,false
1747218262338,0000000000000010,999/70,-1,false
1747218263374,0000000000000010,999/70,-1,false
1747218264411,0000000000000010,999/70,-1,false
1747218265442,0000000000000010,999/70,-1,false
1747218266477,0000000000000010,999/70,-1,false
1747218267505,0000000000000010,999/70,-1,false
1747218268537,0000000000000010,999/70,-1,false
1747218269572,0000000000000010,999/70,-1,false
1747218270601,0000000000000010,999/70,-1,false
1747218271634,0000000000000010,999/70,-1,false
1747218272668,0000000000000010,999/70,-1,false
1747218273700,0000000000000010,999/70,-1,false
1747218274734,0000000000000010,999/70,-1,false
1747218275774,0000000000000010,999/70,-1,false
1747218276805,0000000000000010,999/70,-1,false
1747218277839,0000000000000010,999/70,-1,false
1747218278862,0000000000000010,999/70,-1,false
1747218279885,0000000000000010,999/70,-1,false
1747218280909,0000000000000010,999/70,-1,false
1747218281931,0000000000000010,999/70,-1,false
1747218282947,0000000000000010,999/70,-1,false
1747218283969,0000000000000010,999/70,-1,false
1747218284991,0000000000000010,999/70,-1,false
1747218286017,0000000000000010,999/70,-1,false
1747218287043,0000000000000010,999/70,-1,false
1747218288067,0000000000000010,999/70,-1,false
1747218289089,0000000000000010,999/70,-1,false
1747218290117,0000000000000010,999/70,-1,false
1747218291144,0000000000000010,999/70,-1,false
1747218292166,0000000000000010,999/70,-1,false
1747218293188,0000000000000010,999/70,-1,false
1747218294212,0000000000000010,999/70,-1,false
1747218295239,0000000000000010,999/70,-1,false
1747218296261,0000000000000010,999/70,-1,false
1747218297289,0000000000000010,999/70,-1,false
1747218298315,0000000000000010,999/70,-1,false
1747218299342,0000000000000010,999/70,-1,false
1747218300369,0000000000000010,999/70,-1,false
1747218301397,0000000000000010,999/70,-1,false
1747218302424,0000000000000010,999/70,-1,false
