timestamp_ms,cell_id,plmn,signal_dbm,cell_barred
1747213652023,0000000000000010,999/70,-1,false
1747213653115,0000000000000010,999/70,-1,false
1747213654361,0000000000000010,999/70,-1,false
1747213655536,0000000000000010,999/70,-1,false
1747213656651,0000000000000010,999/70,-1,false
1747213657876,0000000000000010,999/70,-1,false
1747213659199,0000000000000010,999/70,-1,false
1747213660448,0000000000000010,999/70,-1,false
1747213661813,0000000000000010,999/70,-1,false
1747213663043,0000000000000010,999/70,-1,false
1747213664261,0000000000000010,999/70,-1,false
1747213665363,0000000000000010,999/70,-1,false
1747213666623,0000000000000010,999/70,-1,false
1747213667898,0000000000000010,999/70,-1,false
1747213669142,0000000000000010,999/70,-1,false
1747213670362,0000000000000010,999/70,-1,false
1747213671527,0000000000000010,999/70,-1,false
1747213672824,0000000000000010,999/70,-1,false
1747213674026,0000000000000010,999/70,-1,false
1747213675190,0000000000000010,999/70,-1,false
1747213676290,0000000000000010,999/70,-1,false
1747213677466,0000000000000010,999/70,-1,false
1747213678611,0000000000000010,999/70,-1,false
1747213679949,0000000000000010,999/70,-1,false
1747213681065,0000000000000010,999/70,-1,false
1747213682230,0000000000000010,999/70,-1,false
1747213683287,0000000000000010,999/70,-1,false
1747213684381,0000000000000010,999/70,-1,false
1747213685570,0000000000000010,999/70,-1,false
1747213686871,0000000000000010,999/70,-1,false
1747213688120,0000000000000010,999/70,-1,false
1747213689288,0000000000000010,999/70,-1,false
1747213690518,0000000000000010,999/70,-1,false
1747213691585,0000000000000010,999/70,-1,false
1747213692763,0000000000000010,999/70,-1,false
1747213693956,0000000000000010,999/70,-1,false
1747213695243,0000000000000010,999/70,-1,false
1747213696555,0000000000000010,999/70,-1,false
1747213697767,0000000000000010,999/70,-1,false
1747213698813,0000000000000010,999/70,-1,false
1747213699907,0000000000000010,999/70,-1,false
1747213701155,0000000000000010,999/70,-1,false
1747213702343,0000000000000010,999/70,-1,false
1747213703547,0000000000000010,999/70,-1,false
1747213704746,0000000000000010,999/70,-1,false
1747213706005,0000000000000010,999/70,-1,false
1747213707181,0000000000000010,999/70,-1,false
1747213708430,0000000000000010,999/70,-1,false
1747213709652,0000000000000010,999/70,-1,false
1747213710908,0000000000000010,999/70,-1,false
1747213712169,0000000000000010,999/70,-1,false
1747213713305,0000000000000010,999/70,-1,false
1747213714394,0000000000000010,999/70,-1,false
1747213715638,0000000000000010,999/70,-1,false
1747213716986,0000000000000010,999/70,-1,false
1747213718186,0000000000000010,999/70,-1,false
1747213719386,0000000000000010,999/70,-1,false
1747213720592,0000000000000010,999/70,-1,false
1747213721673,0000000000000010,999/70,-1,false
1747213722768,0000000000000010,999/70,-1,false
1747213723943,0000000000000010,999/70,-1,false
1747213725338,0000000000000010,999/70,-1,false
1747213726555,0000000000000010,999/70,-1,false
1747213727801,0000000000000010,999/70,-1,false
1747213728924,0000000000000010,999/70,-1,false
1747213730179,0000000000000010,999/70,-1,false
1747213731435,0000000000000010,999/70,-1,false
1747213732530,0000000000000010,999/70,-1,false
1747213733633,0000000000000010,999/70,-1,false
1747213734829,0000000000000010,999/70,-1,false
1747213736046,0000000000000010,999/70,-1,false
1747213737270,0000000000000010,999/70,-1,false
1747213738498,0000000000000010,999/70,-1,false
1747213739709,0000000000000010,999/70,-1,false
1747213741033,0000000000000010,999/70,-1,false
1747213742342,0000000000000010,999/70,-1,false
1747213743513,0000000000000010,999/70,-1,false
1747213744800,0000000000000010,999/70,-1,false
1747213745975,0000000000000010,999/70,-1,false
1747213747185,0000000000000010,999/70,-1,false
1747213748286,0000000000000010,999/70,-1,false
1747213749372,0000000000000010,999/70,-1,false
1747213750672,0000000000000010,999/70,-1,false
1747213752011,0000000000000010,999/70,-1,false
1747213753197,0000000000000010,999/70,-1,false
1747213754385,0000000000000010,999/70,-1,false
1747213755577,0000000000000010,999/70,-1,false
1747213756788,0000000000000010,999/70,-1,false
1747213758056,0000000000000010,999/70,-1,false
1747213759308,0000000000000010,999/70,-1,false
1747213760594,0000000000000010,999/70,-1,false
1747213761743,0000000000000010,999/70,-1,false
1747213763015,0000000000000010,999/70,-1,false
1747213764257,0000000000000010,999/70,-1,false
1747213765370,0000000000000010,999/70,-1,false
1747213766671,0000000000000010,999/70,-1,false
1747213767796,0000000000000010,999/70,-1,false
1747213769076,0000000000000010,999/70,-1,false
1747213770152,0000000000000010,999/70,-1,false
1747213771215,0000000000000010,999/70,-1,false
1747213772265,0000000000000010,999/70,-1,false
1747213773311,0000000000000010,999/70,-1,false
1747213774370,0000000000000010,999/70,-1,false
1747213775439,0000000000000010,999/70,-1,false
1747213776535,0000000000000010,999/70,-1,false
