timestamp_ms,cell_id,plmn,signal_dbm,cell_barred
1747213241524,0000000000000010,999/70,-1,false
1747213242689,0000000000000010,999/70,-1,false
1747213243924,0000000000000010,999/70,-1,false
1747213245193,0000000000000010,999/70,-1,false
1747213246539,0000000000000010,999/70,-1,false
1747213247831,0000000000000010,999/70,-1,false
1747213249068,0000000000000010,999/70,-1,false
1747213250357,0000000000000010,999/70,-1,false
1747213251575,0000000000000010,999/70,-1,false
1747213252888,0000000000000010,999/70,-1,false
1747213254191,0000000000000010,999/70,-1,false
1747213255444,0000000000000010,999/70,-1,false
1747213256699,0000000000000010,999/70,-1,false
1747213257894,0000000000000010,999/70,-1,false
1747213259158,0000000000000010,999/70,-1,false
1747213260405,0000000000000010,999/70,-1,false
1747213261605,0000000000000010,999/70,-1,false
1747213262815,0000000000000010,999/70,-1,false
1747213264053,0000000000000010,999/70,-1,false
1747213265314,0000000000000010,999/70,-1,false
1747213266639,0000000000000010,999/70,-1,false
1747213267966,0000000000000010,999/70,-1,false
1747213269208,0000000000000010,999/70,-1,false
1747213270346,0000000000000010,999/70,-1,false
1747213271473,0000000000000010,999/70,-1,false
1747213272722,0000000000000010,999/70,-1,false
1747213273942,0000000000000010,999/70,-1,false
1747213275173,0000000000000010,999/70,-1,false
1747213276435,0000000000000010,999/70,-1,false
1747213277560,0000000000000010,999/70,-1,false
1747213278646,0000000000000010,999/70,-1,false
1747213279702,0000000000000010,999/70,-1,false
1747213280799,0000000000000010,999/70,-1,false
1747213281884,0000000000000010,999/70,-1,false
1747213283043,0000000000000010,999/70,-1,false
1747213284320,0000000000000010,999/70,-1,false
1747213285566,0000000000000010,999/70,-1,false
1747213286699,0000000000000010,999/70,-1,false
1747213287884,0000000000000010,999/70,-1,false
1747213289144,0000000000000010,999/70,-1,false
1747213290412,0000000000000010,999/70,-1,false
1747213291693,0000000000000010,999/70,-1,false
1747213292795,0000000000000010,999/70,-1,false
1747213294073,0000000000000010,999/70,-1,false
1747213295128,0000000000000010,999/70,-1,false
1747213296183,0000000000000010,999/70,-1,false
1747213297231,0000000000000010,999/70,-1,false
1747213298277,0000000000000010,999/70,-1,false
1747213299324,0000000000000010,999/70,-1,false
1747213300402,0000000000000010,999/70,-1,false
1747213301579,0000000000000010,999/70,-1,false
1747213302862,0000000000000010,999/70,-1,false
1747213304081,0000000000000010,999/70,-1,false
1747213305360,0000000000000010,999/70,-1,false
1747213306611,0000000000000010,999/70,-1,false
1747213307670,0000000000000010,999/70,-1,false
1747213308759,0000000000000010,999/70,-1,false
1747213309985,0000000000000010,999/70,-1,false
1747213311295,0000000000000010,999/70,-1,false
1747213312365,0000000000000010,999/70,-1,false
1747213313480,0000000000000010,999/70,-1,false
1747213314765,0000000000000010,999/70,-1,false
1747213316071,0000000000000010,999/70,-1,false
1747213317412,0000000000000010,999/70,-1,false
1747213318699,0000000000000010,999/70,-1,false
1747213319919,0000000000000010,999/70,-1,false
1747213321072,0000000000000010,999/70,-1,false
1747213322296,0000000000000010,999/70,-1,false
1747213323598,0000000000000010,999/70,-1,false
1747213324781,0000000000000010,999/70,-1,false
1747213326102,0000000000000010,999/70,-1,false
1747213327428,0000000000000010,999/70,-1,false
1747213328616,0000000000000010,999/70,-1,false
1747213329887,0000000000000010,999/70,-1,false
1747213331113,0000000000000010,999/70,-1,false
1747213332368,0000000000000010,999/70,-1,false
1747213333618,0000000000000010,999/70,-1,false
1747213334922,0000000000000010,999/70,-1,false
1747213336231,0000000000000010,999/70,-1,false
1747213337433,0000000000000010,999/70,-1,false
1747213338722,0000000000000010,999/70,-1,false
1747213339765,0000000000000010,999/70,-1,false
1747213340864,0000000000000010,999/70,-1,false
1747213342160,0000000000000010,999/70,-1,false
1747213343475,0000000000000010,999/70,-1,false
1747213344741,0000000000000010,999/70,-1,false
1747213346003,0000000000000010,999/70,-1,false
1747213347284,0000000000000010,999/70,-1,false
1747213348341,0000000000000010,999/70,-1,false
1747213349421,0000000000000010,999/70,-1,false
1747213350481,0000000000000010,999/70,-1,false
1747213351576,0000000000000010,999/70,-1,false
1747213352814,0000000000000010,999/70,-1,false
1747213353938,0000000000000010,999/70,-1,false
1747213354984,0000000000000010,999/70,-1,false
1747213356085,0000000000000010,999/70,-1,false
1747213357127,0000000000000010,999/70,-1,false
1747213358172,0000000000000010,999/70,-1,false
1747213359216,0000000000000010,999/70,-1,false
1747213360277,0000000000000010,999/70,-1,false
1747213361359,0000000000000010,999/70,-1,false
1747213362464,0000000000000010,999/70,-1,false
1747213363609,0000000000000010,999/70,-1,false
1747213364974,0000000000000010,999/70,-1,false
1747213366090,0000000000000010,999/70,-1,false
1747213367289,0000000000000010,999/70,-1,false
1747213368374,0000000000000010,999/70,-1,false
1747213369591,0000000000000010,999/70,-1,false
1747213370903,0000000000000010,999/70,-1,false
1747213372199,0000000000000010,999/70,-1,false
1747213373476,0000000000000010,999/70,-1,false
1747213374632,0000000000000010,999/70,-1,false
1747213375892,0000000000000010,999/70,-1,false
1747213377113,0000000000000010,999/70,-1,false
1747213378329,0000000000000010,999/70,-1,false
1747213379635,0000000000000010,999/70,-1,false
1747213380888,0000000000000010,999/70,-1,false
1747213381977,0000000000000010,999/70,-1,false
1747213383288,0000000000000010,999/70,-1,false
1747213384476,0000000000000010,999/70,-1,false
1747213385682,0000000000000010,999/70,-1,false
1747213386798,0000000000000010,999/70,-1,false
1747213387934,0000000000000010,999/70,-1,false
1747213389142,0000000000000010,999/70,-1,false
1747213390434,0000000000000010,999/70,-1,false
1747213391774,0000000000000010,999/70,-1,false
1747213392963,0000000000000010,999/70,-1,false
1747213394176,0000000000000010,999/70,-1,false
1747213395460,0000000000000010,999/70,-1,false
1747213396648,0000000000000010,999/70,-1,false
1747213397915,0000000000000010,999/70,-1,false
1747213399145,0000000000000010,999/70,-1,false
1747213400490,0000000000000010,999/70,-1,false
1747213401631,0000000000000010,999/70,-1,false
1747213402852,0000000000000010,999/70,-1,false
1747213404057,0000000000000010,999/70,-1,false
1747213405247,0000000000000010,999/70,-1,false
1747213406441,0000000000000010,999/70,-1,false
1747213407829,0000000000000010,999/70,-1,false
1747213409195,0000000000000010,999/70,-1,false
1747213410333,0000000000000010,999/70,-1,false
1747213411457,0000000000000010,999/70,-1,false
1747213412663,0000000000000010,999/70,-1,false
1747213413821,0000000000000010,999/70,-1,false
1747213415011,0000000000000010,999/70,-1,false
1747213416279,0000000000000010,999/70,-1,false
1747213417360,0000000000000010,999/70,-1,false
1747213418472,0000000000000010,999/70,-1,false
1747213419623,0000000000000010,999/70,-1,false
1747213420697,0000000000000010,999/70,-1,false
1747213421742,0000000000000010,999/70,-1,false
1747213422785,0000000000000010,999/70,-1,false
1747213423928,0000000000000010,999/70,-1,false
1747213425247,0000000000000010,999/70,-1,false
1747213426504,0000000000000010,999/70,-1,false
1747213427545,0000000000000010,999/70,-1,false
1747213428598,0000000000000010,999/70,-1,false
1747213429677,0000000000000010,999/70,-1,false
1747213430741,0000000000000010,999/70,-1,false
1747213431843,0000000000000010,999/70,-1,false
1747213433128,0000000000000010,999/70,-1,false
1747213434300,0000000000000010,999/70,-1,false
1747213435523,0000000000000010,999/70,-1,false
1747213436566,0000000000000010,999/70,-1,false
1747213437612,0000000000000010,999/70,-1,false
1747213438658,0000000000000010,999/70,-1,false
1747213439705,0000000000000010,999/70,-1,false
1747213440913,0000000000000010,999/70,-1,false
1747213442106,0000000000000010,999/70,-1,false
1747213443158,0000000000000010,999/70,-1,false
1747213444338,0000000000000010,999/70,-1,false
1747213445376,0000000000000010,999/70,-1,false
1747213446438,0000000000000010,999/70,-1,false
1747213447524,0000000000000010,999/70,-1,false
1747213448725,0000000000000010,999/70,-1,false
1747213449812,0000000000000010,999/70,-1,false
1747213451190,0000000000000010,999/70,-1,false
1747213452436,0000000000000010,999/70,-1,false
1747213453593,0000000000000010,999/70,-1,false
1747213454880,0000000000000010,999/70,-1,false
1747213456113,0000000000000010,999/70,-1,false
1747213457356,0000000000000010,999/70,-1,false
1747213458596,0000000000000010,999/70,-1,false
1747213460010,0000000000000010,999/70,-1,false
1747213461307,0000000000000010,999/70,-1,false
1747213462483,0000000000000010,999/70,-1,false
1747213463715,0000000000000010,999/70,-1,false
1747213465011,0000000000000010,999/70,-1,false
1747213466308,0000000000000010,999/70,-1,false
1747213467620,0000000000000010,999/70,-1,false
1747213468994,0000000000000010,999/70,-1,false
1747213470305,0000000000000010,999/70,-1,false
1747213471368,0000000000000010,999/70,-1,false
1747213472487,0000000000000010,999/70,-1,false
1747213473817,0000000000000010,999/70,-1,false
1747213475065,0000000000000010,999/70,-1,false
1747213476366,0000000000000010,999/70,-1,false
1747213477671,0000000000000010,999/70,-1,false
1747213479016,0000000000000010,999/70,-1,false
1747213480330,0000000000000010,999/70,-1,false
