timestamp_ms,cell_id,plmn,signal_dbm,cell_barred
1747217141694,0000000000000010,999/70,-1,false
1747217142756,0000000000000010,999/70,-1,false
1747217143996,0000000000000010,999/70,-1,false
1747217145231,0000000000000010,999/70,-1,false
1747217146477,0000000000000010,999/70,-1,false
1747217147806,0000000000000010,999/70,-1,false
1747217149091,0000000000000010,999/70,-1,false
1747217150371,0000000000000010,999/70,-1,false
1747217151685,0000000000000010,999/70,-1,false
1747217153017,0000000000000010,999/70,-1,false
1747217154343,0000000000000010,999/70,-1,false
1747217155590,0000000000000010,999/70,-1,false
1747217156820,0000000000000010,999/70,-1,false
1747217158124,0000000000000010,999/70,-1,false
1747217159440,0000000000000010,999/70,-1,false
1747217160754,0000000000000010,999/70,-1,false
1747217162107,0000000000000010,999/70,-1,false
1747217163492,0000000000000010,999/70,-1,false
1747217164790,0000000000000010,999/70,-1,false
1747217166068,0000000000000010,999/70,-1,false
1747217167376,0000000000000010,999/70,-1,false
1747217168613,0000000000000010,999/70,-1,false
1747217169875,0000000000000010,999/70,-1,false
1747217171198,0000000000000010,999/70,-1,false
1747217172529,0000000000000010,999/70,-1,false
1747217173771,0000000000000010,999/70,-1,false
1747217175119,0000000000000010,999/70,-1,false
1747217176398,0000000000000010,999/70,-1,false
1747217177680,0000000000000010,999/70,-1,false
1747217179031,0000000000000010,999/70,-1,false
1747217180416,0000000000000010,999/70,-1,false
1747217181707,0000000000000010,999/70,-1,false
1747217182950,0000000000000010,999/70,-1,false
1747217184263,0000000000000010,999/70,-1,false
1747217185545,0000000000000010,999/70,-1,false
1747217186791,0000000000000010,999/70,-1,false
1747217188064,0000000000000010,999/70,-1,false
1747217189400,0000000000000010,999/70,-1,false
1747217190775,0000000000000010,999/70,-1,false
1747217192117,0000000000000010,999/70,-1,false
1747217193475,0000000000000010,999/70,-1,false
1747217194739,0000000000000010,999/70,-1,false
1747217195956,0000000000000010,999/70,-1,false
1747217197240,0000000000000010,999/70,-1,false
1747217198491,0000000000000010,999/70,-1,false
1747217199808,0000000000000010,999/70,-1,false
1747217201068,0000000000000010,999/70,-1,false
1747217202406,0000000000000010,999/70,-1,false
1747217203779,0000000000000010,999/70,-1,false
1747217205108,0000000000000010,999/70,-1,false
1747217206407,0000000000000010,999/70,-1,false
1747217207630,0000000000000010,999/70,-1,false
1747217208800,0000000000000010,999/70,-1,false
1747217210154,0000000000000010,999/70,-1,false
1747217211476,0000000000000010,999/70,-1,false
1747217212723,0000000000000010,999/70,-1,false
1747217213995,0000000000000010,999/70,-1,false
1747217215271,0000000000000010,999/70,-1,false
1747217216520,0000000000000010,999/70,-1,false
1747217217689,0000000000000010,999/70,-1,false
1747217219029,0000000000000010,999/70,-1,false
1747217220386,0000000000000010,999/70,-1,false
1747217221773,0000000000000010,999/70,-1,false
1747217223078,0000000000000010,999/70,-1,false
1747217224412,0000000000000010,999/70,-1,false
1747217225660,0000000000000010,999/70,-1,false
1747217226958,0000000000000010,999/70,-1,false
1747217228246,0000000000000010,999/70,-1,false
1747217229594,0000000000000010,999/70,-1,false
1747217230845,0000000000000010,999/70,-1,false
1747217232040,0000000000000010,999/70,-1,false
1747217233323,0000000000000010,999/70,-1,false
1747217234594,0000000000000010,999/70,-1,false
1747217235893,0000000000000010,999/70,-1,false
1747217237202,0000000000000010,999/70,-1,false
1747217238536,0000000000000010,999/70,-1,false
1747217239948,0000000000000010,999/70,-1,false
1747217241180,0000000000000010,999/70,-1,false
1747217242447,0000000000000010,999/70,-1,false
