timestamp,Busy%,Bzy_MHz,PkgTmp,PkgWatt,RAMWatt
1747111346551,20.45	1713	66	35.19	4.29
1747111348588,21.13	1731	67	35.09	4.27
1747111350621,23.28	1821	66	36.21	4.33
1747111352658,20.22	1698	67	35.17	4.31
1747111354702,20.18	1676	66	35.38	4.32
1747111356742,19.95	1663	66	35.15	4.34
1747111358785,20.78	1719	67	35.82	4.39
1747111360823,20.50	1701	66	34.87	4.32
1747111362860,22.60	1795	66	36.34	4.38
1747111364895,20.71	1716	66	35.55	4.33
1747111366930,22.49	1800	66	36.31	4.37
1747111368964,21.63	1745	66	35.46	4.29
1747111371000,21.56	1746	66	35.75	4.35
1747111373034,20.05	1693	67	34.72	4.29
1747111375068,21.61	1767	66	36.14	4.39
1747111377112,22.23	1786	66	36.36	4.40
1747111379144,20.91	1730	65	35.49	4.35
1747111381179,21.56	1766	66	35.99	4.40
1747111383214,22.83	1783	66	37.01	4.42
1747111385243,21.61	1764	66	36.46	4.35
1747111387272,20.32	1713	66	35.54	4.38
1747111389312,20.21	1678	66	35.64	4.40
1747111391347,19.75	1635	66	34.46	4.32
1747111393377,19.79	1663	66	35.65	4.40
1747111395439,19.64	1651	66	34.80	4.36
1747111397484,20.80	1784	65	35.69	4.36
1747111399517,21.06	1753	65	36.30	4.44
1747111401594,20.52	1727	66	35.22	4.34
1747111403625,21.76	1776	66	37.05	4.50
1747111405688,19.51	1702	66	34.71	4.28
1747111407721,20.76	1751	66	35.56	4.34
1747111409753,22.54	1773	66	36.87	4.49
1747111411830,21.07	1745	66	35.12	4.31
1747111413863,21.69	1751	67	36.82	4.43
1747111415931,24.82	1910	67	37.63	4.40
1747111417961,19.72	1713	66	34.86	4.33
1747111420005,19.86	1700	66	35.41	4.38
1747111422072,25.41	1961	66	38.49	4.47
1747111424117,19.80	1757	67	35.21	4.33
1747111426151,20.67	1752	66	36.09	4.38
1747111428206,23.04	1812	66	37.61	4.51
1747111430268,25.14	1905	66	37.71	4.38
1747111432299,20.60	1692	67	36.58	4.42
1747111434382,23.05	1830	66	36.42	4.28
1747111436415,20.29	1730	66	35.28	4.29
1747111438449,20.32	1713	66	35.21	4.29
1747111440507,21.66	1789	66	36.05	4.35
1747111442545,20.64	1748	67	35.36	4.34
1747111444585,20.99	1740	66	36.65	4.43
1747111446662,19.79	1684	66	34.67	4.31
1747111448694,24.02	1869	65	37.86	4.42
1747111450753,19.83	1714	65	34.66	4.29
1747111452785,20.16	1710	66	35.75	4.41
1747111454850,20.09	1689	65	34.86	4.33
1747111456897,21.00	1701	66	35.59	4.37
1747111458943,25.79	1924	66	37.65	4.40
1747111460975,21.75	1761	66	36.42	4.40
1747111463038,21.84	1775	66	35.85	4.30
1747111465084,23.61	1880	66	36.80	4.36
1747111467113,24.13	1876	67	37.69	4.42
1747111469147,20.45	1703	66	36.31	4.44
1747111471212,21.72	1771	67	36.01	4.37
1747111473249,20.75	1702	67	36.28	4.45
1747111475309,21.36	1703	66	36.33	4.41
1747111477372,21.64	1775	66	35.92	4.33
1747111479409,21.45	1801	67	36.28	4.36
1747111481440,22.13	1820	66	36.64	4.37
1747111483511,23.73	1812	66	37.20	4.42
1747111485563,19.97	1657	66	34.64	4.30
1747111487590,20.49	1711	66	35.67	4.31
1747111489621,20.51	1691	66	36.07	4.37
