timestamp_ms,session_id,type,state,address
1747093637843,session-type:IPv4,,,
1747093637843,apn:internet,,,
1747093637843,s-nssai:,,,
1747093637843,sst:0x01,,,
1747093637843,sd:null,,,
1747093637843,emergency:false,,,
1747093637843,address:10.45.0.64,,,
1747093637843,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093637843,data-pending:false,,,
1747093638872,session-type:IPv4,,,
1747093638872,apn:internet,,,
1747093638872,s-nssai:,,,
1747093638872,sst:0x01,,,
1747093638872,sd:null,,,
1747093638872,emergency:false,,,
1747093638872,address:10.45.0.64,,,
1747093638872,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093638872,data-pending:false,,,
1747093639898,session-type:IPv4,,,
1747093639898,apn:internet,,,
1747093639898,s-nssai:,,,
1747093639898,sst:0x01,,,
1747093639898,sd:null,,,
1747093639898,emergency:false,,,
1747093639898,address:10.45.0.64,,,
1747093639898,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093639898,data-pending:false,,,
1747093640926,session-type:IPv4,,,
1747093640926,apn:internet,,,
1747093640926,s-nssai:,,,
1747093640926,sst:0x01,,,
1747093640926,sd:null,,,
1747093640926,emergency:false,,,
1747093640926,address:10.45.0.64,,,
1747093640926,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093640926,data-pending:false,,,
1747093641953,session-type:IPv4,,,
1747093641953,apn:internet,,,
1747093641953,s-nssai:,,,
1747093641953,sst:0x01,,,
1747093641953,sd:null,,,
1747093641953,emergency:false,,,
1747093641953,address:10.45.0.64,,,
1747093641953,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093641953,data-pending:false,,,
1747093642979,session-type:IPv4,,,
1747093642979,apn:internet,,,
1747093642979,s-nssai:,,,
1747093642979,sst:0x01,,,
1747093642979,sd:null,,,
1747093642979,emergency:false,,,
1747093642979,address:10.45.0.64,,,
1747093642979,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093642979,data-pending:false,,,
1747093644007,session-type:IPv4,,,
1747093644007,apn:internet,,,
1747093644007,s-nssai:,,,
1747093644007,sst:0x01,,,
1747093644007,sd:null,,,
1747093644007,emergency:false,,,
1747093644007,address:10.45.0.64,,,
1747093644007,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093644007,data-pending:false,,,
1747093645034,session-type:IPv4,,,
1747093645034,apn:internet,,,
1747093645034,s-nssai:,,,
1747093645034,sst:0x01,,,
1747093645034,sd:null,,,
1747093645034,emergency:false,,,
1747093645034,address:10.45.0.64,,,
1747093645034,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093645034,data-pending:false,,,
1747093646060,session-type:IPv4,,,
1747093646060,apn:internet,,,
1747093646060,s-nssai:,,,
1747093646060,sst:0x01,,,
1747093646060,sd:null,,,
1747093646060,emergency:false,,,
1747093646060,address:10.45.0.64,,,
1747093646060,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747093646060,data-pending:false,,,
1747093647087,session-type:IPv4,,,
1747093647087,apn:internet,,,
