timestamp_ms,throughput_gbps
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
2147483647,0.00
