timestamp_ms,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_drops,tx_drops
1747104105168,0,464,0,4,0,0
1747104106176,0,464,0,4,0,0
1747104107184,0,464,0,4,0,0
1747104108193,0,464,0,4,0,0
1747104109201,0,464,0,4,0,0
1747104110209,0,464,0,4,0,0
1747104111217,0,464,0,4,0,0
1747104112225,0,464,0,4,0,0
1747104113233,0,464,0,4,0,0
1747104114241,0,464,0,4,0,0
1747104115249,0,464,0,4,0,0
1747104116258,0,464,0,4,0,0
1747104117266,0,464,0,4,0,0
1747104118274,0,464,0,4,0,0
1747104119282,0,464,0,4,0,0
1747104120291,0,464,0,4,0,0
1747104121298,0,464,0,4,0,0
1747104122306,0,464,0,4,0,0
1747104123314,0,464,0,4,0,0
1747104124322,0,464,0,4,0,0
1747104125329,0,464,0,4,0,0
1747104126337,0,464,0,4,0,0
1747104127345,0,464,0,4,0,0
1747104128353,0,464,0,4,0,0
1747104129361,0,464,0,4,0,0
1747104130368,0,464,0,4,0,0
1747104131376,0,464,0,4,0,0
1747104132384,0,464,0,4,0,0
1747104133391,0,464,0,4,0,0
1747104134399,0,464,0,4,0,0
1747104135406,0,464,0,4,0,0
1747104136413,0,464,0,4,0,0
1747104137421,0,464,0,4,0,0
1747104138428,0,464,0,4,0,0
1747104139435,0,464,0,4,0,0
1747104140443,0,464,0,4,0,0
1747104141451,0,464,0,4,0,0
1747104142459,0,464,0,4,0,0
1747104143466,0,464,0,4,0,0
1747104144474,0,464,0,4,0,0
1747104145482,0,464,0,4,0,0
1747104146490,0,464,0,4,0,0
1747104147498,0,464,0,4,0,0
1747104148505,0,464,0,4,0,0
1747104149513,0,464,0,4,0,0
1747104150521,0,464,0,4,0,0
1747104151529,0,464,0,4,0,0
1747104152537,0,464,0,4,0,0
1747104153545,0,464,0,4,0,0
1747104154553,0,464,0,4,0,0
1747104155561,0,464,0,4,0,0
1747104156569,0,464,0,4,0,0
1747104157577,0,464,0,4,0,0
1747104158586,0,464,0,4,0,0
1747104159594,0,464,0,4,0,0
1747104160602,0,464,0,4,0,0
1747104161610,0,464,0,4,0,0
1747104162618,0,464,0,4,0,0
1747104163627,0,464,0,4,0,0
1747104164635,0,464,0,4,0,0
1747104165643,0,464,0,4,0,0
1747104166651,0,464,0,4,0,0
1747104167660,0,464,0,4,0,0
1747104168667,0,464,0,4,0,0
1747104169674,0,464,0,4,0,0
1747104170682,0,464,0,4,0,0
1747104171689,0,464,0,4,0,0
1747104172697,0,464,0,4,0,0
1747104173704,0,464,0,4,0,0
1747104174712,0,464,0,4,0,0
1747104175719,0,464,0,4,0,0
1747104176727,0,464,0,4,0,0
1747104177735,0,464,0,4,0,0
1747104178743,0,464,0,4,0,0
1747104179751,0,464,0,4,0,0
1747104180758,0,464,0,4,0,0
1747104181766,0,464,0,4,0,0
1747104182773,0,464,0,4,0,0
1747104183781,0,464,0,4,0,0
1747104184789,0,464,0,4,0,0
1747104185797,0,464,0,4,0,0
1747104186805,0,464,0,4,0,0
1747104187813,0,464,0,4,0,0
1747104188820,0,464,0,4,0,0
1747104189828,0,464,0,4,0,0
1747104190836,0,464,0,4,0,0
1747104191843,0,464,0,4,0,0
1747104192851,0,464,0,4,0,0
1747104193858,0,464,0,4,0,0
1747104194866,0,464,0,4,0,0
1747104195874,0,464,0,4,0,0
1747104196882,0,464,0,4,0,0
1747104197889,0,464,0,4,0,0
1747104198896,0,464,0,4,0,0
1747104199903,0,464,0,4,0,0
1747104200910,0,464,0,4,0,0
1747104201916,0,464,0,4,0,0
1747104202922,0,464,0,4,0,0
1747104203928,0,464,0,4,0,0
1747104204938,0,464,0,4,0,0
1747104205945,0,464,0,4,0,0
1747104206954,0,464,0,4,0,0
1747104207962,0,464,0,4,0,0
1747104208970,0,464,0,4,0,0
1747104209979,0,464,0,4,0,0
1747104210987,0,464,0,4,0,0
1747104211994,0,464,0,4,0,0
1747104213001,0,464,0,4,0,0
1747104214009,0,464,0,4,0,0
1747104215016,0,464,0,4,0,0
1747104216023,0,464,0,4,0,0
1747104217031,0,464,0,4,0,0
1747104218038,0,464,0,4,0,0
1747104219045,0,464,0,4,0,0
1747104220053,0,464,0,4,0,0
1747104221061,0,464,0,4,0,0
1747104222068,0,464,0,4,0,0
1747104223076,0,464,0,4,0,0
1747104224084,0,464,0,4,0,0
1747104225092,0,464,0,4,0,0
1747104226100,0,464,0,4,0,0
1747104227107,0,464,0,4,0,0
1747104228115,0,464,0,4,0,0
1747104229123,0,464,0,4,0,0
1747104230131,0,464,0,4,0,0
1747104231138,0,464,0,4,0,0
1747104232146,0,464,0,4,0,0
1747104233154,0,464,0,4,0,0
1747104234162,0,464,0,4,0,0
1747104235169,0,464,0,4,0,0
1747104236177,0,464,0,4,0,0
1747104237185,0,464,0,4,0,0
1747104238193,0,464,0,4,0,0
1747104239201,0,464,0,4,0,0
1747104240208,0,464,0,4,0,0
1747104241216,0,464,0,4,0,0
1747104242223,0,464,0,4,0,0
1747104243231,0,464,0,4,0,0
1747104244238,0,464,0,4,0,0
1747104245246,0,464,0,4,0,0
1747104246253,0,464,0,4,0,0
1747104247261,0,464,0,4,0,0
1747104248269,0,464,0,4,0,0
1747104249277,0,464,0,4,0,0
1747104250285,0,464,0,4,0,0
1747104251293,0,464,0,4,0,0
1747104252301,0,464,0,4,0,0
1747104253308,0,464,0,4,0,0
1747104254316,0,464,0,4,0,0
1747104255323,0,464,0,4,0,0
1747104256331,0,464,0,4,0,0
1747104257338,0,464,0,4,0,0
1747104258345,0,464,0,4,0,0
1747104259353,0,464,0,4,0,0
1747104260361,0,464,0,4,0,0
