timestamp_ms,session_id,type,state,address
1747218374224,session-type:IPv4,,,
1747218374224,apn:internet,,,
1747218374224,s-nssai:,,,
1747218374224,sst:0x01,,,
1747218374224,sd:null,,,
1747218374224,emergency:false,,,
1747218374224,address:10.45.0.3,,,
1747218374224,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218374224,data-pending:false,,,
1747218375247,session-type:IPv4,,,
1747218375247,apn:internet,,,
1747218375247,s-nssai:,,,
1747218375247,sst:0x01,,,
1747218375247,sd:null,,,
1747218375247,emergency:false,,,
1747218375247,address:10.45.0.3,,,
1747218375247,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218375247,data-pending:false,,,
1747218376275,session-type:IPv4,,,
1747218376275,apn:internet,,,
1747218376275,s-nssai:,,,
1747218376275,sst:0x01,,,
1747218376275,sd:null,,,
1747218376275,emergency:false,,,
1747218376275,address:10.45.0.3,,,
1747218376275,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218376275,data-pending:false,,,
1747218377301,session-type:IPv4,,,
1747218377301,apn:internet,,,
1747218377301,s-nssai:,,,
1747218377301,sst:0x01,,,
1747218377301,sd:null,,,
1747218377301,emergency:false,,,
1747218377301,address:10.45.0.3,,,
1747218377301,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218377301,data-pending:false,,,
1747218378323,session-type:IPv4,,,
1747218378323,apn:internet,,,
1747218378323,s-nssai:,,,
1747218378323,sst:0x01,,,
1747218378323,sd:null,,,
1747218378323,emergency:false,,,
1747218378323,address:10.45.0.3,,,
1747218378323,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218378323,data-pending:false,,,
1747218379351,session-type:IPv4,,,
1747218379351,apn:internet,,,
1747218379351,s-nssai:,,,
1747218379351,sst:0x01,,,
1747218379351,sd:null,,,
1747218379351,emergency:false,,,
1747218379351,address:10.45.0.3,,,
1747218379351,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747218379351,data-pending:false,,,
