timestamp_ms,session_id,type,state,address
1747217963742,session-type:IPv4,,,
1747217963742,apn:internet,,,
1747217963742,s-nssai:,,,
1747217963742,sst:0x01,,,
1747217963742,sd:null,,,
1747217963742,emergency:false,,,
1747217963742,address:10.45.0.11,,,
1747217963742,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217963742,data-pending:false,,,
1747217964884,session-type:IPv4,,,
1747217964884,apn:internet,,,
1747217964884,s-nssai:,,,
1747217964884,sst:0x01,,,
1747217964884,sd:null,,,
1747217964884,emergency:false,,,
1747217964884,address:10.45.0.11,,,
1747217964884,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217964884,data-pending:false,,,
1747217966010,session-type:IPv4,,,
1747217966010,apn:internet,,,
1747217966010,s-nssai:,,,
1747217966010,sst:0x01,,,
1747217966010,sd:null,,,
1747217966010,emergency:false,,,
1747217966010,address:10.45.0.11,,,
1747217966010,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217966010,data-pending:false,,,
1747217967129,session-type:IPv4,,,
1747217967129,apn:internet,,,
1747217967129,s-nssai:,,,
1747217967129,sst:0x01,,,
1747217967129,sd:null,,,
1747217967129,emergency:false,,,
1747217967129,address:10.45.0.11,,,
1747217967129,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217967129,data-pending:false,,,
1747217968244,session-type:IPv4,,,
1747217968244,apn:internet,,,
1747217968244,s-nssai:,,,
1747217968244,sst:0x01,,,
1747217968244,sd:null,,,
1747217968244,emergency:false,,,
1747217968244,address:10.45.0.11,,,
1747217968244,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217968244,data-pending:false,,,
1747217969345,session-type:IPv4,,,
1747217969345,apn:internet,,,
1747217969345,s-nssai:,,,
1747217969345,sst:0x01,,,
1747217969345,sd:null,,,
1747217969345,emergency:false,,,
1747217969345,address:10.45.0.11,,,
1747217969345,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217969345,data-pending:false,,,
1747217970472,session-type:IPv4,,,
1747217970472,apn:internet,,,
1747217970472,s-nssai:,,,
1747217970472,sst:0x01,,,
1747217970472,sd:null,,,
1747217970472,emergency:false,,,
1747217970472,address:10.45.0.11,,,
1747217970472,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217970472,data-pending:false,,,
1747217971592,session-type:IPv4,,,
1747217971592,apn:internet,,,
1747217971592,s-nssai:,,,
1747217971592,sst:0x01,,,
1747217971592,sd:null,,,
1747217971592,emergency:false,,,
1747217971592,address:10.45.0.11,,,
1747217971592,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217971592,data-pending:false,,,
1747217972687,session-type:IPv4,,,
1747217972687,apn:internet,,,
1747217972687,s-nssai:,,,
1747217972687,sst:0x01,,,
1747217972687,sd:null,,,
1747217972687,emergency:false,,,
1747217972687,address:10.45.0.11,,,
1747217972687,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217972687,data-pending:false,,,
1747217973805,session-type:IPv4,,,
1747217973805,apn:internet,,,
1747217973805,s-nssai:,,,
1747217973805,sst:0x01,,,
1747217973805,sd:null,,,
1747217973805,emergency:false,,,
1747217973805,address:10.45.0.11,,,
1747217973805,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217973805,data-pending:false,,,
1747217974918,session-type:IPv4,,,
1747217974918,apn:internet,,,
1747217974918,s-nssai:,,,
1747217974918,sst:0x01,,,
1747217974918,sd:null,,,
1747217974918,emergency:false,,,
1747217974918,address:10.45.0.11,,,
1747217974918,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217974918,data-pending:false,,,
1747217976034,session-type:IPv4,,,
1747217976034,apn:internet,,,
1747217976034,s-nssai:,,,
1747217976034,sst:0x01,,,
1747217976034,sd:null,,,
1747217976034,emergency:false,,,
1747217976034,address:10.45.0.11,,,
1747217976034,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217976034,data-pending:false,,,
1747217977133,session-type:IPv4,,,
1747217977133,apn:internet,,,
1747217977133,s-nssai:,,,
1747217977133,sst:0x01,,,
1747217977133,sd:null,,,
1747217977133,emergency:false,,,
1747217977133,address:10.45.0.11,,,
1747217977133,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217977133,data-pending:false,,,
1747217978231,session-type:IPv4,,,
1747217978231,apn:internet,,,
1747217978231,s-nssai:,,,
1747217978231,sst:0x01,,,
1747217978231,sd:null,,,
1747217978231,emergency:false,,,
1747217978231,address:10.45.0.11,,,
1747217978231,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217978231,data-pending:false,,,
1747217979333,session-type:IPv4,,,
1747217979333,apn:internet,,,
1747217979333,s-nssai:,,,
1747217979333,sst:0x01,,,
1747217979333,sd:null,,,
1747217979333,emergency:false,,,
1747217979333,address:10.45.0.11,,,
1747217979333,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217979333,data-pending:false,,,
1747217980452,session-type:IPv4,,,
1747217980452,apn:internet,,,
1747217980452,s-nssai:,,,
1747217980452,sst:0x01,,,
1747217980452,sd:null,,,
1747217980452,emergency:false,,,
1747217980452,address:10.45.0.11,,,
1747217980452,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217980452,data-pending:false,,,
1747217981562,session-type:IPv4,,,
1747217981562,apn:internet,,,
1747217981562,s-nssai:,,,
1747217981562,sst:0x01,,,
1747217981562,sd:null,,,
1747217981562,emergency:false,,,
1747217981562,address:10.45.0.11,,,
1747217981562,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217981562,data-pending:false,,,
1747217982675,session-type:IPv4,,,
1747217982675,apn:internet,,,
1747217982675,s-nssai:,,,
1747217982675,sst:0x01,,,
1747217982675,sd:null,,,
1747217982675,emergency:false,,,
1747217982675,address:10.45.0.11,,,
1747217982675,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217982675,data-pending:false,,,
1747217983783,session-type:IPv4,,,
1747217983783,apn:internet,,,
1747217983783,s-nssai:,,,
1747217983783,sst:0x01,,,
1747217983783,sd:null,,,
1747217983783,emergency:false,,,
1747217983783,address:10.45.0.11,,,
1747217983783,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217983783,data-pending:false,,,
1747217984907,session-type:IPv4,,,
1747217984907,apn:internet,,,
1747217984907,s-nssai:,,,
1747217984907,sst:0x01,,,
1747217984907,sd:null,,,
1747217984907,emergency:false,,,
1747217984907,address:10.45.0.11,,,
1747217984907,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217984907,data-pending:false,,,
1747217986009,session-type:IPv4,,,
1747217986009,apn:internet,,,
1747217986009,s-nssai:,,,
1747217986009,sst:0x01,,,
1747217986009,sd:null,,,
1747217986009,emergency:false,,,
1747217986009,address:10.45.0.11,,,
1747217986009,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217986009,data-pending:false,,,
1747217987109,session-type:IPv4,,,
1747217987109,apn:internet,,,
1747217987109,s-nssai:,,,
1747217987109,sst:0x01,,,
1747217987109,sd:null,,,
1747217987109,emergency:false,,,
1747217987109,address:10.45.0.11,,,
1747217987109,ambr:up[1000000Kb/s]down[1000000Kb/s],,,
1747217987109,data-pending:false,,,
1747217988201,session-type:IPv4,,,
1747217988201,apn:internet,,,
