Connecting to host 10.45.0.1, port 5201
[  4] local 10.45.0.1 port 46520 connected to 10.45.0.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  2.22 GBytes  19.1 Gbits/sec    0   1.44 MBytes       
[  4]   1.00-2.00   sec  2.43 GBytes  20.9 Gbits/sec    0   1.56 MBytes       
[  4]   2.00-3.00   sec  2.24 GBytes  19.2 Gbits/sec    0   1.62 MBytes       
[  4]   3.00-4.00   sec  2.15 GBytes  18.5 Gbits/sec    0   1.81 MBytes       
[  4]   4.00-5.00   sec  2.50 GBytes  21.4 Gbits/sec    0   1.81 MBytes       
[  4]   5.00-6.00   sec  2.40 GBytes  20.6 Gbits/sec    0   2.81 MBytes       
[  4]   6.00-7.00   sec  2.23 GBytes  19.1 Gbits/sec    0   2.81 MBytes       
[  4]   7.00-8.00   sec  2.37 GBytes  20.4 Gbits/sec    0   2.81 MBytes       
[  4]   8.00-9.00   sec  2.36 GBytes  20.2 Gbits/sec    0   2.81 MBytes       
[  4]   9.00-10.00  sec  2.26 GBytes  19.4 Gbits/sec    0   2.81 MBytes       
[  4]  10.00-11.00  sec  2.45 GBytes  21.1 Gbits/sec    0   2.81 MBytes       
[  4]  11.00-12.00  sec  2.23 GBytes  19.2 Gbits/sec    0   2.81 MBytes       
[  4]  12.00-13.00  sec  2.28 GBytes  19.6 Gbits/sec    0   2.81 MBytes       
[  4]  13.00-14.00  sec  2.46 GBytes  21.2 Gbits/sec    0   2.81 MBytes       
[  4]  14.00-15.00  sec  2.32 GBytes  19.9 Gbits/sec    0   2.81 MBytes       
[  4]  15.00-16.00  sec  2.22 GBytes  19.1 Gbits/sec    0   2.81 MBytes       
[  4]  16.00-17.00  sec  2.38 GBytes  20.4 Gbits/sec    0   2.81 MBytes       
[  4]  17.00-18.00  sec  2.39 GBytes  20.6 Gbits/sec    0   2.81 MBytes       
[  4]  18.00-19.00  sec  2.28 GBytes  19.6 Gbits/sec    0   2.81 MBytes       
[  4]  19.00-20.00  sec  2.31 GBytes  19.9 Gbits/sec    0   2.81 MBytes       
[  4]  20.00-21.00  sec  2.24 GBytes  19.2 Gbits/sec    0   2.81 MBytes       
[  4]  21.00-22.00  sec  2.32 GBytes  19.9 Gbits/sec    0   2.81 MBytes       
[  4]  22.00-23.00  sec  2.46 GBytes  21.2 Gbits/sec    0   2.81 MBytes       
[  4]  23.00-24.00  sec  2.25 GBytes  19.3 Gbits/sec    0   2.81 MBytes       
[  4]  24.00-25.00  sec  2.40 GBytes  20.6 Gbits/sec    0   2.81 MBytes       
[  4]  25.00-26.00  sec  2.22 GBytes  19.1 Gbits/sec    0   2.81 MBytes       
[  4]  26.00-27.00  sec  2.31 GBytes  19.8 Gbits/sec    0   2.81 MBytes       
[  4]  27.00-28.00  sec  2.31 GBytes  19.8 Gbits/sec    0   2.81 MBytes       
[  4]  28.00-29.00  sec  2.49 GBytes  21.4 Gbits/sec    0   2.81 MBytes       
[  4]  29.00-30.00  sec  2.36 GBytes  20.3 Gbits/sec    0   2.81 MBytes       
[  4]  30.00-31.00  sec  2.22 GBytes  19.1 Gbits/sec    0   2.81 MBytes       
[  4]  31.00-32.00  sec  2.37 GBytes  20.3 Gbits/sec    0   2.81 MBytes       
[  4]  32.00-33.00  sec  2.37 GBytes  20.4 Gbits/sec    0   2.81 MBytes       
[  4]  33.00-34.00  sec  2.17 GBytes  18.6 Gbits/sec    0   2.81 MBytes       
[  4]  34.00-35.00  sec  2.35 GBytes  20.2 Gbits/sec    0   2.81 MBytes       
[  4]  35.00-36.00  sec  2.39 GBytes  20.5 Gbits/sec    0   2.81 MBytes       
[  4]  36.00-37.00  sec  2.28 GBytes  19.6 Gbits/sec    0   2.81 MBytes       
[  4]  37.00-38.00  sec  2.45 GBytes  21.1 Gbits/sec    0   2.81 MBytes       
[  4]  38.00-39.00  sec  2.27 GBytes  19.5 Gbits/sec    0   2.81 MBytes       
[  4]  39.00-40.00  sec  2.41 GBytes  20.7 Gbits/sec    0   2.81 MBytes       
[  4]  40.00-41.00  sec  2.26 GBytes  19.4 Gbits/sec    0   2.81 MBytes       
[  4]  41.00-42.00  sec  2.31 GBytes  19.9 Gbits/sec    0   2.81 MBytes       
[  4]  42.00-43.00  sec  2.22 GBytes  19.0 Gbits/sec    0   2.81 MBytes       
[  4]  43.00-44.00  sec  2.40 GBytes  20.6 Gbits/sec    0   2.81 MBytes       
[  4]  44.00-45.00  sec  2.29 GBytes  19.7 Gbits/sec    0   2.81 MBytes       
[  4]  45.00-46.00  sec  2.43 GBytes  20.8 Gbits/sec    0   2.81 MBytes       
[  4]  46.00-47.00  sec  2.35 GBytes  20.2 Gbits/sec    0   2.81 MBytes       
[  4]  47.00-48.00  sec  2.20 GBytes  18.9 Gbits/sec    0   2.81 MBytes       
[  4]  48.00-49.00  sec  2.51 GBytes  21.5 Gbits/sec    0   2.81 MBytes       
[  4]  49.00-50.00  sec  2.18 GBytes  18.7 Gbits/sec    0   2.81 MBytes       
[  4]  50.00-51.00  sec  2.26 GBytes  19.4 Gbits/sec    0   2.81 MBytes       
[  4]  51.00-52.00  sec  2.45 GBytes  21.0 Gbits/sec    0   2.81 MBytes       
[  4]  52.00-53.00  sec  2.28 GBytes  19.6 Gbits/sec    0   2.81 MBytes       
[  4]  53.00-54.00  sec  2.35 GBytes  20.2 Gbits/sec    0   2.81 MBytes       
[  4]  54.00-55.00  sec  2.36 GBytes  20.3 Gbits/sec    0   2.81 MBytes       
[  4]  55.00-56.00  sec  2.38 GBytes  20.4 Gbits/sec    0   2.81 MBytes       
[  4]  56.00-57.00  sec  2.18 GBytes  18.7 Gbits/sec    0   2.81 MBytes       
[  4]  57.00-58.00  sec  2.51 GBytes  21.6 Gbits/sec    0   2.81 MBytes       
[  4]  58.00-59.00  sec  2.24 GBytes  19.2 Gbits/sec    0   2.81 MBytes       
[  4]  59.00-60.00  sec  2.22 GBytes  19.1 Gbits/sec    0   2.81 MBytes       
[  4]  60.00-61.00  sec  2.41 GBytes  20.7 Gbits/sec    0   2.81 MBytes       
[  4]  61.00-62.00  sec  2.30 GBytes  19.8 Gbits/sec    0   2.81 MBytes       
[  4]  62.00-63.00  sec  2.27 GBytes  19.5 Gbits/sec    0   2.81 MBytes       
[  4]  63.00-64.00  sec  2.39 GBytes  20.5 Gbits/sec    0   2.81 MBytes       
[  4]  64.00-65.00  sec  2.33 GBytes  20.0 Gbits/sec    0   2.81 MBytes       
[  4]  65.00-66.00  sec  2.42 GBytes  20.8 Gbits/sec    0   2.81 MBytes       
[  4]  66.00-67.00  sec  2.20 GBytes  18.9 Gbits/sec    0   2.81 MBytes       
[  4]  67.00-68.00  sec  2.51 GBytes  21.5 Gbits/sec    0   2.81 MBytes       
[  4]  68.00-69.00  sec  2.34 GBytes  20.1 Gbits/sec    0   2.81 MBytes       
[  4]  69.00-70.00  sec  2.12 GBytes  18.2 Gbits/sec    0   2.81 MBytes       
[  4]  70.00-71.00  sec  2.45 GBytes  21.0 Gbits/sec    0   2.81 MBytes       
[  4]  71.00-72.00  sec  2.38 GBytes  20.4 Gbits/sec    0   2.81 MBytes       
[  4]  72.00-73.00  sec  2.20 GBytes  18.9 Gbits/sec    0   2.81 MBytes       
[  4]  73.00-74.00  sec  2.41 GBytes  20.7 Gbits/sec    0   2.81 MBytes       
