timestamp_ms,usr%,nice%,sys%,iowait%,irq%,soft%,steal%,idle%
1747110462805,5.9,0.0,10.1,0.0,0.0,0.5,83.6
1747110464816,5.9,0.0,10.1,0.0,0.0,0.4,83.6
1747110466829,5.9,0.0,9.7,0.0,0.0,0.6,83.8
1747110468841,5.9,0.0,9.9,0.0,0.0,0.3,83.9
1747110470853,5.9,0.0,14.5,0.0,0.0,0.4,79.1
1747110472865,5.2,0.0,10.7,0.0,0.0,1.0,83.0
1747110474877,5.8,0.0,11.5,0.0,0.0,0.5,82.2
1747110476889,5.7,0.0,9.8,0.0,0.0,0.3,84.1
1747110478901,5.8,0.0,9.8,0.0,0.0,0.5,83.9
1747110480913,5.8,0.0,14.9,0.0,0.0,0.5,78.8
1747110482925,6.0,0.0,11.3,0.0,0.0,0.4,82.3
1747110484935,5.7,0.0,11.0,0.0,0.0,0.5,82.8
1747110486945,5.2,0.0,9.4,0.0,0.0,0.6,84.8
1747110488954,5.4,0.0,9.2,0.0,0.0,0.7,84.8
1747110490963,5.8,0.0,10.8,0.0,0.0,0.5,83.0
1747110492973,5.6,0.0,9.7,0.0,0.0,0.7,84.1
1747110494985,5.3,0.0,9.8,0.0,0.0,0.5,84.4
1747110496994,5.5,0.0,9.3,0.0,0.0,0.4,84.8
1747110499005,5.3,0.0,10.2,0.0,0.0,0.4,84.2
1747110501017,5.2,0.0,10.0,0.0,0.0,0.5,84.3
1747110503030,5.6,0.0,9.8,0.0,0.0,0.4,84.2
1747110505042,6.0,0.0,10.0,0.0,0.0,0.6,83.4
1747110507055,5.7,0.0,10.1,0.0,0.0,0.3,83.8
1747110509068,5.7,0.0,10.8,0.0,0.0,0.5,83.0
1747110511081,6.2,0.0,14.8,0.0,0.0,0.4,78.6
1747110513094,5.6,0.0,10.4,0.0,0.0,0.4,83.5
1747110515106,6.4,0.0,9.3,0.0,0.0,0.4,83.9
1747110517119,5.9,0.0,10.3,0.0,0.0,0.5,83.2
1747110519131,5.8,0.0,10.4,0.0,0.0,0.5,83.4
1747110521143,5.8,0.0,11.8,0.0,0.0,0.4,81.9
1747110523156,5.6,0.0,13.1,0.0,0.0,0.5,80.8
