timestamp_ms,usr%,nice%,sys%,iowait%,irq%,soft%,steal%,idle%
1747220837053,2.1,0.0,9.7,0.0,0.0,0.8,87.4
1747220839061,2.2,0.0,8.5,0.0,0.0,1.0,88.4
1747220841070,2.7,0.0,10.6,0.0,0.0,1.0,85.7
1747220843079,2.4,0.0,9.8,0.0,0.0,0.7,87.1
1747220845090,2.5,0.0,9.8,0.0,0.0,1.1,86.5
1747220847100,2.7,0.0,9.7,0.0,0.0,1.4,86.2
1747220849111,2.4,0.0,10.8,0.0,0.0,1.2,85.6
1747220851122,3.6,0.0,10.0,0.0,0.0,0.7,85.7
1747220853132,2.9,0.0,9.9,0.0,0.0,0.9,86.3
1747220855142,2.6,0.0,10.2,0.0,0.0,0.9,86.3
1747220857153,2.8,0.0,9.7,0.0,0.0,0.6,87.0
1747220859164,3.6,0.0,9.6,0.0,0.0,1.1,85.7
1747220861175,2.8,0.0,10.3,0.0,0.0,1.2,85.7
1747220863185,3.3,0.0,9.4,0.0,0.0,1.3,86.1
1747220865195,2.7,0.0,10.4,0.0,0.0,0.6,86.2
1747220867206,2.9,0.0,10.6,0.0,0.0,0.7,85.9
1747220869216,2.7,0.0,9.8,0.0,0.0,0.6,86.8
1747220871226,2.7,0.0,9.5,0.0,0.0,0.7,87.1
1747220873237,2.7,0.0,9.8,0.0,0.0,0.7,86.8
1747220875246,3.0,0.0,10.8,0.0,0.0,0.7,85.5
1747220877257,2.3,0.0,9.5,0.0,0.0,0.8,87.3
1747220879267,2.4,0.0,9.7,0.0,0.0,0.7,87.3
1747220881277,2.5,0.0,9.8,0.0,0.0,0.7,87.0
1747220883287,2.6,0.0,10.1,0.0,0.0,0.8,86.6
1747220885297,2.2,0.0,10.0,0.0,0.0,0.6,87.2
1747220887307,2.3,0.0,10.2,0.0,0.0,0.7,86.8
1747220889317,2.3,0.0,10.1,0.0,0.0,0.5,87.2
1747220891326,2.8,0.0,10.0,0.0,0.0,0.6,86.7
1747220893336,2.3,0.0,10.0,0.0,0.0,0.6,87.1
1747220895346,2.6,0.0,9.6,0.0,0.0,0.7,87.1
