Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.32	1355	61	13.93	1.46	0.00
3	0.28	932	61	13.09	1.46	0.00
8	0.54	1449	61	15.45	1.73	0.00
12	0.97	2981	62	22.22	2.64	0.00
12	1.01	3078	62	21.95	2.56	0.00
17	1.31	3245	61	22.78	2.71	0.00
20	1.66	4732	62	24.45	2.89	0.00
19	1.62	4358	62	22.61	2.64	0.00
20	1.69	4832	61	23.31	2.62	0.00
20	1.68	4596	62	23.21	2.61	0.00
21	1.77	4497	61	23.81	2.71	0.00
21	1.73	4917	61	23.88	2.74	0.00
21	1.71	4893	62	23.53	2.69	0.00
20	1.67	4843	63	23.70	2.66	0.00
20	1.70	4689	63	23.43	2.71	0.00
20	1.66	4564	61	23.13	2.62	0.00
20	1.68	4659	62	23.13	2.61	0.00
19	1.62	4732	63	23.19	2.62	0.00
20	1.68	4772	63	23.34	2.63	0.00
19	1.60	4348	62	22.68	2.57	0.00
20	1.64	4584	62	23.02	2.60	0.00
20	1.64	4707	62	23.50	2.67	0.00
18	1.52	3401	62	23.07	2.65	0.00
18	1.53	3767	63	23.32	2.67	0.00
20	1.66	4850	63	23.19	2.65	0.00
19	1.63	4315	62	23.05	2.65	0.00
19	1.62	4702	63	23.59	2.72	0.00
20	1.69	4832	62	23.25	2.65	0.00
20	1.67	4647	63	23.29	2.67	0.00
20	1.65	4713	63	22.86	2.62	0.00
20	1.67	4664	62	23.10	2.61	0.00
20	1.69	4638	62	23.11	2.61	0.00
20	1.69	4784	62	23.62	2.66	0.00
20	1.69	4942	62	23.71	2.64	0.00
20	1.69	4590	62	23.25	2.61	0.00
20	1.69	4715	63	23.47	2.64	0.00
20	1.64	4651	62	22.97	2.58	0.00
20	1.65	4383	62	22.84	2.58	0.00
20	1.66	4922	62	23.70	2.63	0.00
20	1.68	4691	63	23.26	2.63	0.00
20	1.70	4872	63	23.53	2.64	0.00
21	1.72	4705	63	23.11	2.63	0.00
21	1.77	4874	63	22.96	2.67	0.00
21	1.77	4471	62	22.60	2.59	0.00
22	1.80	4895	63	23.18	2.68	0.00
21	1.75	4578	63	23.65	2.75	0.00
20	1.67	4499	63	23.20	2.63	0.00
21	1.72	4963	63	23.84	2.68	0.00
20	1.65	4733	63	23.21	2.62	0.00
19	1.61	4610	63	23.26	2.64	0.00
20	1.67	4806	62	23.53	2.63	0.00
21	1.72	4870	63	23.66	2.67	0.00
21	1.74	4597	63	23.62	2.74	0.00
21	1.75	5007	63	24.12	2.72	0.00
20	1.66	4437	62	23.04	2.59	0.00
21	1.79	4393	62	23.24	2.67	0.00
19	1.62	4657	63	23.20	2.64	0.00
20	1.68	4718	63	23.57	2.69	0.00
21	1.71	4921	63	23.74	2.66	0.00
21	1.72	4760	63	23.80	2.63	0.00
21	1.72	5094	63	24.16	2.66	0.00
21	1.72	4603	62	23.40	2.64	0.00
20	1.69	4824	63	23.58	2.65	0.00
20	1.66	4723	63	23.64	2.66	0.00
20	1.66	4661	63	23.38	2.63	0.00
21	1.78	4564	63	22.61	2.62	0.00
21	1.78	4376	64	22.28	2.59	0.00
21	1.74	4661	62	22.86	2.62	0.00
21	1.76	4881	63	23.32	2.66	0.00
21	1.72	4903	63	23.21	2.63	0.00
20	1.67	4673	63	23.28	2.62	0.00
19	1.62	4698	63	23.16	2.63	0.00
19	1.59	4559	62	22.81	2.62	0.00
19	1.57	4686	63	22.95	2.63	0.00
20	1.64	4374	64	22.60	2.60	0.00
20	1.70	4489	63	22.88	2.61	0.00
20	1.64	4783	65	23.15	2.65	0.00
20	1.68	4340	65	22.83	2.62	0.00
