Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
187	8.44	5844	65	42.88	3.01	0.00
185	8.30	2555	64	39.83	2.99	0.00
184	8.55	2731	65	39.92	2.97	0.00
188	8.26	4220	65	41.40	3.06	0.00
186	8.44	3939	65	40.23	3.04	0.00
185	8.24	2482	65	41.52	3.01	0.00
178	7.75	3199	65	43.42	2.97	0.00
175	7.63	3245	65	44.84	2.95	0.00
175	7.58	3354	64	44.65	2.99	0.00
180	7.81	2053	65	45.41	2.98	0.00
172	7.60	3406	64	43.41	2.95	0.00
174	7.68	7606	66	44.62	2.92	0.00
177	8.04	7503	65	42.99	3.04	0.00
197	8.86	2782	65	41.04	3.19	0.00
184	8.38	4277	64	41.24	3.15	0.00
192	8.54	2835	65	41.43	3.09	0.00
179	8.50	10592	65	39.09	2.99	0.00
173	8.62	8995	66	47.60	3.24	0.00
171	7.55	4693	65	44.35	2.84	0.00
174	7.77	3308	66	43.78	2.88	0.00
185	7.92	2862	65	47.12	2.96	0.00
179	7.84	8302	64	45.46	2.94	0.00
177	7.67	2640	66	44.36	2.94	0.00
179	7.79	2488	65	44.79	2.93	0.00
178	7.78	3120	65	45.49	3.00	0.00
174	7.74	3839	65	45.90	2.99	0.00
176	7.66	2526	66	45.24	3.05	0.00
172	7.62	5099	65	45.65	2.99	0.00
187	8.32	3307	66	46.27	3.07	0.00
191	8.78	10525	66	41.91	3.23	0.00
192	8.69	5222	65	43.23	3.32	0.00
169	7.15	5068	65	49.80	2.86	0.00
175	7.38	4661	65	50.62	2.87	0.00
174	7.75	6839	65	45.80	2.95	0.00
167	7.56	8529	66	44.78	2.95	0.00
177	7.78	4731	65	47.18	2.98	0.00
183	7.91	4719	65	47.91	2.99	0.00
161	7.28	5223	65	46.82	3.00	0.00
177	7.72	4569	64	46.57	3.03	0.00
171	7.45	3527	64	46.01	2.95	0.00
189	8.48	9623	65	43.83	3.14	0.00
192	8.60	6061	65	47.25	3.38	0.00
183	7.92	7307	65	49.22	3.27	0.00
181	7.91	3713	64	47.36	2.93	0.00
183	8.00	4516	66	48.39	3.29	0.00
173	7.80	5481	64	47.39	3.21	0.00
173	7.55	4550	65	45.49	2.95	0.00
177	7.94	8416	65	47.59	3.20	0.00
172	7.58	3086	64	46.50	3.01	0.00
181	8.05	5773	66	47.22	3.26	0.00
178	7.75	3729	65	46.30	3.09	0.00
173	7.49	4194	64	48.48	3.10	0.00
185	8.09	6084	66	50.94	3.27	0.00
179	7.73	4971	66	51.68	3.30	0.00
188	7.82	3003	64	52.22	3.05	0.00
181	7.73	4867	66	47.81	3.13	0.00
183	7.85	4565	65	52.39	3.34	0.00
176	7.73	3431	66	48.11	2.99	0.00
172	7.32	3255	65	50.42	2.94	0.00
180	7.69	6559	66	50.58	3.14	0.00
179	7.46	4261	65	48.47	2.96	0.00
171	7.24	4541	64	47.62	2.86	0.00
178	7.72	7915	65	50.59	3.04	0.00
167	7.16	5496	65	47.84	2.91	0.00
175	7.71	5752	65	49.89	3.53	0.00
177	7.94	8431	65	49.95	3.38	0.00
177	7.94	4135	66	47.35	3.15	0.00
179	7.85	4050	65	48.13	3.14	0.00
186	8.26	4582	66	47.35	3.13	0.00
190	8.39	7358	65	51.97	3.55	0.00
186	8.09	4823	66	52.08	3.37	0.00
179	7.67	4075	65	51.63	3.22	0.00
181	7.76	5740	65	53.02	3.28	0.00
178	7.59	3810	65	50.33	3.03	0.00
176	7.75	8377	66	49.94	3.12	0.00
176	7.41	3410	65	51.03	3.16	0.00
185	7.78	4299	65	50.29	3.05	0.00
175	7.45	4658	66	48.24	3.02	0.00
180	7.62	5530	65	52.25	3.26	0.00
182	7.56	2676	66	51.48	2.94	0.00
182	7.63	4457	66	51.85	3.20	0.00
172	7.37	5859	65	51.57	3.16	0.00
184	7.83	5899	66	52.67	3.20	0.00
180	8.54	4292	65	52.13	3.14	0.00
179	8.05	8297	65	49.02	3.24	0.00
175	7.75	5698	66	48.22	3.10	0.00
182	7.97	4771	66	46.74	3.06	0.00
174	7.76	4963	65	46.57	3.05	0.00
169	7.49	3160	65	46.91	2.88	0.00
181	8.00	4408	66	47.94	3.09	0.00
179	7.81	3604	65	47.60	3.02	0.00
190	8.65	8472	66	50.47	3.83	0.00
168	7.51	4067	66	47.38	3.12	0.00
190	8.45	6794	66	49.44	3.46	0.00
172	7.55	2570	65	46.49	3.00	0.00
183	7.91	3478	67	48.11	3.04	0.00
175	7.70	4248	65	47.05	3.02	0.00
165	7.53	6819	66	48.37	3.24	0.00
174	7.84	3415	67	49.71	3.07	0.00
169	7.59	6558	66	49.74	3.12	0.00
172	7.68	5349	66	48.12	3.20	0.00
179	7.88	4146	66	48.79	3.17	0.00
175	7.63	3017	66	46.32	2.98	0.00
176	7.93	7458	66	48.27	3.26	0.00
172	7.61	2637	65	44.97	3.03	0.00
175	7.72	3268	65	45.37	2.89	0.00
182	7.99	4086	67	48.24	3.03	0.00
175	7.81	4559	67	48.59	3.25	0.00
175	7.71	4670	67	47.65	3.10	0.00
179	7.96	7078	66	47.08	3.27	0.00
174	8.09	8536	67	50.55	3.58	0.00
175	7.71	3121	67	46.68	3.05	0.00
180	7.78	3539	66	46.24	3.08	0.00
169	7.64	6033	65	46.72	3.06	0.00
183	8.56	3257	65	50.82	3.16	0.00
169	7.32	2378	66	44.88	2.87	0.00
172	7.55	3168	66	44.79	2.80	0.00
174	7.51	3963	66	46.03	2.95	0.00
172	7.45	2403	66	45.14	2.87	0.00
176	7.61	3045	66	45.39	2.87	0.00
172	7.63	4228	66	46.02	3.05	0.00
182	7.94	4813	65	48.85	3.27	0.00
174	7.61	4666	66	47.18	3.08	0.00
177	7.99	7246	66	46.43	3.08	0.00
163	7.47	6083	66	47.49	3.07	0.00
192	8.69	4317	66	40.43	3.15	0.00
200	9.01	4775	65	44.01	3.40	0.00
178	7.83	4759	67	47.29	3.25	0.00
183	8.08	5282	67	47.16	3.10	0.00
175	7.77	3844	67	49.29	3.16	0.00
171	7.68	4793	67	47.32	3.21	0.00
177	7.81	4473	67	47.34	3.13	0.00
185	8.03	10119	66	49.22	3.29	0.00
180	7.89	5976	67	48.50	3.33	0.00
181	7.71	3764	67	48.25	3.10	0.00
176	7.53	9677	68	51.56	3.29	0.00
188	7.62	4141	66	50.34	3.07	0.00
124	5.17	2797	67	39.67	2.55	0.00
92	3.53	2477	66	36.53	2.37	0.00
101	4.56	2166	66	35.65	2.78	0.00
94	4.34	2493	67	30.64	2.56	0.00
32	1.58	2073	65	20.30	1.91	0.00
3	0.28	820	65	13.42	1.31	0.00
4	0.30	970	66	13.85	1.42	0.00
3	0.28	1063	65	14.46	1.47	0.00
3	0.28	880	66	14.20	1.45	0.00
4	0.34	1365	65	14.92	1.50	0.00
4	0.30	993	64	14.02	1.45	0.00
4	0.33	26	65	13.33	1.45	0.00
