Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.32	1311	61	14.97	1.59	0.00
4	0.30	888	62	13.34	1.42	0.00
3	0.28	1088	61	13.28	1.45	0.00
3	0.29	652	62	12.54	1.30	0.00
3	0.28	963	62	13.10	1.37	0.00
4	0.31	1327	62	14.13	1.51	0.00
3	0.29	837	61	12.87	1.33	0.00
4	0.31	1313	63	13.99	1.50	0.00
4	0.29	1014	62	13.78	1.48	0.00
4	0.29	989	62	12.91	1.39	0.00
3	0.29	1150	62	14.16	1.59	0.00
4	0.33	1241	61	13.63	1.45	0.00
3	0.27	677	62	12.17	1.32	0.00
4	0.31	1049	62	13.17	1.35	0.00
3	0.29	1026	60	12.98	1.36	0.00
4	0.29	842	62	13.45	1.42	0.00
4	0.31	1176	62	13.06	1.38	0.00
3	0.29	1100	62	13.94	1.51	0.00
4	0.30	1045	61	13.38	1.43	0.00
4	0.30	1071	61	13.78	1.48	0.00
4	0.31	1337	61	14.11	1.50	0.00
4	0.30	857	62	13.56	1.47	0.00
4	0.30	993	61	13.24	1.46	0.00
25	1.79	7529	62	21.98	2.52	0.00
36	2.67	12560	62	26.83	3.14	0.00
37	2.71	13154	63	27.46	3.14	0.00
36	2.68	12530	63	27.08	3.15	0.00
37	2.68	12816	62	27.18	3.17	0.00
36	2.70	12788	63	27.12	3.17	0.00
36	2.68	12863	62	27.22	3.15	0.00
37	2.65	12641	62	26.96	3.13	0.00
36	2.70	12821	63	27.47	3.12	0.00
36	2.70	12607	63	26.89	3.14	0.00
36	2.68	12470	62	26.68	3.14	0.00
37	2.66	12812	63	26.81	3.14	0.00
37	2.68	12849	63	26.86	3.13	0.00
37	2.68	12715	63	26.72	3.16	0.00
37	2.67	12796	63	26.75	3.14	0.00
36	2.68	12652	63	26.57	3.13	0.00
37	2.62	12455	63	26.54	3.13	0.00
56	4.06	18590	62	28.80	3.13	0.00
68	5.13	24316	63	30.46	3.14	0.00
69	5.08	23992	63	30.13	3.15	0.00
70	5.09	24541	63	30.45	3.16	0.00
70	5.03	24273	63	30.15	3.16	0.00
68	5.09	24371	63	30.66	3.16	0.00
69	5.04	24207	63	30.13	3.18	0.00
70	5.09	24629	63	30.53	3.15	0.00
71	5.01	24012	64	30.04	3.18	0.00
68	5.08	24183	63	30.24	3.15	0.00
69	5.12	24409	63	30.35	3.16	0.00
69	5.11	23973	65	30.13	3.17	0.00
70	5.10	24401	63	30.47	3.16	0.00
82	5.86	27292	63	31.33	3.16	0.00
103	7.42	35791	63	34.00	3.17	0.00
105	7.35	35893	63	33.74	3.16	0.00
106	7.43	35860	63	33.82	3.17	0.00
103	7.45	35778	63	33.80	3.17	0.00
106	7.38	35880	63	34.00	3.17	0.00
105	7.51	35681	63	33.85	3.14	0.00
105	7.42	35649	62	33.86	3.20	0.00
107	7.40	35207	63	33.60	3.19	0.00
105	7.57	35801	64	34.04	3.17	0.00
105	7.47	35708	64	33.82	3.14	0.00
106	7.46	35612	63	33.58	3.16	0.00
124	8.61	41180	64	35.65	3.15	0.00
148	9.89	47154	64	36.43	3.17	0.00
142	9.80	47068	62	36.84	3.16	0.00
149	10.08	47195	63	36.48	3.16	0.00
139	9.82	47239	63	37.11	3.17	0.00
141	9.78	47015	63	37.10	3.18	0.00
141	9.71	47204	64	37.04	3.20	0.00
138	9.72	47100	63	37.26	3.18	0.00
141	9.74	46553	64	36.66	3.15	0.00
147	9.85	47267	63	36.60	3.16	0.00
140	9.82	47328	63	37.02	3.16	0.00
146	9.95	47306	64	36.87	3.16	0.00
148	10.10	48193	63	37.37	3.18	0.00
177	12.03	58796	64	40.19	3.16	0.00
194	12.80	58695	64	39.64	3.19	0.00
183	12.58	58933	63	40.69	3.19	0.00
182	12.21	58471	64	40.06	3.19	0.00
187	12.38	58315	63	39.84	3.17	0.00
205	13.09	58814	63	39.35	3.18	0.00
