Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	904	69	14.30	1.52	0.00
4	0.30	1058	67	14.42	1.50	0.00
3	0.29	1051	68	14.89	1.55	0.00
3	0.29	972	67	14.54	1.47	0.00
4	0.29	1158	67	15.14	1.59	0.00
4	0.30	1018	68	14.23	1.48	0.00
4	0.31	1335	67	15.52	1.70	0.00
4	0.29	909	67	14.32	1.52	0.00
4	0.32	1250	67	14.92	1.55	0.00
5	0.39	855	67	14.94	1.63	0.00
4	0.33	1006	67	14.62	1.53	0.00
38	1.79	1428	67	21.36	2.03	0.00
95	3.96	1972	67	39.01	2.61	0.00
98	4.02	1691	68	39.52	2.59	0.00
94	3.89	1781	67	37.88	2.44	0.00
96	4.13	2482	68	38.98	2.71	0.00
101	4.63	4074	69	32.71	2.68	0.00
93	4.35	3349	67	32.01	2.71	0.00
86	3.78	2804	68	37.61	2.50	0.00
84	3.69	2631	67	37.74	2.61	0.00
84	3.74	4149	68	37.71	2.65	0.00
83	3.68	2575	67	36.98	2.47	0.00
81	3.48	2340	68	35.23	2.32	0.00
93	4.25	2434	67	35.57	2.56	0.00
96	4.26	2509	68	40.11	2.72	0.00
93	4.20	3502	68	36.02	2.73	0.00
168	7.38	2561	67	46.79	3.00	0.00
184	7.90	2730	67	47.95	2.95	0.00
181	7.80	2665	67	47.52	2.86	0.00
186	7.99	2133	68	47.85	2.89	0.00
178	7.81	2865	68	46.85	3.03	0.00
179	7.88	2493	67	47.79	2.95	0.00
176	7.96	2283	67	46.25	3.03	0.00
192	9.92	3418	67	42.86	3.40	0.00
183	8.82	2916	67	40.51	3.16	0.00
204	9.20	4599	68	43.04	3.31	0.00
196	9.73	2957	67	44.37	3.19	0.00
179	8.25	3258	68	44.23	3.02	0.00
185	8.50	3012	67	41.00	3.10	0.00
245	11.20	8292	67	46.94	3.10	0.00
266	11.85	9359	67	56.04	3.36	0.00
260	11.41	4121	66	54.02	3.17	0.00
262	11.55	3568	67	53.47	3.07	0.00
267	11.74	3129	67	53.44	3.05	0.00
258	11.40	4234	67	51.36	2.87	0.00
277	11.83	4388	67	56.93	3.14	0.00
276	12.06	4881	68	58.78	3.17	0.00
268	11.49	3684	68	57.45	3.17	0.00
262	11.44	9013	68	59.45	3.23	0.00
307	13.45	9859	68	54.82	3.09	0.00
358	15.36	6144	68	68.00	3.29	0.00
348	15.04	4891	68	66.76	3.18	0.00
360	16.33	6236	68	66.58	3.19	0.00
356	15.48	9419	68	66.02	3.20	0.00
351	15.67	9230	68	60.48	3.15	0.00
369	16.19	3675	68	61.40	3.14	0.00
352	15.53	4627	68	60.44	3.17	0.00
353	15.17	6305	68	61.94	3.08	0.00
360	15.74	3853	68	60.94	2.96	0.00
367	16.41	19587	68	62.66	3.24	0.00
353	15.61	9640	68	60.58	3.23	0.00
431	19.25	9449	69	67.95	3.17	0.00
454	19.22	7143	69	71.34	3.34	0.00
450	20.44	7523	68	69.72	3.26	0.00
