Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1027	61	13.66	1.44	0.00
3	0.28	805	62	13.57	1.49	0.00
4	0.32	1091	62	13.58	1.41	0.00
71	3.29	5609	62	28.80	2.34	0.00
109	5.73	15977	62	37.49	3.11	0.00
117	5.46	4802	61	37.97	3.01	0.00
121	5.28	2997	62	36.51	2.96	0.00
122	4.60	2746	62	43.18	2.69	0.00
115	4.57	4096	63	41.97	2.79	0.00
104	4.08	3113	63	39.91	2.57	0.00
121	5.20	4151	63	40.82	2.95	0.00
122	5.16	2399	64	44.58	2.99	0.00
114	5.01	2468	63	40.48	2.90	0.00
124	5.09	2075	64	44.46	2.88	0.00
114	4.81	2544	64	42.74	2.84	0.00
115	5.21	5381	62	36.31	2.90	0.00
107	4.64	2116	62	40.85	2.72	0.00
119	5.85	4122	63	34.95	2.96	0.00
123	5.54	3969	64	35.22	2.91	0.00
229	9.74	4562	64	49.33	3.03	0.00
205	9.84	19017	65	45.00	3.09	0.00
229	9.52	2438	65	50.23	2.97	0.00
216	8.54	2817	64	55.94	2.97	0.00
232	10.23	8066	64	55.73	3.18	0.00
230	10.26	9478	64	52.83	3.09	0.00
213	10.32	6721	64	49.37	3.24	0.00
239	9.87	4391	65	58.80	3.21	0.00
215	8.76	3167	65	55.76	3.02	0.00
215	8.98	16614	66	55.54	3.05	0.00
218	9.22	11930	65	52.76	3.13	0.00
226	9.38	3056	64	53.83	3.25	0.00
210	8.94	2690	65	51.07	3.06	0.00
300	13.16	5772	65	59.22	3.24	0.00
352	15.43	4262	65	60.95	3.23	0.00
356	14.47	6267	66	67.47	3.27	0.00
326	13.84	7388	66	63.32	3.36	0.00
349	13.75	4810	65	67.49	3.22	0.00
327	13.61	7789	65	65.21	3.21	0.00
324	13.57	6071	66	64.97	3.29	0.00
328	14.67	18308	65	62.00	3.35	0.00
335	15.05	22689	66	56.94	3.35	0.00
353	14.77	6648	66	65.81	3.30	0.00
333	13.77	6672	66	64.93	3.20	0.00
330	13.39	8295	66	66.67	3.42	0.00
354	15.20	20816	67	66.06	3.73	0.00
342	15.10	6554	67	65.04	3.41	0.00
458	21.41	7506	67	72.59	3.42	0.00
456	19.09	17290	67	75.22	4.23	0.00
472	20.06	30853	67	76.34	4.05	0.00
456	18.47	18185	68	75.82	3.71	0.00
443	21.89	48010	67	71.60	5.29	0.00
488	22.78	47309	67	77.24	6.69	0.00
530	23.24	56896	67	69.58	7.16	0.00
460	21.87	86960	67	76.72	7.56	0.00
547	24.69	59551	68	80.10	7.01	0.00
507	21.25	81452	67	80.83	7.70	0.00
505	21.64	83598	68	81.26	7.10	0.00
528	23.34	46072	68	80.51	5.63	0.00
504	21.95	74375	67	79.92	7.27	0.00
516	23.05	19811	68	78.44	4.27	0.00
665	27.47	10156	68	89.38	3.42	0.00
665	28.20	30164	68	90.91	4.35	0.00
593	24.05	15716	68	86.79	3.50	0.00
571	23.68	13886	68	84.40	3.30	0.00
533	23.17	12762	68	78.78	3.37	0.00
560	24.14	16734	68	84.19	3.30	0.00
589	25.51	43950	68	83.23	3.55	0.00
556	23.45	17271	69	85.08	3.50	0.00
586	23.74	11500	68	86.27	3.70	0.00
544	23.19	35535	69	82.83	3.38	0.00
570	25.20	42217	67	83.62	4.18	0.00
584	25.72	20822	68	83.52	3.94	0.00
546	22.36	6753	68	82.47	3.31	0.00
621	27.08	36280	68	87.46	5.33	0.00
714	29.59	19419	69	93.52	3.74	0.00
672	28.16	9588	69	90.57	3.44	0.00
757	31.73	52187	69	96.91	6.28	0.00
743	30.85	48582	69	95.76	5.53	0.00
696	29.17	25251	69	93.22	4.47	0.00
699	30.50	40015	69	93.81	4.90	0.00
673	28.31	13059	68	89.85	3.15	0.00
692	29.50	23159	69	90.36	3.78	0.00
711	28.78	28862	70	95.52	4.56	0.00
750	32.39	85343	70	97.94	6.50	0.00
742	32.69	41327	69	96.14	4.39	0.00
673	31.62	18179	69	89.14	3.58	0.00
734	29.88	24611	70	98.07	4.17	0.00
682	29.18	8116	70	92.11	3.22	0.00
718	29.63	32585	70	93.49	4.32	0.00
722	31.62	54779	70	94.53	5.17	0.00
696	28.67	8481	70	93.92	3.51	0.00
