Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1211	61	13.78	1.46	0.00
3	0.29	1013	60	12.88	1.40	0.00
4	0.32	1480	60	14.47	1.53	0.00
4	0.30	1015	61	13.66	1.50	0.00
4	0.31	1224	60	13.64	1.48	0.00
4	0.29	1201	61	14.01	1.56	0.00
4	0.32	905	61	14.09	1.54	0.00
4	0.30	1043	59	12.64	1.37	0.00
4	0.29	1053	60	12.99	1.43	0.00
4	0.29	1049	60	12.83	1.39	0.00
4	0.31	1234	60	13.66	1.46	0.00
4	0.30	1092	60	13.40	1.46	0.00
4	0.31	954	60	13.27	1.46	0.00
21	1.24	5805	61	17.86	2.01	0.00
67	3.76	21183	61	28.46	3.18	0.00
67	3.67	21289	61	28.95	3.13	0.00
68	3.73	21049	63	28.59	3.13	0.00
67	3.70	20991	62	28.46	3.15	0.00
68	3.65	21058	60	28.31	3.17	0.00
67	3.70	21087	61	28.40	3.15	0.00
67	3.83	21527	62	28.71	3.12	0.00
67	3.71	20937	62	28.38	3.16	0.00
67	3.79	21294	62	28.45	3.15	0.00
67	3.83	21235	61	28.46	3.14	0.00
68	3.72	21286	61	28.50	3.15	0.00
68	3.68	21085	62	28.61	3.13	0.00
67	3.80	21150	63	28.71	3.15	0.00
68	3.75	21160	62	28.48	3.14	0.00
67	3.75	21064	62	28.40	3.13	0.00
68	3.70	21323	63	28.53	3.13	0.00
68	3.72	21277	63	28.62	3.12	0.00
72	3.86	21144	63	28.85	3.12	0.00
130	6.98	40925	63	33.53	3.14	0.00
130	7.02	41261	63	33.66	3.12	0.00
131	6.97	40680	64	33.46	3.14	0.00
134	7.06	41104	63	33.79	3.14	0.00
131	7.07	41037	63	33.75	3.15	0.00
131	7.00	40951	63	33.54	3.15	0.00
131	7.05	41337	63	33.76	3.15	0.00
136	7.20	41104	65	33.90	3.14	0.00
133	7.04	41201	63	33.88	3.12	0.00
143	7.29	40986	63	33.63	3.15	0.00
131	7.26	41613	64	33.75	3.20	0.00
130	7.20	41119	64	33.76	3.16	0.00
137	7.51	42247	65	34.38	3.16	0.00
195	10.36	60840	63	38.51	3.18	0.00
200	10.55	60940	63	38.79	3.16	0.00
202	10.49	60889	63	38.68	3.16	0.00
199	10.55	60904	64	38.86	3.17	0.00
200	10.52	61133	64	38.99	3.16	0.00
201	10.46	61130	63	39.10	3.17	0.00
196	10.42	61163	62	39.25	3.19	0.00
201	10.43	61133	63	39.22	3.18	0.00
199	10.61	61412	63	39.33	3.17	0.00
201	10.53	61086	64	38.97	3.17	0.00
196	10.35	60940	63	38.86	3.16	0.00
203	10.56	61234	63	38.99	3.17	0.00
195	10.48	60893	63	38.84	3.16	0.00
198	10.60	61044	63	38.83	3.18	0.00
200	10.65	61623	64	39.06	3.15	0.00
202	10.60	61441	63	39.20	3.18	0.00
198	10.38	60707	64	38.81	3.19	0.00
199	10.41	61146	65	38.95	3.18	0.00
198	10.25	60592	64	38.80	3.20	0.00
199	10.46	60631	64	38.79	3.19	0.00
220	11.57	66441	65	40.12	3.17	0.00
264	13.93	80796	64	44.41	3.20	0.00
264	13.62	80790	65	44.27	3.19	0.00
261	13.62	80535	65	44.33	3.17	0.00
261	13.60	80915	64	44.10	3.18	0.00
267	13.74	80852	64	44.72	3.20	0.00
259	13.62	80826	64	44.47	3.18	0.00
263	13.75	80975	64	44.24	3.20	0.00
264	13.91	80604	65	43.82	3.15	0.00
261	13.65	80796	65	44.03	3.18	0.00
261	13.79	80860	64	44.39	3.19	0.00
258	13.82	80943	64	44.49	3.19	0.00
264	13.76	80596	65	44.42	3.18	0.00
264	13.63	81071	63	44.58	3.18	0.00
263	14.00	80566	65	44.13	3.18	0.00
326	16.71	98678	64	49.01	3.18	0.00
329	16.87	100653	64	50.08	3.19	0.00
327	16.94	100646	65	49.88	3.17	0.00
322	16.82	100806	64	50.01	3.17	0.00
329	16.92	100639	65	50.11	3.19	0.00
323	16.86	100774	64	49.85	3.17	0.00
330	17.03	100703	65	49.64	3.18	0.00
330	17.22	100795	65	49.41	3.16	0.00
326	16.91	100436	66	49.66	3.19	0.00
327	16.99	100811	65	49.98	3.17	0.00
336	17.24	100914	64	49.64	3.19	0.00
318	16.93	100124	64	49.68	3.19	0.00
324	16.86	100615	65	49.70	3.18	0.00
323	16.90	100547	66	50.01	3.17	0.00
337	17.27	100866	65	49.54	3.15	0.00
345	17.41	100807	65	49.24	3.19	0.00
335	17.30	100611	65	49.93	3.17	0.00
324	16.77	100675	65	49.85	3.18	0.00
321	16.75	100627	65	49.70	3.17	0.00
329	16.84	100473	65	49.49	3.18	0.00
330	16.92	101209	66	50.22	3.19	0.00
332	17.07	100605	66	50.20	3.18	0.00
387	19.75	119079	65	54.57	3.16	0.00
400	20.09	120896	66	54.82	3.20	0.00
390	20.16	120622	66	54.79	3.18	0.00
397	20.42	120939	65	54.79	3.19	0.00
392	20.01	120513	65	55.59	3.16	0.00
402	20.60	121611	65	55.97	3.22	0.00
399	20.11	120686	66	55.28	3.20	0.00
388	19.95	120707	65	55.33	3.20	0.00
392	19.92	121154	66	55.77	3.20	0.00
390	20.08	121192	67	55.68	3.19	0.00
402	20.26	120537	66	54.92	3.19	0.00
394	20.08	120897	65	55.11	3.19	0.00
401	20.03	120462	65	55.36	3.20	0.00
395	20.01	121187	65	55.75	3.20	0.00
385	19.69	120189	67	55.56	3.18	0.00
403	20.22	121120	66	55.47	3.20	0.00
390	19.84	120626	65	55.09	3.19	0.00
401	20.11	120716	66	55.20	3.18	0.00
387	19.71	120335	67	55.58	3.16	0.00
396	19.81	120822	68	55.66	3.16	0.00
396	20.00	121006	66	55.32	3.15	0.00
393	20.09	120914	66	55.23	3.17	0.00
389	19.83	120173	66	55.43	3.18	0.00
394	20.45	121207	65	55.91	3.20	0.00
396	20.06	120490	67	55.55	3.14	0.00
391	19.89	120670	66	55.43	3.17	0.00
400	20.12	120848	66	55.01	3.19	0.00
392	19.78	120868	67	55.67	3.17	0.00
392	19.96	121131	67	55.20	3.20	0.00
400	20.04	120856	67	55.14	3.20	0.00
389	20.12	121070	67	55.90	3.22	0.00
397	20.01	120503	67	55.34	3.21	0.00
394	20.22	121036	67	55.37	3.18	0.00
392	20.03	121019	66	55.68	3.19	0.00
402	20.44	120452	67	55.98	3.22	0.00
389	20.01	120576	67	55.51	3.19	0.00
396	20.21	120711	67	55.05	3.20	0.00
402	20.23	120635	66	55.31	3.19	0.00
396	19.97	120617	67	55.50	3.21	0.00
398	20.09	120878	67	55.59	3.19	0.00
414	20.54	120792	67	54.46	3.20	0.00
400	20.09	120745	67	55.91	3.19	0.00
398	20.05	121291	67	55.33	3.21	0.00
393	20.05	120573	67	55.17	3.22	0.00
387	19.71	120029	67	55.98	3.17	0.00
393	19.86	120141	67	55.39	3.18	0.00
392	19.80	120080	67	55.39	3.18	0.00
400	20.01	120640	67	55.63	3.17	0.00
387	19.83	120805	67	55.44	3.19	0.00
403	20.32	120801	67	55.64	3.18	0.00
383	19.69	120627	67	55.66	3.20	0.00
399	20.08	120621	68	55.58	3.20	0.00
399	19.94	120940	67	55.71	3.20	0.00
392	19.86	121001	67	55.55	3.20	0.00
396	19.85	120268	68	55.85	3.18	0.00
395	20.20	121208	68	55.72	3.21	0.00
396	20.09	120851	68	55.62	3.22	0.00
396	20.09	120945	68	56.10	3.20	0.00
394	19.84	120607	67	55.31	3.22	0.00
392	19.82	120593	67	55.94	3.23	0.00
391	20.15	121184	68	55.35	3.20	0.00
400	20.21	121050	67	55.63	3.23	0.00
392	19.84	120530	67	55.63	3.21	0.00
396	20.12	121037	68	55.64	3.22	0.00
391	19.78	120215	67	55.93	3.21	0.00
396	19.98	121186	67	55.99	3.19	0.00
392	20.03	120895	68	55.61	3.21	0.00
393	19.98	120775	68	56.14	3.22	0.00
409	20.41	121342	68	55.64	3.21	0.00
397	20.02	120227	67	55.91	3.20	0.00
