Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1222	60	14.01	1.49	0.00
3	0.28	813	59	12.26	1.32	0.00
5	0.38	1080	59	13.08	1.43	0.00
4	0.30	1445	59	14.66	1.59	0.00
3	0.28	805	60	12.44	1.34	0.00
7	0.47	1171	60	14.39	1.57	0.00
61	3.44	19234	60	26.84	2.95	0.00
67	3.75	21064	60	28.42	3.13	0.00
67	3.82	21756	61	28.79	3.13	0.00
67	3.76	21163	61	28.48	3.13	0.00
68	3.68	21271	61	28.75	3.14	0.00
67	3.71	21073	62	28.37	3.11	0.00
68	3.71	21360	61	28.57	3.11	0.00
67	3.70	20860	61	28.39	3.14	0.00
67	3.71	21183	62	28.83	3.14	0.00
68	3.69	21271	62	28.87	3.13	0.00
67	3.75	20868	62	28.37	3.13	0.00
68	3.77	21498	61	28.66	3.14	0.00
67	3.80	21284	62	28.66	3.13	0.00
68	3.68	21203	61	28.67	3.13	0.00
67	3.75	21261	62	28.67	3.14	0.00
67	3.72	21300	62	28.55	3.13	0.00
67	3.73	21125	62	28.64	3.14	0.00
67	3.73	21118	63	28.60	3.16	0.00
68	3.72	21135	63	28.66	3.14	0.00
67	3.70	21034	62	28.82	3.13	0.00
68	3.69	21170	63	28.80	3.11	0.00
68	3.80	21410	62	29.01	3.11	0.00
67	3.75	21131	62	28.89	3.13	0.00
67	3.72	21145	62	28.77	3.15	0.00
67	3.80	21506	62	29.15	3.14	0.00
67	3.69	20918	62	28.67	3.11	0.00
102	5.67	31155	63	31.62	3.16	0.00
131	7.18	41331	62	33.88	3.16	0.00
131	7.13	40925	62	33.83	3.14	0.00
131	7.22	41270	63	33.88	3.17	0.00
132	7.11	40763	62	33.84	3.15	0.00
134	7.30	41346	63	34.02	3.13	0.00
132	7.25	41437	64	34.30	3.17	0.00
132	7.12	41204	63	34.06	3.17	0.00
135	7.13	41071	62	34.10	3.14	0.00
132	6.98	40882	63	33.92	3.10	0.00
131	6.96	41263	63	34.04	3.10	0.00
133	7.10	40995	63	34.25	3.13	0.00
130	6.86	41210	64	34.15	3.11	0.00
190	10.10	57785	64	39.05	3.17	0.00
194	10.46	61010	65	39.24	3.15	0.00
201	10.57	60645	64	38.98	3.18	0.00
195	10.64	61233	63	39.21	3.20	0.00
197	10.48	60869	65	39.21	3.18	0.00
197	10.59	61330	64	39.40	3.16	0.00
199	10.50	60870	63	39.62	3.15	0.00
196	10.64	61045	63	39.47	3.17	0.00
197	10.51	61140	64	39.38	3.19	0.00
245	12.93	74673	63	42.82	3.17	0.00
260	13.54	80774	63	45.10	3.18	0.00
259	13.63	80804	64	44.85	3.18	0.00
264	13.83	81095	64	44.65	3.18	0.00
263	13.84	80555	65	44.34	3.17	0.00
267	13.88	80743	65	44.23	3.18	0.00
262	13.94	81216	65	44.96	3.16	0.00
261	13.73	80410	64	44.16	3.17	0.00
259	13.88	81215	64	44.89	3.18	0.00
259	13.84	80762	65	44.40	3.19	0.00
261	13.92	81028	65	44.57	3.20	0.00
273	14.08	80831	64	44.52	3.19	0.00
263	13.92	80999	65	44.47	3.18	0.00
262	13.84	80694	65	44.25	3.16	0.00
261	13.79	81117	65	44.70	3.16	0.00
262	13.87	80810	64	44.25	3.17	0.00
269	13.90	80527	66	44.39	3.17	0.00
265	13.78	80556	66	44.48	3.16	0.00
262	13.85	80888	66	44.94	3.17	0.00
262	13.88	80738	65	44.39	3.15	0.00
261	13.86	80567	66	44.67	3.17	0.00
261	13.81	80731	66	44.71	3.17	0.00
259	13.70	80652	65	44.15	3.17	0.00
262	13.83	80671	66	44.40	3.17	0.00
270	14.17	81057	64	44.62	3.16	0.00
264	13.93	80677	64	44.42	3.14	0.00
262	13.76	80661	65	45.00	3.19	0.00
259	13.64	80359	66	44.62	3.20	0.00
266	14.16	80931	64	44.52	3.18	0.00
264	13.82	80586	65	44.40	3.17	0.00
259	13.76	80975	65	44.27	3.18	0.00
261	13.82	80679	65	44.51	3.18	0.00
257	13.79	80904	65	44.67	3.21	0.00
260	14.12	81062	66	44.58	3.17	0.00
258	13.78	80941	65	44.54	3.19	0.00
262	13.82	80838	64	44.80	3.15	0.00
260	13.86	81057	65	44.44	3.18	0.00
262	13.94	80798	64	44.46	3.18	0.00
263	14.19	80502	65	44.26	3.19	0.00
266	13.94	80804	66	44.42	3.21	0.00
262	13.77	80873	65	44.59	3.18	0.00
259	13.89	80697	66	44.89	3.18	0.00
264	13.86	80761	65	44.36	3.19	0.00
258	13.78	80862	66	44.69	3.21	0.00
263	13.90	80699	65	44.49	3.20	0.00
259	13.74	80677	65	44.52	3.19	0.00
259	13.65	80999	66	45.09	3.20	0.00
261	13.76	80771	65	44.91	3.17	0.00
275	14.27	81229	65	44.50	3.19	0.00
269	14.20	80935	65	44.28	3.18	0.00
262	13.87	81000	65	44.79	3.19	0.00
264	13.76	80666	65	44.33	3.16	0.00
266	13.94	81009	66	44.83	3.19	0.00
303	15.96	94797	65	48.96	3.19	0.00
324	16.90	100522	65	49.62	3.20	0.00
