Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1089	65	14.69	1.42	0.00
4	0.30	1356	65	15.09	1.50	0.00
4	0.30	692	65	13.67	1.31	0.00
4	0.30	1197	65	14.53	1.49	0.00
4	0.30	930	66	14.85	1.54	0.00
4	0.33	1054	65	14.37	1.45	0.00
4	0.31	1147	65	14.33	1.42	0.00
3	0.29	1030	65	14.15	1.42	0.00
4	0.30	1007	65	14.12	1.45	0.00
69	3.38	21664	66	27.18	2.69	0.00
92	4.60	31438	65	32.77	3.17	0.00
93	4.59	31226	68	32.43	3.17	0.00
95	4.55	30989	66	32.75	3.18	0.00
95	4.56	31155	68	33.77	3.17	0.00
90	4.60	30897	66	35.04	3.16	0.00
96	4.61	31449	65	32.92	3.20	0.00
90	4.81	30786	66	31.54	3.16	0.00
96	4.67	31054	65	32.48	3.19	0.00
93	4.72	31248	65	32.09	3.19	0.00
94	4.54	31226	66	33.51	3.17	0.00
88	4.44	30678	67	33.95	3.17	0.00
93	4.58	31077	66	32.85	3.16	0.00
154	7.59	53493	66	41.36	3.20	0.00
178	8.45	60271	66	41.55	3.18	0.00
181	8.52	60214	66	41.65	3.19	0.00
180	8.53	60612	67	42.17	3.20	0.00
173	8.43	60437	67	43.32	3.18	0.00
174	8.14	60392	66	44.52	3.16	0.00
177	8.82	60385	65	40.03	3.17	0.00
179	8.59	60981	66	40.94	3.17	0.00
179	8.82	60326	65	39.87	3.19	0.00
186	8.81	60808	66	39.96	3.15	0.00
168	8.12	60652	66	46.75	3.18	0.00
186	8.86	60715	67	40.05	3.17	0.00
207	9.65	71441	67	49.80	3.20	0.00
277	13.07	90121	67	46.13	3.19	0.00
276	13.08	90428	67	46.06	3.18	0.00
276	12.90	89547	66	46.31	3.19	0.00
276	12.99	89430	67	45.77	3.18	0.00
271	12.60	90314	67	48.23	3.18	0.00
245	12.04	89978	67	53.63	3.19	0.00
265	12.91	90864	67	47.31	3.21	0.00
278	12.92	91652	67	47.09	3.17	0.00
262	12.50	89759	66	50.09	3.19	0.00
277	13.15	91089	66	46.17	3.21	0.00
323	15.13	110212	68	56.64	3.22	0.00
322	15.42	120653	67	66.23	3.21	0.00
345	16.38	123030	68	59.78	3.23	0.00
348	16.52	120046	68	56.37	3.17	0.00
357	16.96	120025	66	54.51	3.18	0.00
355	16.75	119924	68	56.20	3.21	0.00
355	16.71	122311	67	55.37	3.21	0.00
366	17.43	121467	68	52.76	3.18	0.00
367	17.20	121344	67	53.42	3.21	0.00
355	16.65	119384	68	55.46	3.19	0.00
348	16.56	121123	67	57.39	3.20	0.00
399	18.92	143698	67	68.71	3.20	0.00
462	21.38	153133	68	59.69	3.23	0.00
460	21.49	150886	66	59.37	3.22	0.00
473	21.48	153094	66	60.04	3.22	0.00
460	21.37	150451	68	59.11	3.22	0.00
460	21.69	151127	68	59.13	3.23	0.00
461	21.21	150253	67	59.55	3.24	0.00
457	21.33	150575	67	59.60	3.24	0.00
450	21.23	150081	67	62.50	3.22	0.00
424	19.85	152688	67	67.95	3.21	0.00
461	21.34	152127	68	59.92	3.23	0.00
486	22.60	160116	68	61.46	3.20	0.00
550	25.32	183261	68	66.30	3.23	0.00
562	25.65	183677	67	66.22	3.22	0.00
562	25.82	184939	68	66.24	3.19	0.00
563	26.01	186416	67	65.73	3.31	0.00
566	25.85	183127	67	66.64	3.36	0.00
575	26.20	188236	67	66.89	3.35	0.00
564	25.84	184259	67	66.36	3.27	0.00
564	25.41	184762	68	67.46	3.37	0.00
554	25.22	186149	67	68.36	3.42	0.00
563	25.82	188213	67	75.25	3.47	0.00
660	29.73	214706	68	74.11	3.55	0.00
638	29.12	215261	67	77.55	3.35	0.00
668	30.10	218621	68	72.87	3.34	0.00
640	29.26	217529	68	78.94	3.36	0.00
664	29.97	217678	67	72.92	3.42	0.00
661	30.08	215642	68	72.74	3.33	0.00
678	30.67	219025	68	72.54	3.50	0.00
660	29.96	215151	68	72.56	3.37	0.00
666	30.02	216821	67	73.26	3.33	0.00
666	30.30	215707	67	73.00	3.35	0.00
792	35.33	248238	67	77.94	3.57	0.00
785	35.11	248724	68	78.31	3.50	0.00
783	34.74	249138	68	79.13	3.59	0.00
775	34.65	249790	67	78.69	3.57	0.00
781	34.89	250158	68	79.05	3.54	0.00
785	35.07	246550	68	78.65	3.61	0.00
790	35.29	248223	68	78.55	3.73	0.00
792	35.17	253267	69	79.46	3.66	0.00
