Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.32	1300	62	14.34	1.49	0.00
4	0.30	1196	61	13.29	1.36	0.00
3	0.29	982	61	13.60	1.44	0.00
4	0.29	1041	62	13.16	1.41	0.00
4	0.30	1010	62	13.29	1.45	0.00
4	0.30	857	62	13.63	1.44	0.00
4	0.31	1230	61	13.36	1.42	0.00
4	0.31	1020	61	12.97	1.38	0.00
4	0.30	1006	62	13.22	1.41	0.00
4	0.30	1136	62	13.61	1.45	0.00
4	0.33	1388	62	14.33	1.51	0.00
18	1.24	4737	62	17.67	1.98	0.00
37	2.66	12770	62	26.55	3.13	0.00
36	2.63	12763	62	26.64	3.14	0.00
36	2.63	12524	63	26.47	3.14	0.00
36	2.64	12749	63	27.17	3.15	0.00
34	2.70	12527	62	27.15	3.11	0.00
36	2.66	12739	63	27.18	3.12	0.00
36	2.66	12760	62	27.05	3.16	0.00
35	2.71	12979	63	27.39	3.13	0.00
37	2.69	12864	63	27.25	3.11	0.00
36	2.69	12743	62	27.14	3.11	0.00
36	2.71	13096	63	27.46	3.12	0.00
37	2.65	12500	64	26.65	3.14	0.00
70	4.78	22495	62	29.38	3.13	0.00
70	5.03	24053	64	29.98	3.16	0.00
69	5.07	24213	63	30.03	3.15	0.00
70	4.99	24164	63	30.22	3.17	0.00
70	5.04	24278	63	30.18	3.14	0.00
69	5.07	24211	63	30.23	3.15	0.00
95	6.51	30287	62	32.24	3.15	0.00
103	7.43	36079	64	33.84	3.14	0.00
104	7.42	35695	64	33.76	3.15	0.00
112	7.51	35797	62	33.60	3.17	0.00
138	9.19	42165	63	35.43	3.17	0.00
148	10.13	47061	63	36.46	3.15	0.00
147	9.85	47469	63	36.78	3.14	0.00
148	10.03	47504	64	36.95	3.15	0.00
149	9.83	47003	63	36.70	3.15	0.00
148	9.77	46923	64	36.66	3.14	0.00
143	9.82	47435	64	37.24	3.13	0.00
150	9.93	46962	64	36.35	3.15	0.00
153	9.87	47280	64	37.17	3.11	0.00
158	9.95	47190	63	36.70	3.13	0.00
154	9.89	47718	64	36.90	3.13	0.00
138	9.74	47022	63	37.16	3.15	0.00
140	9.78	47215	65	37.01	3.15	0.00
141	9.81	47225	65	37.01	3.13	0.00
149	9.91	47216	64	36.54	3.14	0.00
143	9.68	47567	64	37.45	3.14	0.00
144	9.89	46961	64	37.18	3.13	0.00
148	9.89	49042	65	37.24	3.16	0.00
137	9.80	47135	64	37.23	3.14	0.00
140	9.87	47367	64	37.08	3.16	0.00
140	9.74	47213	65	37.35	3.17	0.00
144	9.73	47384	64	36.89	3.15	0.00
144	9.90	47135	64	37.40	3.16	0.00
141	9.83	47357	64	37.31	3.17	0.00
140	9.71	47011	65	37.58	3.16	0.00
142	9.84	47421	65	37.39	3.17	0.00
148	9.78	47068	63	36.97	3.15	0.00
145	9.78	47202	65	37.27	3.16	0.00
149	9.87	47193	64	37.10	3.18	0.00
137	9.78	47111	65	37.26	3.16	0.00
143	9.69	47596	64	37.28	3.14	0.00
154	10.03	47115	64	36.84	3.15	0.00
141	9.75	47284	63	37.44	3.13	0.00
151	9.94	47238	64	37.37	3.16	0.00
140	9.65	47107	64	37.40	3.16	0.00
150	9.87	47270	64	37.16	3.14	0.00
149	10.03	47104	64	36.48	3.15	0.00
152	10.10	47368	63	36.76	3.15	0.00
148	9.84	47375	63	37.34	3.15	0.00
147	9.71	47084	63	37.02	3.17	0.00
145	9.95	47324	65	37.24	3.15	0.00
142	9.75	46708	64	37.45	3.17	0.00
146	9.85	47250	63	37.29	3.17	0.00
147	9.96	47511	64	37.52	3.17	0.00
149	9.94	47214	64	36.89	3.13	0.00
145	9.82	47434	63	37.50	3.15	0.00
145	9.81	47900	63	37.36	3.19	0.00
143	9.77	47039	63	37.33	3.16	0.00
145	9.82	47547	64	37.58	3.15	0.00
142	9.79	47272	64	37.86	3.17	0.00
147	10.01	47271	64	37.48	3.18	0.00
139	9.74	47193	64	37.66	3.15	0.00
147	9.95	47368	62	37.46	3.18	0.00
140	9.84	47315	63	37.32	3.19	0.00
145	9.83	47249	64	37.19	3.15	0.00
154	10.27	47390	63	37.19	3.15	0.00
142	9.86	47167	63	37.31	3.17	0.00
141	9.78	47465	64	37.46	3.17	0.00
140	9.76	47627	65	37.62	3.19	0.00
146	9.79	47333	64	37.36	3.15	0.00
147	10.02	47281	63	37.50	3.18	0.00
144	9.88	47043	63	37.57	3.16	0.00
144	9.83	47185	64	37.33	3.17	0.00
140	9.67	47315	64	37.64	3.18	0.00
148	9.93	47531	64	37.74	3.15	0.00
144	9.87	47219	64	37.60	3.17	0.00
141	9.70	47559	63	37.83	3.16	0.00
141	9.76	47273	64	37.76	3.16	0.00
147	9.89	47534	64	37.38	3.17	0.00
141	9.76	47246	64	37.49	3.17	0.00
140	9.98	47677	63	37.68	3.17	0.00
140	9.59	46806	64	37.16	3.17	0.00
147	10.13	47532	64	37.42	3.17	0.00
148	10.04	47248	65	37.13	3.15	0.00
139	9.65	46935	65	37.21	3.18	0.00
138	9.75	47446	63	37.66	3.17	0.00
140	9.78	47163	63	37.37	3.18	0.00
139	9.71	47182	64	37.53	3.19	0.00
140	9.75	47349	63	37.43	3.15	0.00
144	9.77	47392	64	37.25	3.18	0.00
139	9.74	47199	63	37.39	3.17	0.00
139	9.88	47168	63	37.48	3.16	0.00
139	9.73	47426	65	37.43	3.17	0.00
143	9.80	47224	65	37.51	3.17	0.00
140	9.83	47408	64	37.56	3.18	0.00
150	9.97	47255	65	37.16	3.17	0.00
143	9.69	47281	64	37.12	3.19	0.00
145	9.86	47343	64	37.15	3.16	0.00
153	10.23	47309	65	36.58	3.18	0.00
153	10.17	46883	65	36.43	3.19	0.00
149	10.22	47337	65	37.26	3.18	0.00
143	9.80	47256	65	37.55	3.17	0.00
140	9.84	46927	64	37.25	3.17	0.00
142	9.78	47331	65	37.54	3.17	0.00
144	9.86	47110	64	37.02	3.17	0.00
139	9.75	47338	64	37.34	3.18	0.00
142	9.75	46945	65	37.29	3.17	0.00
141	9.67	47275	66	37.34	3.17	0.00
145	9.98	47289	64	37.28	3.15	0.00
147	10.03	47189	65	37.56	3.14	0.00
149	10.07	47660	64	37.21	3.18	0.00
148	9.95	46864	64	37.26	3.18	0.00
143	9.73	47184	64	37.45	3.15	0.00
147	9.80	47476	64	37.33	3.18	0.00
144	9.85	47209	64	37.04	3.19	0.00
144	10.04	47644	65	37.70	3.19	0.00
145	9.95	47528	66	37.42	3.20	0.00
137	9.71	47356	64	37.63	3.15	0.00
141	9.92	47240	65	37.09	3.16	0.00
138	9.69	47336	64	37.68	3.19	0.00
145	9.87	46922	65	37.25	3.17	0.00
144	9.89	47437	65	37.35	3.16	0.00
145	9.89	47348	64	37.19	3.16	0.00
144	9.91	47274	64	37.32	3.16	0.00
143	9.77	47086	64	37.43	3.15	0.00
142	9.71	47499	64	37.10	3.19	0.00
149	10.03	47010	65	36.95	3.17	0.00
143	9.87	47069	64	37.38	3.15	0.00
151	10.18	47117	66	36.75	3.18	0.00
143	9.71	46951	65	36.74	3.19	0.00
156	10.14	47441	66	36.99	3.18	0.00
146	9.88	47103	63	36.94	3.16	0.00
143	9.81	46840	64	37.40	3.17	0.00
141	9.70	47324	65	37.41	3.18	0.00
141	9.76	47383	64	37.35	3.17	0.00
138	9.73	47109	65	37.57	3.20	0.00
150	9.96	47497	65	36.99	3.17	0.00
144	9.81	47451	64	37.23	3.18	0.00
141	9.78	46990	65	37.15	3.19	0.00
139	9.70	47291	66	37.63	3.18	0.00
147	9.78	47186	65	37.16	3.17	0.00
148	10.14	47126	64	37.11	3.17	0.00
149	10.03	47298	64	37.10	3.17	0.00
137	9.68	47261	64	37.69	3.15	0.00
150	10.08	46871	65	37.05	3.14	0.00
145	9.92	47577	64	37.31	3.16	0.00
141	9.73	47181	64	37.53	3.17	0.00
151	10.11	47451	65	37.03	3.18	0.00
155	10.13	47151	65	36.72	3.12	0.00
147	9.93	47142	66	37.02	3.13	0.00
144	9.73	47650	66	37.27	3.16	0.00
142	9.70	46890	65	37.38	3.16	0.00
143	9.87	47511	65	37.32	3.17	0.00
143	9.89	47119	65	37.37	3.16	0.00
142	9.72	47091	65	37.45	3.14	0.00
146	9.94	47438	66	37.21	3.17	0.00
150	9.82	47080	65	36.70	3.18	0.00
145	9.81	47361	65	37.36	3.18	0.00
152	10.05	47124	64	37.02	3.21	0.00
141	9.97	47443	65	37.76	3.17	0.00
147	9.80	46957	64	37.46	3.18	0.00
146	9.83	47656	66	37.69	3.19	0.00
145	9.77	47152	65	37.63	3.20	0.00
157	10.30	47033	64	37.21	3.17	0.00
151	10.21	47009	65	37.24	3.18	0.00
142	9.92	47454	65	37.76	3.18	0.00
150	10.01	47154	65	37.45	3.17	0.00
144	9.90	47436	64	37.81	3.17	0.00
152	10.01	47351	65	37.30	3.18	0.00
148	9.96	47050	65	37.45	3.19	0.00
147	9.85	47707	65	37.85	3.19	0.00
152	10.21	47467	64	37.50	3.16	0.00
149	10.12	47585	65	38.03	3.18	0.00
151	10.03	47173	64	37.41	3.19	0.00
147	9.91	47568	65	37.71	3.19	0.00
143	9.73	47127	66	37.69	3.19	0.00
148	9.96	47147	65	37.58	3.21	0.00
146	10.05	47841	66	38.07	3.24	0.00
159	10.24	47013	65	37.09	3.16	0.00
148	10.05	47374	64	37.79	3.15	0.00
149	10.14	47252	64	37.30	3.18	0.00
149	9.93	47233	64	37.44	3.17	0.00
145	9.80	47196	65	37.58	3.17	0.00
143	9.72	47158	65	37.78	3.17	0.00
149	9.96	47428	65	37.50	3.17	0.00
145	9.84	47523	64	37.89	3.17	0.00
148	9.90	47226	64	37.40	3.18	0.00
150	10.08	47322	65	37.55	3.16	0.00
147	9.89	47252	65	37.98	3.17	0.00
146	9.80	47305	65	37.85	3.17	0.00
145	9.87	47059	65	37.64	3.18	0.00
142	9.84	47106	65	37.61	3.16	0.00
147	9.89	47585	64	37.60	3.19	0.00
140	9.65	47124	64	37.36	3.18	0.00
123	8.53	41254	64	35.55	3.17	0.00
111	7.61	35996	63	34.13	3.17	0.00
107	7.45	35681	64	34.60	3.18	0.00
109	7.47	35902	64	34.32	3.17	0.00
81	5.55	26730	65	31.68	3.11	0.00
71	4.94	24215	64	31.01	3.12	0.00
73	5.06	24283	64	31.06	3.14	0.00
76	5.19	24422	65	31.05	3.15	0.00
75	5.19	24380	64	31.13	3.13	0.00
43	3.19	15192	64	28.57	3.12	0.00
37	2.70	12871	64	27.64	3.12	0.00
37	2.68	12717	64	27.65	3.11	0.00
37	2.64	12800	63	27.49	3.13	0.00
37	2.67	12868	64	27.90	3.12	0.00
36	2.67	12721	63	27.45	3.14	0.00
36	2.64	12459	64	27.38	3.12	0.00
37	2.69	12817	64	27.78	3.15	0.00
37	2.67	12526	64	27.30	3.13	0.00
37	2.64	12798	64	27.42	3.14	0.00
34	2.52	12172	63	26.67	3.00	0.00
4	0.30	935	63	14.32	1.44	0.00
4	0.31	1319	62	14.70	1.48	0.00
4	0.33	882	62	14.70	1.59	0.00
