Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1028	63	13.14	1.35	0.00
3	0.29	1218	63	14.00	1.57	0.00
4	0.30	1001	62	13.59	1.46	0.00
4	0.32	1387	62	14.35	1.55	0.00
4	0.30	1137	62	13.43	1.48	0.00
3	0.28	936	62	12.74	1.30	0.00
3	0.29	1002	63	13.38	1.46	0.00
4	0.31	824	62	12.55	1.32	0.00
4	0.30	868	62	13.30	1.45	0.00
4	0.31	1162	62	14.01	1.54	0.00
7	0.53	1355	62	15.38	1.67	0.00
113	5.01	4353	64	38.91	2.89	0.00
123	5.49	2393	64	36.49	3.01	0.00
116	5.24	1912	64	33.79	2.71	0.00
109	4.69	5740	65	42.78	2.88	0.00
103	4.30	2760	64	38.80	2.63	0.00
103	4.47	3788	64	40.95	2.63	0.00
116	4.90	2173	65	40.14	2.69	0.00
122	5.78	3910	64	40.95	3.11	0.00
133	6.28	4045	65	43.66	3.18	0.00
117	5.19	4459	65	39.48	2.94	0.00
97	6.03	2728	64	33.61	3.03	0.00
131	5.85	3675	65	40.33	2.97	0.00
106	5.41	7143	64	37.56	3.01	0.00
125	6.22	3144	65	41.63	3.14	0.00
179	8.85	6885	65	43.83	3.14	0.00
203	9.77	33383	65	52.64	3.18	0.00
218	9.18	3223	66	53.64	3.13	0.00
225	10.95	14614	65	44.52	3.18	0.00
225	10.54	21467	65	44.40	3.11	0.00
230	10.40	5879	66	42.89	2.97	0.00
225	9.46	2855	65	48.96	3.15	0.00
210	9.17	2991	65	50.31	2.93	0.00
218	9.04	5926	65	53.43	3.00	0.00
234	10.41	3738	66	52.22	3.12	0.00
222	10.44	22939	65	46.19	3.13	0.00
228	9.86	6291	66	50.52	2.94	0.00
225	10.42	22115	65	48.57	3.27	0.00
234	10.33	3016	65	44.83	3.09	0.00
238	10.37	2394	65	44.73	3.09	0.00
213	9.24	3760	65	47.37	3.07	0.00
218	9.84	2833	65	47.65	3.00	0.00
249	10.64	3371	67	56.07	3.20	0.00
233	10.07	3987	66	53.82	3.16	0.00
225	9.50	8029	66	51.62	2.88	0.00
