Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
140	5.81	7988	65	46.07	3.01	0.00
124	5.45	3988	66	44.22	2.90	0.00
150	6.02	4278	66	48.91	3.23	0.00
134	5.41	2897	65	46.70	2.98	0.00
150	6.28	3213	65	50.66	3.33	0.00
137	6.16	7692	64	43.66	3.17	0.00
134	6.10	5245	65	37.26	3.14	0.00
153	6.38	2424	64	43.70	3.20	0.00
151	6.48	2898	65	46.49	3.23	0.00
132	5.09	3549	64	46.18	2.90	0.00
126	5.17	4365	66	45.76	2.87	0.00
145	6.24	1907	65	44.21	3.19	0.00
142	6.18	2841	66	40.60	3.15	0.00
126	5.39	3240	65	45.70	3.04	0.00
128	5.45	5849	66	43.70	2.94	0.00
121	4.94	2968	67	44.15	2.81	0.00
130	5.55	3342	67	47.72	3.07	0.00
139	6.01	2062	66	42.20	3.07	0.00
124	6.19	2658	65	42.34	3.18	0.00
150	6.50	3876	67	46.36	3.29	0.00
174	6.57	2533	67	54.50	3.32	0.00
138	5.65	3137	66	49.20	3.23	0.00
149	6.31	4316	66	48.34	3.28	0.00
138	5.69	3568	66	46.88	3.06	0.00
154	6.27	4460	68	48.88	3.24	0.00
144	6.05	4064	65	47.50	3.15	0.00
134	5.88	3199	66	45.36	3.14	0.00
142	6.29	3845	66	39.35	3.29	0.00
148	6.56	4127	66	39.29	3.15	0.00
135	5.46	5386	65	42.49	3.00	0.00
144	6.25	10942	65	46.04	3.15	0.00
130	6.49	5045	65	38.68	3.22	0.00
151	6.52	5541	66	44.59	3.16	0.00
115	6.43	3152	65	34.37	3.20	0.00
138	6.45	10980	65	38.53	3.30	0.00
129	6.24	18764	66	38.83	3.19	0.00
114	6.28	3383	66	40.51	3.17	0.00
157	6.54	8176	65	47.92	3.24	0.00
156	6.53	4878	66	49.93	3.48	0.00
167	6.60	3008	65	52.40	3.25	0.00
104	5.92	3211	64	34.87	2.99	0.00
145	6.61	2639	65	38.22	3.21	0.00
158	6.51	3012	65	47.62	3.28	0.00
146	6.54	4386	65	41.49	3.19	0.00
156	6.29	4147	65	49.13	3.18	0.00
138	6.03	2940	65	39.20	3.12	0.00
130	5.20	6058	67	46.46	2.90	0.00
125	5.16	4086	66	45.45	2.93	0.00
101	5.95	2311	66	36.93	3.03	0.00
138	6.54	3341	66	37.95	3.25	0.00
148	6.43	9030	66	43.23	3.31	0.00
137	6.59	4040	65	41.73	3.25	0.00
164	6.53	3081	65	50.62	3.27	0.00
145	5.99	3458	66	47.54	3.27	0.00
124	6.28	3284	65	37.29	3.11	0.00
156	6.56	4078	66	50.48	3.43	0.00
154	6.57	3839	67	44.08	3.32	0.00
138	5.81	5321	67	48.08	3.13	0.00
143	5.93	5320	66	50.71	3.34	0.00
144	6.17	3320	67	50.21	3.30	0.00
130	5.80	9668	66	45.53	3.18	0.00
149	6.57	4896	67	42.24	3.34	0.00
136	5.64	5055	68	46.39	3.10	0.00
128	5.56	2838	66	45.05	3.03	0.00
144	6.03	3365	67	44.34	3.18	0.00
144	5.90	3784	67	48.66	3.07	0.00
121	5.35	16161	67	47.01	3.02	0.00
126	5.06	6559	67	46.79	2.90	0.00
148	6.39	4818	67	47.49	3.31	0.00
132	6.13	15895	66	40.90	3.16	0.00
138	5.98	10745	67	43.07	3.20	0.00
135	5.21	4717	67	48.22	2.97	0.00
130	5.98	24224	67	50.51	3.32	0.00
122	5.10	4145	67	45.71	2.97	0.00
117	4.94	4029	68	44.51	2.86	0.00
126	5.12	3210	67	47.54	3.05	0.00
142	6.31	2282	67	41.18	3.12	0.00
136	6.22	5017	67	37.48	3.15	0.00
149	6.54	6192	68	40.78	3.35	0.00
142	6.47	10902	67	42.20	3.34	0.00
141	5.96	3014	67	43.66	3.09	0.00
148	6.01	3617	67	51.24	3.38	0.00
135	5.53	2846	67	48.44	3.09	0.00
150	6.68	2328	66	39.60	3.21	0.00
136	5.71	3264	68	45.55	3.20	0.00
134	6.31	23242	67	43.16	3.26	0.00
130	5.80	4960	68	42.88	3.04	0.00
133	6.28	19063	67	41.25	3.22	0.00
142	5.71	4573	67	46.07	3.19	0.00
119	4.89	2827	67	43.72	2.81	0.00
125	5.03	2701	67	45.09	2.81	0.00
132	5.48	4083	68	48.35	3.09	0.00
118	4.92	2648	67	44.66	2.87	0.00
133	5.54	4826	67	47.52	3.03	0.00
145	6.46	3987	67	39.91	3.29	0.00
116	5.73	20657	67	35.37	3.11	0.00
145	5.92	3318	68	49.15	3.13	0.00
137	6.00	3569	67	38.95	3.12	0.00
145	6.06	3200	67	43.70	3.15	0.00
151	6.42	5654	67	51.30	3.35	0.00
141	6.03	3444	67	44.07	3.11	0.00
138	5.98	4468	68	45.64	3.17	0.00
137	5.85	5134	68	46.69	3.21	0.00
128	5.42	2970	67	46.32	3.01	0.00
136	6.20	5450	68	39.50	3.19	0.00
143	5.94	4414	67	44.17	3.12	0.00
135	5.07	3848	67	46.41	2.75	0.00
140	5.30	3261	67	49.60	3.09	0.00
131	5.18	3038	68	46.11	2.84	0.00
148	6.45	4101	67	43.73	3.23	0.00
133	5.72	3839	67	44.72	3.07	0.00
133	5.27	3545	68	44.51	2.97	0.00
138	5.26	4009	67	46.91	2.88	0.00
138	5.27	2574	68	49.16	3.17	0.00
134	5.74	8092	67	45.41	2.99	0.00
155	6.49	4894	67	48.32	3.36	0.00
141	6.01	3700	68	47.97	3.12	0.00
133	5.56	4395	67	48.17	3.30	0.00
152	6.59	3243	67	41.70	3.33	0.00
138	5.30	3442	67	47.30	2.97	0.00
132	5.19	10355	67	48.13	2.91	0.00
127	5.20	4430	68	46.58	3.00	0.00
132	5.46	3382	67	46.61	2.90	0.00
131	5.66	2255	67	42.95	3.03	0.00
139	6.14	2508	66	39.00	3.20	0.00
150	6.60	3024	67	41.10	3.30	0.00
139	6.16	6222	68	46.29	3.19	0.00
136	5.65	2613	67	43.13	2.97	0.00
110	5.89	3383	67	39.02	3.05	0.00
151	6.50	3094	67	49.91	3.38	0.00
150	6.57	5429	67	45.23	3.20	0.00
151	6.50	4063	68	42.23	3.37	0.00
153	6.53	4964	67	47.34	3.31	0.00
141	5.94	2689	67	44.86	3.07	0.00
133	4.94	2068	67	46.43	2.84	0.00
140	5.46	3811	67	48.64	3.15	0.00
148	5.89	2433	68	49.83	3.10	0.00
137	5.70	4740	67	48.09	3.17	0.00
126	5.26	3285	67	45.91	2.99	0.00
139	6.08	2343	67	42.79	3.06	0.00
142	6.11	3241	68	42.09	3.24	0.00
134	5.35	4670	66	47.50	2.96	0.00
146	6.02	3079	68	49.48	3.14	0.00
111	5.94	2592	67	35.48	3.10	0.00
