Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
3	0.29	1052	61	13.19	1.41	0.00
3	0.27	1014	61	12.90	1.37	0.00
9	0.60	1451	62	14.38	1.54	0.00
102	4.83	1878	62	31.21	2.69	0.00
96	4.28	2571	61	31.46	2.62	0.00
98	4.08	1799	62	36.89	2.50	0.00
96	4.10	1951	62	37.62	2.55	0.00
93	4.05	2389	62	39.20	2.67	0.00
96	4.05	1834	62	37.52	2.47	0.00
98	4.13	2694	63	38.99	2.60	0.00
94	4.38	3171	63	29.67	2.49	0.00
94	4.47	2089	62	30.01	2.63	0.00
98	4.50	1987	62	30.14	2.58	0.00
99	4.39	2117	63	32.17	2.54	0.00
93	4.32	2404	62	30.13	2.49	0.00
96	4.52	1989	63	30.31	2.74	0.00
94	4.47	8475	62	34.41	2.62	0.00
97	4.50	6572	63	32.18	2.81	0.00
95	4.33	2161	62	36.67	2.72	0.00
96	4.38	1691	63	29.70	2.48	0.00
95	4.34	3250	63	32.75	2.75	0.00
86	4.91	9444	62	30.45	2.84	0.00
98	4.88	6503	63	30.74	2.72	0.00
94	4.62	10153	62	30.38	2.69	0.00
96	4.45	5037	63	31.86	2.79	0.00
96	4.54	5531	64	30.20	2.54	0.00
96	4.40	1805	63	30.36	2.52	0.00
98	4.41	2503	62	31.82	2.69	0.00
94	4.26	1593	62	29.88	2.51	0.00
101	5.10	3992	62	31.50	2.83	0.00
96	4.18	1967	64	37.63	2.60	0.00
95	4.00	2200	62	37.91	2.48	0.00
106	5.18	2059	66	41.99	2.98	0.00
84	3.73	3456	65	34.34	2.49	0.00
77	4.88	2802	62	30.55	2.73	0.00
91	4.23	3871	63	36.35	2.58	0.00
85	3.76	2772	65	39.34	2.66	0.00
83	3.73	3299	64	36.72	2.46	0.00
83	5.28	9116	64	33.33	2.92	0.00
100	4.85	2263	63	30.76	2.73	0.00
100	4.53	1813	64	32.51	2.76	0.00
91	5.70	2588	63	30.41	2.92	0.00
96	4.22	1921	63	36.30	2.58	0.00
95	4.11	2266	64	38.66	2.58	0.00
95	4.03	1832	63	38.71	2.62	0.00
103	5.37	2363	64	37.69	2.93	0.00
97	4.49	2039	65	31.47	2.69	0.00
88	3.94	2345	64	34.01	2.56	0.00
101	4.59	2147	64	31.59	2.78	0.00
94	4.21	1982	64	34.30	2.59	0.00
80	3.66	3863	65	36.99	2.44	0.00
79	3.53	3960	65	38.57	2.56	0.00
80	3.57	3838	65	37.56	2.54	0.00
82	3.66	3256	66	37.42	2.50	0.00
78	3.63	5570	64	37.46	2.60	0.00
82	3.69	3541	64	36.34	2.47	0.00
84	3.73	2912	65	36.32	2.44	0.00
84	3.72	3736	65	37.63	2.53	0.00
86	3.75	1630	66	36.44	2.49	0.00
83	3.59	1770	64	34.34	2.36	0.00
80	3.59	2514	64	36.33	2.44	0.00
89	4.19	1862	64	30.10	2.49	0.00
104	4.68	2228	65	31.83	2.63	0.00
93	4.55	8132	65	31.30	2.71	0.00
93	4.30	1405	65	28.74	2.53	0.00
96	4.41	2804	64	30.38	2.51	0.00
97	4.64	7154	64	32.52	2.83	0.00
96	4.39	3356	63	31.13	2.59	0.00
94	4.38	2575	64	30.93	2.61	0.00
94	4.34	2256	64	30.74	2.59	0.00
94	4.39	3885	63	31.20	2.72	0.00
100	4.56	2198	63	31.72	2.74	0.00
96	4.46	1849	63	31.69	2.70	0.00
97	4.47	1791	65	31.00	2.60	0.00
94	4.36	2380	65	30.31	2.57	0.00
92	4.26	1862	63	30.13	2.59	0.00
95	4.39	2225	63	31.29	2.60	0.00
92	4.21	1480	63	29.99	2.54	0.00
99	4.53	2067	62	31.14	2.63	0.00
95	4.36	2804	64	30.79	2.59	0.00
96	4.38	1688	63	30.19	2.59	0.00
100	5.06	2226	64	33.71	2.83	0.00
100	5.82	2137	63	32.22	2.99	0.00
92	4.34	1761	65	29.79	2.54	0.00
97	4.50	2978	63	31.89	2.68	0.00
96	4.43	2487	65	30.88	2.60	0.00
94	4.31	2294	63	30.08	2.56	0.00
97	4.43	2075	64	30.73	2.52	0.00
98	4.43	1555	64	31.19	2.67	0.00
95	4.65	2682	64	31.16	2.71	0.00
98	4.53	1829	65	31.42	2.64	0.00
95	4.30	2213	64	30.28	2.48	0.00
98	5.06	3389	65	31.07	2.70	0.00
95	4.46	2129	64	30.72	2.69	0.00
92	4.29	2105	65	30.28	2.47	0.00
108	5.70	3221	66	37.20	3.04	0.00
94	4.05	2856	65	37.79	2.53	0.00
96	4.49	1735	66	30.41	2.51	0.00
90	4.22	2886	65	31.45	2.66	0.00
100	4.68	3418	64	31.94	2.75	0.00
99	4.56	1618	64	31.15	2.64	0.00
98	4.47	1968	65	31.07	2.56	0.00
96	4.44	2405	65	30.71	2.62	0.00
97	4.40	2291	65	31.96	2.60	0.00
93	4.41	2642	66	30.79	2.56	0.00
91	4.46	6000	65	29.80	2.63	0.00
99	4.27	2599	66	34.73	2.52	0.00
80	3.58	1901	65	34.32	2.23	0.00
80	3.64	5960	65	36.56	2.42	0.00
86	3.67	1863	66	34.62	2.33	0.00
