Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
3	0.29	1130	64	13.97	1.57	0.00
4	0.34	948	63	12.67	1.39	0.00
3	0.29	958	63	13.61	1.49	0.00
4	0.30	1238	63	14.24	1.59	0.00
4	0.30	862	63	13.04	1.39	0.00
4	0.31	1333	63	14.54	1.64	0.00
4	0.30	1063	63	14.03	1.54	0.00
3	0.28	922	62	13.45	1.47	0.00
4	0.31	1214	63	13.75	1.51	0.00
4	0.30	1002	63	13.74	1.53	0.00
4	0.30	1160	63	14.02	1.54	0.00
43	2.18	12214	64	20.55	2.24	0.00
96	4.52	31377	63	32.48	3.20	0.00
95	4.56	31450	64	33.21	3.19	0.00
92	4.40	31006	66	35.34	3.19	0.00
85	4.60	30936	65	33.65	3.19	0.00
93	4.48	30724	65	32.41	3.18	0.00
85	4.27	30952	65	37.48	3.16	0.00
92	4.58	31059	64	32.50	3.12	0.00
90	4.64	31522	66	32.39	3.23	0.00
94	4.76	30675	64	31.38	3.18	0.00
93	4.59	30890	66	32.65	3.20	0.00
91	4.48	30949	66	33.11	3.18	0.00
97	4.58	31097	66	34.30	3.18	0.00
172	8.49	58150	65	38.10	3.17	0.00
177	8.62	60312	65	39.76	3.21	0.00
176	8.37	60320	65	42.27	3.20	0.00
182	8.84	60626	65	38.76	3.19	0.00
175	8.17	60334	65	44.22	3.19	0.00
174	8.37	60059	65	42.06	3.17	0.00
177	8.69	60873	65	39.96	3.22	0.00
178	8.64	60420	65	40.46	3.21	0.00
179	8.93	60389	66	38.48	3.18	0.00
189	8.77	60364	65	39.25	3.23	0.00
187	9.11	65886	66	46.14	3.20	0.00
258	12.54	91285	66	48.71	3.23	0.00
243	11.61	89984	66	55.15	3.22	0.00
273	13.07	90672	65	45.58	3.20	0.00
281	13.07	91637	65	45.37	3.21	0.00
269	13.07	90460	65	45.93	3.20	0.00
258	12.23	90099	66	51.74	3.21	0.00
252	12.12	90378	66	53.19	3.21	0.00
259	12.33	90052	66	51.26	3.21	0.00
256	12.21	91530	66	54.34	3.22	0.00
347	16.43	116250	65	52.09	3.19	0.00
350	16.72	122331	66	57.06	3.21	0.00
349	16.57	120198	68	55.59	3.18	0.00
345	15.97	120572	66	59.50	3.19	0.00
362	16.79	120149	66	53.64	3.17	0.00
320	15.39	121293	67	66.43	3.21	0.00
332	15.75	121813	67	64.04	3.21	0.00
357	16.76	120436	66	55.04	3.20	0.00
358	17.39	119892	66	51.48	3.20	0.00
355	16.35	121045	67	57.78	3.22	0.00
350	16.43	121861	66	57.84	3.20	0.00
461	21.43	150762	67	58.24	3.21	0.00
436	20.69	150675	67	60.71	3.22	0.00
439	20.64	150302	67	61.95	3.20	0.00
457	21.24	150639	67	59.00	3.18	0.00
450	20.75	151253	66	61.96	3.21	0.00
454	21.22	150981	67	59.04	3.20	0.00
465	21.44	152662	66	59.53	3.22	0.00
464	21.20	150774	66	59.05	3.23	0.00
449	20.81	151704	67	60.51	3.21	0.00
447	20.64	151733	68	61.34	3.21	0.00
457	21.09	152192	66	60.94	3.19	0.00
437	20.40	151089	67	63.94	3.19	0.00
427	20.03	151097	67	65.47	3.22	0.00
465	21.23	152105	66	59.49	3.20	0.00
440	20.53	151807	67	66.88	3.20	0.00
439	20.69	151548	67	63.48	3.19	0.00
456	21.31	152148	67	58.82	3.20	0.00
441	20.28	151228	68	65.34	3.22	0.00
455	21.41	152189	67	59.39	3.22	0.00
427	19.82	151572	69	69.44	3.21	0.00
437	20.12	154325	68	69.72	3.24	0.00
426	19.99	151503	67	67.51	3.22	0.00
518	23.75	169897	68	63.41	3.24	0.00
555	25.41	183956	68	66.50	3.26	0.00
562	25.71	185456	67	66.56	3.24	0.00
564	25.80	187809	67	66.51	3.26	0.00
552	25.17	186996	67	69.01	3.25	0.00
548	25.48	182798	67	66.11	3.25	0.00
551	25.42	181734	67	65.74	3.23	0.00
564	25.71	187360	67	66.58	3.27	0.00
561	25.84	183108	68	66.26	3.26	0.00
552	25.35	185123	68	66.66	3.24	0.00
553	25.48	184552	67	66.35	3.23	0.00
550	25.61	183222	67	65.73	3.26	0.00
566	25.62	183421	68	66.18	3.25	0.00
571	25.93	186593	69	66.92	3.33	0.00
516	23.95	184589	67	77.22	3.27	0.00
550	25.30	186307	67	69.38	3.26	0.00
597	26.52	188895	69	65.99	3.49	0.00
576	26.02	183951	69	66.09	3.37	0.00
563	25.64	184802	68	66.35	3.27	0.00
557	25.35	182405	68	66.37	3.25	0.00
572	25.90	188086	67	66.37	3.26	0.00
581	26.28	187229	68	67.21	3.27	0.00
662	29.85	214854	68	72.52	3.26	0.00
674	30.44	219350	69	72.33	3.33	0.00
665	30.15	217381	68	72.53	3.31	0.00
677	30.69	219171	69	71.64	3.46	0.00
645	29.74	213221	67	72.20	3.43	0.00
658	29.90	216192	68	72.81	3.35	0.00
664	30.19	217052	67	72.29	3.36	0.00
661	29.96	216794	70	73.07	3.41	0.00
635	29.33	216790	68	80.17	3.37	0.00
665	30.18	217346	68	72.71	3.29	0.00
662	30.02	215990	68	72.11	3.43	0.00
663	29.76	217136	68	75.51	3.54	0.00
690	30.77	217085	68	71.64	3.76	0.00
673	30.44	218537	69	72.52	3.56	0.00
665	30.26	215413	68	72.29	3.35	0.00
677	30.48	220168	68	73.07	3.30	0.00
781	34.95	251884	69	78.41	3.54	0.00
777	34.84	248917	68	78.46	3.54	0.00
776	34.69	247131	69	78.62	3.51	0.00
776	34.91	249387	68	78.18	3.45	0.00
776	34.67	249785	70	79.43	3.51	0.00
726	32.86	248576	70	88.50	3.48	0.00
781	34.83	250696	70	78.94	3.48	0.00
764	34.14	249855	69	79.20	3.53	0.00
782	34.90	250761	68	78.83	3.48	0.00
904	39.98	275247	69	82.20	3.88	0.00
890	39.60	281673	71	87.46	3.84	0.00
866	38.44	279629	70	90.45	3.82	0.00
916	40.60	279939	70	83.01	3.90	0.00
908	40.05	280233	70	83.58	3.80	0.00
916	40.46	280758	70	83.29	3.92	0.00
917	40.45	280819	70	83.45	3.92	0.00
