Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
184	8.87	60521	64	38.80	3.17	0.00
179	8.82	61025	64	39.14	3.19	0.00
174	8.37	59813	64	43.15	3.15	0.00
178	8.65	60926	66	40.78	3.20	0.00
183	8.88	60356	65	38.83	3.21	0.00
182	8.74	60269	64	38.89	3.18	0.00
181	8.83	61042	65	39.26	3.19	0.00
171	8.31	60526	65	43.58	3.20	0.00
177	8.59	60596	65	40.43	3.20	0.00
180	8.64	60485	64	40.21	3.20	0.00
177	8.74	60123	65	39.70	3.19	0.00
179	8.86	60477	65	38.96	3.19	0.00
186	8.70	60666	65	40.30	3.05	0.00
156	7.83	60653	66	51.44	3.20	0.00
178	8.85	61561	65	39.71	3.15	0.00
178	8.68	60322	64	39.17	3.14	0.00
177	8.44	60708	65	41.54	3.20	0.00
180	8.65	62341	65	42.37	3.19	0.00
185	8.84	61327	65	39.00	3.21	0.00
179	8.67	60411	64	39.94	3.20	0.00
180	8.57	61018	65	42.50	3.19	0.00
166	8.31	60019	65	45.02	3.20	0.00
184	8.80	60440	65	39.07	3.21	0.00
187	8.79	59853	65	39.40	3.19	0.00
184	8.64	60338	66	40.32	3.20	0.00
176	8.41	60684	66	44.44	3.18	0.00
177	8.71	61428	65	41.04	3.21	0.00
189	8.61	62208	65	42.75	3.20	0.00
186	8.87	61031	66	39.71	3.18	0.00
186	8.76	61823	65	40.06	3.17	0.00
171	8.18	60746	66	45.35	3.18	0.00
179	8.87	60428	65	38.82	3.20	0.00
176	8.65	61783	66	41.70	3.19	0.00
181	8.69	60765	65	40.94	3.21	0.00
184	8.71	59270	65	39.80	3.20	0.00
176	8.72	60470	66	41.05	3.21	0.00
179	8.51	62200	65	45.38	3.17	0.00
183	8.96	61216	65	39.38	3.20	0.00
188	8.82	61404	65	39.90	3.20	0.00
176	8.44	59041	65	41.77	3.22	0.00
177	8.90	61374	66	39.49	3.18	0.00
181	8.65	61919	64	43.10	3.18	0.00
182	8.77	60697	65	39.46	3.21	0.00
170	8.22	61682	66	46.08	3.20	0.00
173	8.21	60291	66	45.15	3.20	0.00
183	8.50	61487	66	43.02	3.20	0.00
173	8.45	60473	66	42.07	3.22	0.00
181	9.15	61616	65	39.11	3.22	0.00
184	8.83	60325	65	39.17	3.21	0.00
171	8.25	60805	66	47.15	3.19	0.00
159	7.82	60968	68	53.21	3.18	0.00
174	8.37	61515	67	44.94	3.20	0.00
185	8.87	61075	65	39.64	3.22	0.00
190	8.86	60672	66	39.84	3.20	0.00
172	8.24	60643	66	44.37	3.20	0.00
178	8.26	60409	66	44.20	3.20	0.00
164	7.74	60787	67	51.06	3.20	0.00
186	8.76	59527	66	39.04	3.18	0.00
184	8.79	60765	66	39.15	3.20	0.00
179	8.71	60892	66	41.59	3.20	0.00
185	8.91	60393	66	39.25	3.19	0.00
187	8.91	60808	66	39.49	3.22	0.00
187	8.97	60247	66	38.90	3.19	0.00
186	8.80	61981	66	40.91	3.19	0.00
175	8.45	61284	67	44.81	3.19	0.00
184	8.71	60952	65	40.78	3.21	0.00
173	8.60	60922	66	42.12	3.19	0.00
173	8.99	59994	66	38.31	3.20	0.00
187	8.95	61400	66	39.51	3.22	0.00
186	8.75	60810	66	39.31	3.20	0.00
182	8.74	61494	66	41.62	3.20	0.00
172	8.20	61023	66	45.68	3.18	0.00
176	8.81	60743	67	39.18	3.18	0.00
179	8.48	61514	66	42.02	3.17	0.00
175	8.66	60456	67	40.50	3.20	0.00
176	8.47	60437	67	42.12	3.23	0.00
184	9.01	60745	65	38.78	3.10	0.00
185	9.06	59045	65	38.47	2.93	0.00
184	8.61	61015	67	40.53	3.21	0.00
170	8.36	60373	65	44.30	3.21	0.00
180	8.41	60531	66	41.62	3.19	0.00
189	8.82	61447	67	40.07	3.21	0.00
181	8.84	60200	67	39.05	3.20	0.00
177	8.47	60842	67	43.27	3.21	0.00
177	8.40	60028	66	42.27	3.20	0.00
175	8.50	60354	65	42.72	3.21	0.00
181	8.92	60449	65	38.65	3.22	0.00
175	8.94	60268	67	38.71	3.20	0.00
175	8.54	60396	65	41.20	3.19	0.00
188	8.74	60484	65	39.89	3.22	0.00
175	8.20	61404	67	49.89	3.18	0.00
177	8.53	60864	66	42.82	3.21	0.00
177	8.38	60635	65	42.53	3.21	0.00
183	8.90	60943	65	39.87	3.20	0.00
176	8.63	60646	66	41.52	3.20	0.00
174	8.85	60490	65	39.51	3.21	0.00
182	8.86	60495	65	39.11	3.22	0.00
179	8.98	60978	65	38.28	3.22	0.00
