Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	732	60	11.93	1.29	0.00
3	0.27	777	61	11.63	1.23	0.00
4	0.30	1091	60	13.70	1.49	0.00
4	0.31	1038	60	13.59	1.48	0.00
4	0.30	1195	61	13.16	1.44	0.00
4	0.30	1068	59	13.55	1.50	0.00
4	0.31	1354	60	13.96	1.54	0.00
4	0.29	999	60	12.75	1.40	0.00
4	0.32	1365	59	14.27	1.60	0.00
4	0.32	878	59	13.05	1.41	0.00
30	1.76	8253	60	18.76	2.04	0.00
67	3.70	21209	60	28.37	3.13	0.00
67	3.71	21023	60	28.31	3.15	0.00
67	3.70	21159	61	28.49	3.14	0.00
67	3.74	21169	61	28.46	3.15	0.00
68	3.74	21367	61	28.57	3.14	0.00
67	3.71	21085	61	28.39	3.15	0.00
67	3.71	21290	60	28.51	3.16	0.00
67	3.72	21248	61	28.51	3.15	0.00
67	3.77	21083	61	28.54	3.14	0.00
67	3.73	21098	62	28.33	3.16	0.00
66	3.84	21240	61	28.21	3.16	0.00
67	3.78	21205	61	28.25	3.16	0.00
67	3.86	21338	61	28.56	3.17	0.00
68	3.65	21108	61	28.40	3.16	0.00
67	3.74	20883	60	28.34	3.15	0.00
67	3.76	21407	61	28.61	3.15	0.00
67	3.73	21211	61	28.36	3.16	0.00
124	6.72	38114	61	32.96	3.16	0.00
131	7.23	41120	62	33.81	3.15	0.00
131	7.02	40818	62	33.50	3.18	0.00
130	7.18	41173	61	33.61	3.16	0.00
131	7.10	41016	61	33.41	3.17	0.00
131	7.17	41385	61	33.74	3.18	0.00
131	7.13	40886	62	33.73	3.19	0.00
132	7.23	41346	62	33.76	3.17	0.00
131	7.15	41005	62	33.82	3.14	0.00
132	7.16	40864	62	33.74	3.12	0.00
132	7.29	41438	62	34.18	3.17	0.00
156	8.32	47515	61	35.83	3.18	0.00
196	10.34	60737	62	39.17	3.16	0.00
198	10.46	60737	62	38.57	3.20	0.00
193	10.45	61157	62	39.02	3.18	0.00
196	10.59	61000	63	38.83	3.17	0.00
198	10.52	61193	63	38.93	3.19	0.00
197	10.58	60804	63	38.78	3.20	0.00
201	10.63	61249	62	38.79	3.19	0.00
195	10.35	60722	64	38.85	3.20	0.00
195	10.50	61050	63	38.82	3.21	0.00
199	10.50	60953	63	39.37	3.19	0.00
197	10.59	60931	63	39.28	3.18	0.00
195	10.61	61056	63	39.06	3.19	0.00
228	12.40	69835	63	41.43	3.17	0.00
260	13.71	81030	63	44.36	3.16	0.00
