Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
70	5.04	24276	64	29.77	3.13	0.00
69	5.05	24560	64	30.13	3.12	0.00
72	5.01	24160	63	29.86	3.11	0.00
74	5.00	24170	63	29.68	3.09	0.00
72	5.03	24100	63	29.63	3.10	0.00
73	4.98	23830	63	29.64	3.12	0.00
72	4.93	24402	63	29.97	3.11	0.00
78	5.14	24252	63	29.64	3.12	0.00
69	4.97	24197	64	29.82	3.11	0.00
71	5.07	24351	64	29.85	3.13	0.00
77	5.06	24514	65	29.78	3.13	0.00
68	4.97	23993	65	29.85	3.12	0.00
78	5.40	24476	63	29.96	3.12	0.00
79	5.29	24058	64	29.65	3.15	0.00
68	5.08	24012	64	29.81	3.13	0.00
69	5.11	24355	64	29.94	3.17	0.00
70	5.05	24014	65	29.99	3.16	0.00
69	5.02	24269	65	30.09	3.16	0.00
74	5.08	24275	64	29.67	3.15	0.00
71	4.99	24404	64	29.91	3.14	0.00
74	5.06	23942	63	29.74	3.14	0.00
71	5.05	24415	65	29.87	3.14	0.00
70	5.03	24159	63	29.72	3.14	0.00
70	4.98	23921	64	29.83	3.15	0.00
73	4.94	24088	65	29.47	3.14	0.00
70	5.03	24258	63	29.89	3.14	0.00
69	5.10	24398	63	30.03	3.14	0.00
70	5.04	24285	63	29.87	3.18	0.00
68	5.04	24234	64	30.10	3.18	0.00
69	5.08	24272	64	30.06	3.15	0.00
70	5.07	24489	63	30.20	3.16	0.00
70	5.05	24311	63	30.00	3.16	0.00
68	5.06	24055	63	29.83	3.16	0.00
70	5.08	24383	63	30.04	3.15	0.00
70	5.05	23959	63	29.89	3.16	0.00
70	5.08	24288	64	30.16	3.16	0.00
69	5.06	24453	64	30.21	3.19	0.00
71	5.04	24407	65	29.89	3.15	0.00
69	4.90	23999	64	30.35	3.13	0.00
69	5.04	24252	65	30.21	3.15	0.00
69	5.10	24303	64	30.24	3.19	0.00
71	5.05	24255	64	30.24	3.17	0.00
70	5.05	24429	66	30.27	3.17	0.00
70	5.09	24062	65	29.76	3.16	0.00
70	5.06	24075	65	29.91	3.15	0.00
70	5.03	24111	65	30.05	3.18	0.00
69	5.09	24685	64	30.54	3.15	0.00
69	5.05	24095	64	29.83	3.17	0.00
69	5.06	24394	64	30.20	3.15	0.00
68	5.08	24312	65	30.27	3.15	0.00
68	5.12	24237	65	30.16	3.17	0.00
70	5.01	24277	64	30.08	3.18	0.00
67	5.08	24244	64	30.35	3.16	0.00
