Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.29	1087	63	13.95	1.51	0.00
3	0.29	1095	62	13.59	1.45	0.00
3	0.29	1055	62	13.97	1.46	0.00
4	0.30	1241	61	14.03	1.50	0.00
3	0.28	938	62	13.05	1.36	0.00
3	0.29	766	61	13.49	1.45	0.00
4	0.30	1311	62	13.99	1.49	0.00
4	0.31	901	61	12.89	1.32	0.00
3	0.29	1074	61	13.26	1.43	0.00
7	0.47	1154	61	14.82	1.62	0.00
12	0.97	2847	63	21.60	2.61	0.00
12	1.00	3092	62	22.10	2.65	0.00
12	0.98	3126	62	22.21	2.67	0.00
12	1.00	2885	62	21.93	2.67	0.00
12	1.01	3000	61	22.23	2.68	0.00
12	1.00	2912	61	21.77	2.65	0.00
12	0.97	2825	60	21.76	2.66	0.00
12	0.99	3009	62	21.84	2.64	0.00
15	1.20	3324	63	22.66	2.72	0.00
20	1.69	4595	62	23.67	2.78	0.00
20	1.66	4635	62	23.07	2.66	0.00
20	1.70	5030	62	23.63	2.72	0.00
20	1.70	4685	62	23.09	2.70	0.00
28	2.28	5761	62	24.29	2.79	0.00
29	2.38	6784	63	23.91	2.72	0.00
28	2.36	6147	61	24.18	2.69	0.00
28	2.37	6534	61	24.59	2.65	0.00
28	2.36	6455	62	24.62	2.70	0.00
28	2.37	6573	62	24.83	2.70	0.00
28	2.32	6391	63	24.42	2.70	0.00
28	2.35	6719	63	24.69	2.72	0.00
29	2.37	6373	61	24.36	2.69	0.00
29	2.39	6552	62	24.76	2.71	0.00
28	2.37	6748	62	24.96	2.73	0.00
29	2.42	6714	62	24.63	2.71	0.00
31	2.56	6530	62	24.53	2.78	0.00
30	2.52	6065	62	24.60	2.87	0.00
27	2.26	5909	62	23.97	2.67	0.00
28	2.34	6638	62	24.88	2.74	0.00
28	2.29	6486	63	24.74	2.73	0.00
28	2.31	6104	62	24.36	2.67	0.00
28	2.30	6313	62	24.38	2.72	0.00
28	2.33	6428	62	24.57	2.67	0.00
28	2.36	6463	62	24.83	2.70	0.00
28	2.33	6420	61	24.29	2.66	0.00
27	2.29	6009	61	24.15	2.66	0.00
28	2.37	6429	63	24.79	2.68	0.00
29	2.39	6409	62	24.86	2.69	0.00
28	2.36	6789	62	24.91	2.70	0.00
