Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	806	62	12.70	1.35	0.00
4	0.30	1109	62	13.43	1.47	0.00
4	0.29	1136	61	14.25	1.54	0.00
4	0.32	1124	61	13.46	1.44	0.00
10	0.78	2586	61	15.10	1.64	0.00
3	0.28	1030	61	14.12	1.55	0.00
97	3.93	2345	62	32.83	2.47	0.00
108	4.46	3939	63	42.64	2.83	0.00
116	4.37	1947	63	41.24	2.64	0.00
112	4.31	2286	64	40.71	2.56	0.00
104	4.29	4821	65	40.34	2.69	0.00
104	4.45	2474	63	37.86	2.74	0.00
150	5.92	2175	64	45.62	2.75	0.00
205	8.52	11743	65	53.94	2.92	0.00
219	9.03	14602	66	57.39	3.13	0.00
200	8.47	10114	64	55.06	3.08	0.00
210	8.87	3850	64	52.33	2.98	0.00
200	8.78	4535	65	52.10	3.03	0.00
212	9.04	4188	65	52.48	3.13	0.00
307	15.19	14110	65	57.01	3.08	0.00
328	13.65	5867	65	64.47	3.38	0.00
328	15.30	6839	67	62.16	3.13	0.00
347	14.07	6572	66	69.25	3.33	0.00
331	14.77	23477	66	64.52	3.20	0.00
346	14.62	18417	67	67.31	3.55	0.00
336	13.76	5434	67	63.58	3.16	0.00
344	13.71	5269	66	66.99	3.22	0.00
338	14.01	17346	67	65.16	3.24	0.00
302	12.49	8079	66	63.05	3.19	0.00
342	13.79	9430	67	67.93	3.49	0.00
344	13.95	11868	66	66.95	3.59	0.00
321	13.37	10955	67	64.25	3.41	0.00
342	14.43	11008	68	64.83	3.54	0.00
365	16.43	25917	68	65.93	4.43	0.00
353	15.19	14562	67	67.05	3.75	0.00
349	14.75	5525	67	65.25	3.59	0.00
341	15.56	8569	67	65.23	3.67	0.00
360	15.14	10890	68	66.95	3.85	0.00
357	14.94	8231	68	66.18	3.61	0.00
444	18.78	34555	67	70.14	6.59	0.00
381	16.98	75913	68	67.54	6.95	0.00
418	17.57	66427	69	73.26	6.88	0.00
436	17.99	49973	68	74.81	6.82	0.00
449	18.72	36163	68	75.49	6.60	0.00
400	17.84	48684	68	71.02	5.87	0.00
422	18.56	51316	70	72.40	6.55	0.00
396	17.39	70293	70	70.69	6.91	0.00
463	18.62	16080	69	77.75	4.04	0.00
454	18.16	22596	71	77.54	3.92	0.00
367	14.83	7367	69	69.61	3.50	0.00
343	13.61	5377	68	68.05	3.22	0.00
321	13.48	14783	68	64.00	3.37	0.00
339	15.10	26887	68	62.76	3.52	0.00
335	14.42	5080	69	62.10	3.21	0.00
340	14.32	10454	70	64.74	3.59	0.00
328	13.52	9473	68	66.71	3.46	0.00
338	14.05	13252	70	66.61	3.73	0.00
332	13.59	12720	69	67.26	3.67	0.00
314	13.86	9952	69	64.56	3.25	0.00
352	14.40	6875	68	66.75	3.39	0.00
338	13.99	5357	68	64.73	3.31	0.00
325	13.22	4674	68	65.28	3.13	0.00
324	13.41	7825	70	64.34	3.35	0.00
334	14.07	11252	69	66.03	3.63	0.00
320	13.34	6850	68	65.71	3.35	0.00
321	13.45	13015	68	65.07	3.31	0.00
316	12.73	12613	69	66.39	3.16	0.00
326	14.11	5545	69	62.31	3.34	0.00
358	15.31	24139	68	60.90	4.11	0.00
379	17.36	64436	69	70.10	6.45	0.00
415	15.60	14273	69	76.05	3.84	0.00
346	13.25	4235	69	68.69	3.35	0.00
393	17.56	36365	70	70.70	5.78	0.00
409	18.01	27160	70	70.66	5.36	0.00
359	15.88	24466	68	63.76	4.48	0.00
411	18.26	30993	69	69.01	5.97	0.00
345	15.43	7141	70	67.00	3.47	0.00
374	15.21	4860	70	70.87	3.25	0.00
330	14.18	5655	70	62.13	3.20	0.00
321	14.42	14395	70	61.64	3.29	0.00
333	13.68	10299	70	66.40	3.51	0.00
324	13.41	7134	70	66.61	3.42	0.00
329	13.47	7152	70	66.56	3.38	0.00
318	12.66	4875	70	65.73	3.16	0.00
315	14.48	6423	69	64.70	3.25	0.00
359	15.12	6249	69	64.64	3.58	0.00
338	13.83	3799	68	62.53	3.31	0.00
342	14.27	3451	69	62.73	3.28	0.00
332	14.07	7351	69	63.83	3.40	0.00
337	13.39	4208	69	65.75	3.28	0.00
335	13.15	3976	69	65.60	3.19	0.00
323	13.82	25149	69	64.25	3.25	0.00
327	13.32	3953	68	63.40	3.19	0.00
316	13.05	5786	69	62.45	3.28	0.00
332	14.30	5667	69	64.19	3.28	0.00
330	13.99	7090	69	64.43	3.36	0.00
340	14.48	7342	70	65.15	3.32	0.00
315	13.32	9552	70	64.99	3.26	0.00
342	13.66	11578	70	67.76	3.42	0.00
335	13.40	6992	70	67.25	3.36	0.00
