Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1057	65	13.57	1.44	0.00
4	0.29	1012	64	13.97	1.43	0.00
4	0.33	1389	65	15.77	1.72	0.00
3	0.28	824	64	13.25	1.40	0.00
4	0.31	1314	64	14.90	1.62	0.00
4	0.32	952	63	13.60	1.48	0.00
3	0.28	666	64	12.94	1.39	0.00
4	0.32	1037	64	13.49	1.40	0.00
4	0.29	1023	64	13.61	1.48	0.00
4	0.30	1129	63	13.77	1.46	0.00
46	2.40	13976	64	23.28	2.43	0.00
94	4.70	31062	64	32.24	3.15	0.00
97	4.61	31113	65	32.55	3.14	0.00
86	4.36	31084	65	39.02	3.17	0.00
90	4.70	31018	65	31.68	3.15	0.00
89	4.88	31362	66	31.13	3.05	0.00
90	4.25	31149	65	38.50	3.22	0.00
93	4.70	31014	65	32.11	3.15	0.00
93	4.75	31083	66	31.64	3.17	0.00
94	4.63	31235	65	32.15	3.16	0.00
93	4.52	31210	65	33.19	3.17	0.00
93	4.45	30824	66	33.63	3.16	0.00
129	6.56	45390	66	38.82	3.19	0.00
182	8.52	60149	66	40.93	3.21	0.00
177	8.86	60230	65	38.51	3.21	0.00
177	8.66	60618	64	41.77	3.19	0.00
181	8.78	60114	65	39.85	3.20	0.00
167	8.24	60522	66	45.06	3.18	0.00
183	8.73	60372	65	40.01	3.18	0.00
180	8.70	60607	66	40.57	3.19	0.00
180	8.82	60042	65	38.55	3.20	0.00
183	8.69	60482	65	39.66	3.21	0.00
181	8.85	60149	65	40.33	3.18	0.00
257	12.50	87370	65	44.93	3.17	0.00
265	13.23	88903	65	45.14	3.18	0.00
278	13.03	90125	66	46.04	3.19	0.00
256	12.24	90144	66	51.48	3.19	0.00
267	13.15	91679	66	47.90	3.22	0.00
261	12.57	90465	66	49.13	3.21	0.00
274	13.08	90940	66	45.61	3.19	0.00
281	13.13	91822	65	46.15	3.18	0.00
275	13.09	90520	65	45.97	3.22	0.00
274	13.01	89068	66	46.59	3.20	0.00
334	15.70	111741	66	52.54	3.19	0.00
336	15.92	120867	65	59.76	3.16	0.00
348	16.24	122462	67	59.30	3.21	0.00
364	17.04	120711	66	53.55	3.21	0.00
353	16.30	121516	68	60.95	3.22	0.00
365	16.90	120412	66	53.75	3.23	0.00
349	16.36	120365	67	56.86	3.20	0.00
346	16.39	119507	66	57.45	3.20	0.00
343	16.41	120395	67	59.19	3.21	0.00
360	16.89	121079	66	53.63	3.19	0.00
393	18.33	134691	68	59.53	3.18	0.00
460	21.15	150058	66	59.32	3.21	0.00
457	21.15	150398	66	59.27	3.25	0.00
464	21.54	153519	66	59.74	3.21	0.00
464	21.46	152154	66	59.46	3.22	0.00
456	21.34	150739	66	59.49	3.20	0.00
453	21.42	152497	68	59.73	3.21	0.00
422	19.74	151965	67	70.82	3.23	0.00
470	21.37	155101	68	60.72	3.24	0.00
457	21.02	153716	68	62.38	3.24	0.00
435	20.31	150477	67	64.46	3.23	0.00
424	20.04	151316	66	65.64	3.21	0.00
464	21.02	153857	67	63.41	3.26	0.00
454	20.99	154459	67	64.59	3.25	0.00
452	20.77	151231	67	61.76	3.22	0.00
442	20.95	152495	67	63.42	3.22	0.00
449	20.90	150184	68	62.35	3.24	0.00
523	24.07	173549	67	67.63	3.24	0.00
561	25.86	185165	67	66.36	3.28	0.00
559	25.45	184169	68	66.77	3.27	0.00
540	24.68	185297	67	73.28	3.29	0.00
565	25.57	184808	67	67.15	3.27	0.00
546	25.24	182582	67	68.30	3.32	0.00
552	25.29	186325	67	69.23	3.29	0.00
558	25.42	185298	68	67.29	3.27	0.00
561	25.70	186649	68	67.06	3.30	0.00
574	26.02	186978	67	66.78	3.27	0.00
556	25.37	180454	68	66.07	3.25	0.00
582	26.57	199547	69	77.46	3.27	0.00
650	29.59	214717	68	75.27	3.27	0.00
666	30.02	219048	68	73.20	3.27	0.00
659	29.86	219041	68	73.37	3.29	0.00
630	28.83	216587	68	80.56	3.29	0.00
667	30.13	218301	68	73.42	3.38	0.00
659	30.04	214715	68	73.02	3.27	0.00
660	29.77	215103	67	73.59	3.28	0.00
