Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.33	1431	61	14.44	1.51	0.00
4	0.29	1063	62	13.99	1.57	0.00
5	0.37	1017	63	13.95	1.52	0.00
83	4.18	27432	62	30.11	3.06	0.00
90	4.67	30938	63	31.55	3.17	0.00
96	4.55	30872	62	32.49	3.15	0.00
116	5.78	39624	64	38.06	3.15	0.00
175	8.77	60555	64	39.27	3.15	0.00
175	8.72	61011	64	38.97	3.19	0.00
173	8.69	60484	63	40.00	3.14	0.00
170	8.68	60040	63	39.19	3.16	0.00
209	10.58	70752	63	41.37	3.18	0.00
253	12.95	89260	64	45.34	3.17	0.00
256	12.78	90045	64	46.32	3.15	0.00
271	13.12	90499	65	45.84	3.15	0.00
359	17.10	120238	64	51.57	3.16	0.00
354	17.29	120000	64	51.41	3.18	0.00
361	17.26	120418	65	52.08	3.18	0.00
361	17.28	119546	65	51.22	3.19	0.00
370	17.14	120975	66	52.19	3.19	0.00
369	17.42	121921	65	52.47	3.19	0.00
360	16.99	119490	66	53.25	3.17	0.00
349	16.54	121173	65	55.15	3.19	0.00
355	16.66	120354	66	54.46	3.18	0.00
330	15.61	121185	67	64.33	3.18	0.00
339	15.96	119921	65	59.49	3.20	0.00
344	16.17	120530	66	58.48	3.20	0.00
341	16.15	120494	66	56.73	3.16	0.00
335	16.02	122451	65	60.82	3.16	0.00
364	17.03	120977	66	53.10	3.15	0.00
361	16.93	120966	66	53.38	3.19	0.00
356	16.42	120445	65	56.32	3.17	0.00
353	16.56	122646	66	57.64	3.20	0.00
362	16.96	119626	65	53.22	3.17	0.00
343	16.03	121318	65	60.60	3.18	0.00
368	17.20	120671	66	52.62	3.20	0.00
354	16.54	119833	65	55.29	3.19	0.00
365	17.14	120589	66	52.22	3.13	0.00
380	17.43	124756	65	54.43	3.24	0.00
358	16.76	121626	66	54.90	3.19	0.00
369	16.98	122268	66	53.79	3.18	0.00
372	17.18	122039	65	53.19	3.19	0.00
373	17.30	121558	66	52.82	3.22	0.00
363	17.16	120380	66	52.63	3.21	0.00
350	16.43	119831	66	56.63	3.19	0.00
354	17.02	123243	66	56.63	3.22	0.00
372	17.23	122902	66	53.81	3.18	0.00
362	16.75	123660	66	58.16	3.20	0.00
350	16.31	122346	67	59.21	3.19	0.00
368	17.34	121590	67	53.18	3.18	0.00
369	17.19	122198	67	53.51	3.18	0.00
371	17.05	121353	67	53.20	3.17	0.00
374	17.49	121434	65	52.75	3.18	0.00
371	17.08	120056	67	52.87	3.18	0.00
374	17.19	120913	67	52.80	3.19	0.00
364	17.15	121076	67	52.74	3.19	0.00
365	16.90	119297	66	54.49	3.17	0.00
369	17.11	121646	66	54.52	3.20	0.00
362	16.59	122330	66	56.49	3.17	0.00
365	16.90	122202	66	55.66	3.18	0.00
368	17.32	120519	66	52.90	3.20	0.00
371	17.36	120013	67	52.91	3.21	0.00
370	17.26	121792	67	53.17	3.18	0.00
366	17.09	119508	65	52.73	3.19	0.00
362	17.27	120898	66	52.87	3.19	0.00
370	17.40	121664	67	52.96	3.20	0.00
360	16.62	121093	67	59.12	3.20	0.00
365	17.52	123634	67	52.84	3.20	0.00
365	17.29	120856	67	52.47	3.20	0.00
344	17.62	119183	67	50.61	3.18	0.00
374	17.38	121055	66	52.75	3.20	0.00
371	17.15	121068	67	53.10	3.18	0.00
373	17.35	123018	66	53.57	3.17	0.00
362	17.15	121831	66	54.14	3.16	0.00
371	17.58	121702	67	52.91	3.18	0.00
363	17.23	120999	66	52.85	3.19	0.00
371	17.41	121109	68	53.12	3.18	0.00
370	17.33	121524	67	54.06	3.17	0.00
363	17.40	120495	66	52.55	3.17	0.00
353	17.66	120023	67	51.27	3.19	0.00
369	17.08	120269	67	52.93	3.21	0.00
337	16.01	120192	67	59.88	3.19	0.00
369	17.25	122617	68	53.50	3.18	0.00
356	16.65	122669	68	58.61	3.18	0.00
356	16.54	121818	67	56.81	3.19	0.00
369	17.27	121163	67	53.04	3.19	0.00
369	17.23	120517	68	53.19	3.20	0.00
362	17.21	120329	68	53.23	3.19	0.00
335	16.04	120936	68	60.05	3.22	0.00
348	16.17	122477	68	61.44	3.19	0.00
356	16.66	122443	67	57.11	3.20	0.00
355	16.79	122211	68	57.66	3.18	0.00
341	16.55	120604	67	58.80	3.19	0.00
363	17.35	119498	67	52.10	3.19	0.00
367	17.17	121637	68	52.90	3.20	0.00
355	16.92	120990	66	54.32	3.16	0.00
350	16.69	121085	68	56.74	3.17	0.00
338	16.15	120943	68	59.45	3.18	0.00
355	16.70	120541	68	55.48	3.19	0.00
343	16.14	121371	68	58.79	3.19	0.00
362	17.00	120624	67	53.44	3.22	0.00
347	16.17	120227	68	57.97	3.19	0.00
367	17.18	120336	67	52.83	3.17	0.00
364	17.19	119577	68	52.60	3.18	0.00
365	17.39	120675	68	52.94	3.20	0.00
357	16.94	120449	67	54.30	3.18	0.00
354	16.66	120002	67	54.74	3.19	0.00
331	15.90	120640	68	61.71	3.20	0.00
352	16.76	121271	68	56.18	3.17	0.00
348	16.98	121010	67	54.14	3.19	0.00
336	16.08	120854	67	60.87	3.16	0.00
347	16.33	120211	68	57.40	3.17	0.00
362	16.94	123356	68	57.06	3.17	0.00
356	16.57	121026	68	56.29	3.19	0.00
369	17.07	121246	68	53.14	3.19	0.00
361	17.08	121724	67	55.60	3.21	0.00
345	16.37	120980	67	58.24	3.20	0.00
347	16.48	123685	68	61.17	3.20	0.00
369	17.12	121706	68	53.70	3.21	0.00
371	17.38	122133	67	53.54	3.20	0.00
362	16.80	120172	68	54.24	3.19	0.00
357	16.62	122173	67	58.81	3.19	0.00
370	17.10	120390	69	53.29	3.19	0.00
367	17.38	122227	68	52.93	3.24	0.00
360	16.90	123020	68	56.37	3.19	0.00
354	16.66	121991	69	58.65	3.21	0.00
372	17.22	122678	68	53.67	3.20	0.00
371	17.29	120598	68	53.01	3.18	0.00
358	16.62	119951	68	56.39	3.19	0.00
316	15.37	120509	68	67.21	3.19	0.00
339	16.04	122276	70	63.89	3.19	0.00
366	16.96	121309	68	56.19	3.21	0.00
370	17.20	122697	68	53.25	3.18	0.00
350	16.61	121414	70	57.58	3.19	0.00
364	16.87	122252	68	56.59	3.21	0.00
367	17.17	120006	68	52.76	3.18	0.00
361	17.33	120277	67	52.76	3.20	0.00
374	17.24	121692	68	53.66	3.20	0.00
339	16.23	120501	68	57.99	3.19	0.00
355	16.66	120145	68	55.43	3.17	0.00
362	17.19	121121	68	54.23	3.19	0.00
337	15.57	120388	70	65.16	3.21	0.00
352	16.56	121816	68	59.53	3.20	0.00
361	16.64	121151	70	55.56	3.22	0.00
328	15.64	120682	69	61.71	3.20	0.00
350	17.12	120404	68	53.34	3.19	0.00
358	16.64	122619	68	60.70	3.20	0.00
374	17.19	120524	68	53.41	3.21	0.00
362	17.21	121614	67	53.12	3.18	0.00
365	17.14	121016	69	53.16	3.21	0.00
370	17.22	122602	68	53.22	3.17	0.00
361	17.26	120131	69	52.81	3.22	0.00
365	17.21	121641	68	53.02	3.20	0.00
359	16.79	121197	70	55.06	3.17	0.00
366	17.34	120097	68	53.32	3.19	0.00
341	15.87	121467	69	63.23	3.18	0.00
324	15.39	120484	68	63.40	3.20	0.00
369	17.11	120084	68	53.48	3.18	0.00
369	17.09	121455	68	54.09	3.17	0.00
358	16.77	122858	68	56.41	3.21	0.00
338	16.11	119729	69	59.27	3.21	0.00
358	16.53	121444	68	56.10	3.20	0.00
343	15.97	121818	70	62.80	3.20	0.00
337	15.87	121036	69	63.78	3.22	0.00
366	17.43	120863	68	53.43	3.20	0.00
376	17.17	121071	68	53.79	3.21	0.00
346	16.41	121181	69	61.12	3.20	0.00
349	16.84	121678	70	58.32	3.21	0.00
358	16.87	121070	69	57.38	3.19	0.00
370	17.34	122790	70	53.56	3.23	0.00
359	16.61	120691	70	56.15	3.20	0.00
364	16.91	120499	68	54.86	3.19	0.00
360	17.33	120553	68	52.43	3.19	0.00
341	15.77	121318	69	64.95	3.18	0.00
360	16.95	121820	69	56.73	3.18	0.00
356	16.88	121968	70	56.22	3.20	0.00
324	15.69	121193	70	67.01	3.19	0.00
339	16.00	121129	70	66.03	3.18	0.00
362	16.97	121880	69	54.45	3.15	0.00
370	17.18	119789	69	53.12	3.18	0.00
356	16.79	119965	68	55.37	3.17	0.00
361	17.09	119682	69	53.30	3.19	0.00
340	16.19	121451	69	59.25	3.19	0.00
372	17.45	122824	67	52.94	3.20	0.00
348	16.47	121209	70	57.91	3.20	0.00
344	16.24	121674	68	59.27	3.19	0.00
370	17.29	120499	68	53.00	3.19	0.00
371	17.27	122717	68	53.04	3.20	0.00
368	17.38	122247	68	52.85	3.19	0.00
362	17.15	120943	68	53.84	3.20	0.00
356	16.71	120364	67	55.45	3.18	0.00
332	15.84	121169	69	62.24	3.19	0.00
342	16.24	120144	68	58.03	3.19	0.00
343	16.17	121236	68	59.99	3.18	0.00
368	17.19	122256	68	53.13	3.18	0.00
327	16.05	120024	68	61.77	3.21	0.00
369	17.27	121986	68	53.29	3.17	0.00
375	17.30	122337	68	53.55	3.17	0.00
366	17.02	120733	67	53.65	3.21	0.00
