Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.29	1016	68	15.14	1.52	0.00
3	0.29	983	68	14.65	1.45	0.00
4	0.30	1319	68	15.71	1.63	0.00
4	0.30	850	68	14.30	1.46	0.00
4	0.30	1168	68	15.28	1.59	0.00
4	0.32	1197	68	15.83	1.68	0.00
4	0.30	600	67	13.60	1.35	0.00
4	0.30	1104	67	15.10	1.56	0.00
4	0.36	1287	66	15.10	1.50	0.00
3	0.29	997	67	14.80	1.54	0.00
11	0.88	2393	68	21.23	2.39	0.00
12	1.01	3047	68	23.03	2.61	0.00
12	1.00	2830	67	22.82	2.60	0.00
12	1.03	2975	67	23.05	2.62	0.00
12	1.02	2979	66	22.78	2.59	0.00
12	1.02	3055	67	23.09	2.61	0.00
12	1.01	2738	67	22.45	2.56	0.00
12	1.00	2824	67	22.66	2.63	0.00
12	1.04	3145	66	23.16	2.63	0.00
12	0.98	2658	67	22.30	2.57	0.00
12	1.01	3256	67	23.05	2.63	0.00
12	0.99	2889	66	22.52	2.61	0.00
12	1.03	3046	68	22.89	2.68	0.00
12	1.01	2799	66	22.54	2.61	0.00
12	1.02	3138	67	22.73	2.66	0.00
20	1.56	4121	67	24.36	2.83	0.00
18	1.51	3456	66	23.75	2.72	0.00
19	1.54	3475	66	23.96	2.73	0.00
18	1.52	3249	66	23.48	2.68	0.00
19	1.59	3869	66	23.97	2.70	0.00
20	1.68	4986	66	24.21	2.68	0.00
20	1.71	4702	67	23.74	2.65	0.00
20	1.64	4839	66	23.96	2.70	0.00
20	1.65	4749	67	23.37	2.69	0.00
21	1.73	4497	66	23.30	2.68	0.00
21	1.74	4592	66	23.55	2.66	0.00
20	1.69	4655	66	23.89	2.70	0.00
19	1.58	3777	65	23.30	2.65	0.00
21	1.71	5014	65	23.93	2.71	0.00
20	1.70	4717	66	23.72	2.67	0.00
20	1.65	4651	65	23.45	2.66	0.00
20	1.66	4634	64	23.70	2.68	0.00
20	1.70	4997	65	23.89	2.71	0.00
20	1.64	4466	64	23.02	2.65	0.00
20	1.66	4649	65	23.51	2.65	0.00
19	1.55	4016	65	23.56	2.70	0.00
19	1.56	3025	66	23.16	2.70	0.00
21	1.75	4938	66	24.08	2.67	0.00
21	1.75	4809	65	24.37	2.71	0.00
25	1.99	5083	65	24.67	2.69	0.00
28	2.32	6595	65	25.30	2.69	0.00
28	2.37	6678	64	25.25	2.66	0.00
27	2.26	6254	65	24.89	2.68	0.00
28	2.38	6349	65	24.86	2.70	0.00
28	2.36	6579	65	25.45	2.70	0.00
27	2.29	6238	65	24.89	2.64	0.00
29	2.39	6582	65	25.17	2.67	0.00
29	2.40	6323	65	25.75	2.80	0.00
28	2.36	6196	65	27.25	3.16	0.00
29	2.44	6485	64	26.39	3.06	0.00
35	2.84	7742	64	27.39	2.94	0.00
36	3.04	8061	65	28.26	3.15	0.00
37	3.09	8258	65	26.04	2.75	0.00
39	3.21	8133	65	25.29	2.72	0.00
40	3.31	8064	64	25.53	2.76	0.00
40	3.33	8241	64	25.52	2.82	0.00
39	3.29	7938	65	25.72	2.87	0.00
40	3.32	8379	64	25.86	2.87	0.00
37	3.12	8312	65	25.46	2.71	0.00
39	3.22	8469	64	25.88	2.71	0.00
36	3.02	7842	65	25.70	2.69	0.00
37	3.04	8475	66	26.46	2.72	0.00
37	3.07	8485	64	26.62	2.71	0.00
37	3.07	8068	64	26.21	2.66	0.00
42	3.40	9077	65	27.32	2.82	0.00
47	3.91	10206	65	27.35	2.76	0.00
46	3.87	9601	65	26.95	2.80	0.00
43	3.59	9276	64	26.75	2.69	0.00
44	3.64	9860	65	27.37	2.68	0.00
44	3.66	10033	64	27.22	2.69	0.00
46	3.81	10133	64	27.26	2.75	0.00
46	3.82	9241	65	26.85	2.77	0.00
44	3.67	9073	64	27.11	2.78	0.00
48	3.97	10274	64	27.29	2.76	0.00
45	3.79	10017	64	27.15	2.74	0.00
47	3.80	8704	64	28.12	3.08	0.00
50	4.16	10234	65	29.27	3.14	0.00
53	4.46	10480	64	28.46	2.95	0.00
51	4.26	10401	63	28.00	2.87	0.00
51	4.23	10704	63	29.14	3.04	0.00
53	4.44	10593	65	27.62	2.84	0.00
55	4.60	11801	65	27.57	2.75	0.00
55	4.60	11912	64	27.86	2.77	0.00
55	4.56	11411	64	27.90	2.81	0.00
53	4.44	11789	64	28.09	2.69	0.00
53	4.42	11743	63	28.47	2.72	0.00
54	4.52	11764	65	28.24	2.75	0.00
52	4.35	11317	63	27.69	2.70	0.00
51	4.27	11836	64	28.13	2.70	0.00
52	4.31	11662	65	28.42	2.69	0.00
55	4.56	11733	63	28.12	2.68	0.00
53	4.39	11835	64	28.47	2.65	0.00
51	4.27	11284	63	28.69	2.71	0.00
51	4.22	9426	64	27.94	2.75	0.00
51	4.26	10309	63	27.96	2.67	0.00
54	4.47	11798	64	27.94	2.69	0.00
50	4.20	10311	64	27.06	2.65	0.00
52	4.36	11452	64	27.63	2.72	0.00
53	4.41	11737	64	27.55	2.69	0.00
53	4.39	11601	65	27.17	2.65	0.00
53	4.41	12394	64	27.61	2.68	0.00
53	4.43	11767	63	27.55	2.71	0.00
52	4.31	12185	64	27.57	2.72	0.00
52	4.36	11349	63	27.19	2.61	0.00
52	4.37	11735	64	27.77	2.67	0.00
54	4.50	11393	64	27.62	2.67	0.00
57	4.79	11864	63	27.90	2.83	0.00
58	4.83	12018	65	28.05	2.81	0.00
55	4.57	11574	63	27.86	2.80	0.00
55	4.59	12132	65	27.93	2.81	0.00
55	4.59	11736	65	27.63	2.83	0.00
53	4.40	11410	64	27.14	2.67	0.00
52	4.33	10905	63	27.57	2.72	0.00
55	4.61	11940	64	27.72	2.75	0.00
54	4.54	12103	65	27.44	2.70	0.00
55	4.59	11933	64	27.49	2.68	0.00
54	4.51	11097	64	26.98	2.75	0.00
54	4.46	11557	64	27.32	2.70	0.00
56	4.64	11566	64	27.29	2.67	0.00
54	4.55	11998	64	27.81	2.73	0.00
53	4.45	11824	64	27.40	2.72	0.00
53	4.39	11259	63	26.80	2.69	0.00
51	4.28	10693	64	27.30	2.69	0.00
53	4.46	11476	64	27.62	2.70	0.00
53	4.43	11348	64	27.75	2.69	0.00
52	4.33	10877	64	27.49	2.77	0.00
55	4.55	11166	63	26.99	2.71	0.00
55	4.57	11577	63	26.98	2.64	0.00
56	4.64	11682	63	27.37	2.67	0.00
52	4.35	11295	64	27.83	2.75	0.00
53	4.41	10695	64	27.50	2.71	0.00
54	4.51	11809	63	27.79	2.79	0.00
54	4.48	11915	63	28.19	2.74	0.00
51	4.25	10889	63	27.59	2.70	0.00
53	4.41	11719	64	27.62	2.71	0.00
54	4.54	11917	64	27.84	2.66	0.00
54	4.54	11410	63	27.32	2.65	0.00
55	4.62	11638	65	27.41	2.68	0.00
55	4.59	11789	64	28.01	2.70	0.00
54	4.51	11463	64	27.70	2.65	0.00
53	4.42	11601	63	27.88	2.65	0.00
52	4.33	11679	63	27.81	2.69	0.00
53	4.40	11685	64	27.52	2.70	0.00
56	4.65	12194	63	27.91	2.69	0.00
54	4.52	11921	64	27.99	2.69	0.00
53	4.42	11307	64	27.44	2.69	0.00
53	4.46	11567	63	27.52	2.69	0.00
54	4.53	11966	64	28.26	2.72	0.00
53	4.42	11370	63	27.92	2.67	0.00
51	4.29	11510	64	28.72	2.80	0.00
51	4.29	11138	64	29.33	2.95	0.00
52	4.36	11313	63	28.65	2.77	0.00
54	4.50	11700	63	28.07	2.68	0.00
54	4.53	11797	63	28.94	2.89	0.00
52	4.38	11317	63	27.89	2.81	0.00
55	4.60	11677	63	27.65	2.66	0.00
53	4.40	11658	63	27.75	2.69	0.00
55	4.55	11035	64	27.54	2.68	0.00
53	4.43	10193	63	27.00	2.69	0.00
52	4.36	10643	65	27.52	2.70	0.00
54	4.52	11543	63	27.43	2.69	0.00
53	4.45	11524	63	27.34	2.69	0.00
55	4.55	11622	63	27.43	2.71	0.00
54	4.52	11506	63	27.61	2.70	0.00
55	4.62	12064	64	28.15	2.67	0.00
53	4.44	11763	64	27.44	2.70	0.00
52	4.30	10794	63	26.75	2.66	0.00
54	4.51	11872	64	27.27	2.67	0.00
53	4.44	11595	63	27.19	2.70	0.00
53	4.40	11417	63	27.81	2.71	0.00
52	4.36	10337	62	27.28	2.70	0.00
53	4.40	10811	63	27.54	2.70	0.00
52	4.37	10290	63	27.24	2.66	0.00
54	4.51	11649	63	27.45	2.69	0.00
52	4.37	10850	63	26.99	2.66	0.00
53	4.43	10296	63	26.71	2.64	0.00
53	4.42	10797	63	26.78	2.64	0.00
53	4.40	11248	64	27.12	2.64	0.00
48	4.03	10249	63	27.56	2.65	0.00
45	3.71	10043	63	27.10	2.66	0.00
45	3.73	9967	63	26.72	2.66	0.00
44	3.67	9726	65	26.66	2.68	0.00
45	3.74	10078	64	26.90	2.68	0.00
45	3.78	9946	63	26.98	2.67	0.00
44	3.69	9679	63	26.61	2.69	0.00
44	3.65	9733	63	26.28	2.62	0.00
41	3.45	9235	63	26.37	2.69	0.00
36	3.04	7975	64	25.26	2.66	0.00
36	3.02	8091	63	25.81	2.69	0.00
36	3.04	8410	63	25.92	2.69	0.00
32	2.67	7125	63	25.05	2.69	0.00
29	2.40	6714	63	25.03	2.66	0.00
29	2.41	6514	63	24.77	2.67	0.00
23	1.93	5121	63	23.11	2.61	0.00
20	1.65	4847	64	23.42	2.64	0.00
20	1.64	4388	63	23.00	2.64	0.00
20	1.64	4446	63	23.04	2.59	0.00
18	1.53	4149	64	23.03	2.61	0.00
12	0.96	2987	63	21.82	2.59	0.00
12	0.99	3011	63	22.42	2.61	0.00
12	1.00	3104	64	22.39	2.60	0.00
12	0.98	2970	64	22.47	2.65	0.00
12	0.99	2728	63	21.84	2.56	0.00
12	1.01	3103	65	22.23	2.57	0.00
4	0.35	1335	62	14.66	1.60	0.00
4	0.30	882	63	13.50	1.38	0.00
4	0.31	705	62	13.53	1.40	0.00
