Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1259	65	14.84	1.56	0.00
3	0.29	1038	65	14.17	1.52	0.00
4	0.30	1167	66	14.93	1.63	0.00
4	0.32	1118	65	14.96	1.62	0.00
3	0.29	1224	65	13.91	1.49	0.00
4	0.31	804	65	14.11	1.55	0.00
4	0.32	1131	65	14.60	1.60	0.00
4	0.32	1156	64	14.33	1.54	0.00
3	0.29	957	64	13.68	1.50	0.00
27	1.37	1230	66	17.23	1.83	0.00
110	4.70	7833	66	42.28	2.80	0.00
97	4.31	2674	66	39.09	2.60	0.00
125	5.27	2503	67	41.74	2.88	0.00
118	5.01	2283	67	45.81	2.96	0.00
110	4.71	2879	67	41.98	2.78	0.00
124	6.31	3208	65	41.67	3.29	0.00
108	5.64	17494	65	38.97	3.09	0.00
105	4.80	15493	67	43.81	2.98	0.00
104	4.37	2295	65	41.48	2.78	0.00
109	4.57	2289	66	42.25	2.68	0.00
119	5.20	4286	66	42.31	3.05	0.00
109	4.52	6350	65	43.19	2.92	0.00
116	5.27	3736	66	38.81	3.03	0.00
112	4.97	2817	65	38.10	2.95	0.00
106	4.52	2770	66	43.02	2.90	0.00
109	4.66	1677	66	42.49	2.87	0.00
204	8.45	3401	66	53.46	3.02	0.00
216	8.98	3824	66	54.85	3.08	0.00
229	9.33	4762	67	56.22	3.02	0.00
219	9.31	3333	67	52.92	3.09	0.00
204	9.62	4912	65	52.69	3.22	0.00
223	9.47	6686	66	52.91	3.13	0.00
220	9.00	3216	65	52.66	3.00	0.00
232	10.08	14746	66	56.13	3.56	0.00
205	8.84	6259	67	54.88	3.44	0.00
251	11.16	5002	65	48.82	3.66	0.00
335	13.98	8923	65	64.22	3.45	0.00
348	15.30	31102	67	61.21	3.20	0.00
349	15.96	16604	67	65.20	3.34	0.00
345	13.82	4077	67	66.53	3.08	0.00
341	14.37	5656	67	66.12	3.22	0.00
403	16.70	25976	67	69.96	5.42	0.00
381	16.54	91571	67	71.39	7.77	0.00
390	16.43	93187	67	72.32	7.75	0.00
