Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
3	0.28	834	66	13.82	1.40	0.00
4	0.30	1344	66	15.77	1.71	0.00
4	0.30	1063	65	15.28	1.64	0.00
4	0.29	1038	65	13.99	1.46	0.00
4	0.33	1226	66	15.52	1.64	0.00
4	0.30	1269	65	15.24	1.65	0.00
4	0.30	986	66	15.06	1.62	0.00
4	0.33	1008	65	15.00	1.65	0.00
4	0.33	1057	66	14.43	1.51	0.00
3	0.29	843	66	14.12	1.52	0.00
3	0.29	1060	65	14.37	1.58	0.00
4	0.31	1178	65	15.55	1.75	0.00
3	0.28	970	66	13.40	1.47	0.00
87	4.78	2037	67	30.73	2.92	0.00
96	4.63	7708	66	34.87	2.79	0.00
98	4.45	1742	65	31.57	2.67	0.00
89	4.32	2160	66	31.26	2.68	0.00
101	4.58	1688	67	31.87	2.76	0.00
91	4.44	2310	66	31.27	2.79	0.00
99	4.74	8469	67	32.65	2.84	0.00
94	4.48	2205	66	29.57	2.60	0.00
101	4.65	3274	67	32.71	2.84	0.00
98	4.61	2384	66	31.95	2.78	0.00
97	5.51	3125	66	36.33	3.17	0.00
101	4.83	1798	66	31.16	2.73	0.00
92	4.65	12263	66	31.06	2.86	0.00
111	6.02	3067	67	35.23	3.10	0.00
93	4.14	1951	66	36.16	2.62	0.00
139	7.31	3075	66	40.57	3.20	0.00
192	7.97	3112	66	52.89	2.99	0.00
189	9.14	13383	66	41.95	3.07	0.00
178	8.32	4054	65	40.84	3.02	0.00
189	8.62	3509	66	40.95	3.08	0.00
178	8.30	11244	66	40.67	3.10	0.00
196	8.56	3167	66	46.77	3.07	0.00
183	8.30	2744	66	42.89	3.04	0.00
181	8.20	3321	65	41.32	3.10	0.00
185	8.76	7926	67	40.24	3.05	0.00
189	9.14	21011	65	41.33	3.17	0.00
183	8.26	2494	66	41.04	3.07	0.00
255	11.17	2962	67	49.16	3.11	0.00
275	12.39	8934	66	53.01	3.13	0.00
251	11.55	4408	67	51.71	3.04	0.00
291	12.74	6037	67	61.63	3.27	0.00
295	13.12	2995	66	49.23	3.18	0.00
287	13.06	3521	67	48.74	3.19	0.00
285	12.79	3587	67	48.39	3.20	0.00
281	12.67	5155	66	47.56	3.27	0.00
272	12.13	6512	67	55.70	3.18	0.00
278	13.34	6417	66	54.07	3.50	0.00
299	13.68	5612	67	50.81	3.24	0.00
379	16.59	6978	67	60.67	3.29	0.00
358	15.71	4122	68	64.78	3.14	0.00
348	15.35	4468	68	61.47	3.17	0.00
340	15.44	10213	68	64.02	3.11	0.00
360	15.83	10109	68	62.93	3.35	0.00
362	17.71	14325	68	61.61	3.40	0.00
359	16.89	19551	68	61.83	3.29	0.00
362	17.52	21469	67	61.54	3.23	0.00
350	15.77	15616	68	60.69	3.11	0.00
376	16.79	12013	68	63.74	3.33	0.00
361	16.39	9933	67	61.42	3.20	0.00
462	21.05	9304	68	72.84	3.26	0.00
458	20.09	11181	68	73.56	3.54	0.00
485	22.69	10661	67	68.33	3.84	0.00
462	21.72	7159	68	71.20	3.36	0.00
463	21.02	11738	68	71.00	3.43	0.00
468	21.54	15405	67	69.19	3.59	0.00
