Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1240	61	14.30	1.60	0.00
3	0.28	804	61	12.54	1.39	0.00
4	0.30	1392	61	14.24	1.54	0.00
4	0.29	1051	60	13.66	1.49	0.00
4	0.30	1073	61	13.44	1.42	0.00
4	0.29	1169	61	13.56	1.48	0.00
14	0.86	3451	61	15.87	1.75	0.00
67	3.71	20831	61	28.28	3.13	0.00
67	3.75	21245	64	28.60	3.19	0.00
67	3.76	21161	63	28.50	3.15	0.00
68	3.74	21245	63	28.52	3.18	0.00
67	3.70	21143	64	28.66	3.16	0.00
67	3.70	21254	64	28.83	3.15	0.00
107	5.86	32342	63	31.67	3.16	0.00
131	7.32	41262	63	33.66	3.19	0.00
130	7.32	41621	63	33.88	3.18	0.00
131	7.15	40953	65	33.78	3.17	0.00
130	7.16	41109	64	33.70	3.18	0.00
130	7.14	40918	65	33.50	3.17	0.00
131	7.19	41088	64	33.75	3.19	0.00
185	10.07	56483	64	37.91	3.19	0.00
198	10.47	60914	63	38.62	3.19	0.00
194	10.48	61246	64	39.17	3.19	0.00
193	10.40	61074	63	38.81	3.20	0.00
194	10.54	61262	63	39.33	3.19	0.00
195	10.44	60908	64	39.09	3.20	0.00
198	10.58	61014	65	38.97	3.17	0.00
196	10.56	61006	64	39.34	3.20	0.00
196	10.34	60995	63	39.16	3.17	0.00
198	10.29	60705	65	39.23	3.17	0.00
195	10.54	61103	64	39.50	3.18	0.00
195	10.53	60941	64	38.89	3.16	0.00
200	10.57	61097	64	38.88	3.17	0.00
208	10.72	60867	64	38.87	3.18	0.00
200	10.46	60790	63	38.99	3.19	0.00
207	10.74	61389	64	39.09	3.20	0.00
202	10.58	60636	63	39.09	3.17	0.00
198	10.63	60672	65	39.08	3.21	0.00
193	10.57	61138	65	39.08	3.18	0.00
197	10.38	60874	65	39.07	3.18	0.00
195	10.37	60928	62	39.09	3.20	0.00
194	10.39	60928	64	39.12	3.18	0.00
196	10.41	61353	65	39.57	3.20	0.00
196	10.46	60818	64	38.95	3.21	0.00
194	10.53	61048	65	38.93	3.20	0.00
194	10.41	61060	64	39.33	3.18	0.00
194	10.55	60980	64	39.02	3.21	0.00
194	10.38	60912	65	38.88	3.20	0.00
197	10.55	60873	63	38.83	3.18	0.00
197	10.46	61049	64	39.14	3.17	0.00
197	10.49	61059	65	39.21	3.17	0.00
194	10.45	61136	65	39.22	3.17	0.00
202	10.52	60746	65	39.14	3.17	0.00
195	10.31	61152	65	39.30	3.19	0.00
194	10.51	60637	64	38.85	3.21	0.00
195	10.37	60892	65	39.35	3.19	0.00
195	10.38	60863	66	39.23	3.18	0.00
194	10.39	60798	65	39.09	3.20	0.00
194	10.35	61021	65	39.32	3.20	0.00
197	10.46	61058	66	39.47	3.19	0.00
195	10.43	61342	64	39.51	3.17	0.00
193	10.49	60928	66	39.49	3.17	0.00
196	10.46	61377	65	39.96	3.18	0.00
197	10.39	60701	65	39.43	3.20	0.00
195	10.57	61248	66	39.92	3.22	0.00
196	10.31	60838	65	39.09	3.20	0.00
196	10.57	61094	65	39.43	3.20	0.00
195	10.47	61290	65	39.33	3.21	0.00
194	10.52	60825	65	39.19	3.18	0.00
204	10.69	61142	65	39.51	3.19	0.00
196	10.42	61134	66	39.66	3.20	0.00
198	10.50	60920	66	39.29	3.18	0.00
195	10.47	61135	65	39.28	3.19	0.00
202	10.64	61158	66	39.19	3.19	0.00
197	10.30	60782	65	39.53	3.22	0.00
196	10.59	61223	65	39.41	3.19	0.00
196	10.47	60872	64	39.41	3.17	0.00
195	10.57	60915	65	39.16	3.19	0.00
194	10.59	60992	66	39.20	3.19	0.00
195	10.43	60861	65	39.03	3.18	0.00
195	10.43	60969	66	39.22	3.19	0.00
195	10.40	61086	65	39.33	3.18	0.00
195	10.40	61256	65	39.49	3.19	0.00
197	10.47	60699	64	39.31	3.19	0.00
194	10.33	61147	64	39.41	3.20	0.00
194	10.46	61100	66	39.58	3.17	0.00
194	10.58	60477	66	39.03	3.18	0.00
197	10.61	61040	65	39.22	3.19	0.00
193	10.42	60975	65	39.25	3.19	0.00
194	10.39	60970	64	39.24	3.19	0.00
195	10.45	60851	64	39.23	3.21	0.00
196	10.55	61094	65	39.37	3.21	0.00
195	10.34	60800	65	39.42	3.18	0.00
197	10.48	61286	65	39.54	3.19	0.00
196	10.42	61014	65	39.27	3.17	0.00
199	10.42	60777	64	39.29	3.19	0.00
200	10.67	60824	66	39.48	3.18	0.00
195	10.43	60932	66	39.52	3.18	0.00
204	10.66	60725	66	39.17	3.20	0.00
193	10.50	61167	65	39.77	3.17	0.00
198	10.53	61122	64	39.57	3.19	0.00
196	10.43	60856	66	39.59	3.20	0.00
198	10.65	61249	65	39.82	3.20	0.00
194	10.37	60916	65	39.34	3.19	0.00
200	10.61	60914	64	39.48	3.20	0.00
195	10.50	61292	65	39.89	3.19	0.00
197	10.58	60825	65	39.57	3.20	0.00
197	10.55	61165	65	39.71	3.20	0.00
198	10.52	60573	65	39.01	3.19	0.00
197	10.68	60860	65	39.45	3.22	0.00
205	10.84	60844	65	39.44	3.21	0.00
194	10.58	61245	66	39.58	3.19	0.00
194	10.50	61147	64	39.82	3.19	0.00
199	10.61	60641	65	39.13	3.19	0.00
193	10.46	61230	66	39.67	3.19	0.00
196	10.55	60993	64	39.69	3.18	0.00
199	10.66	60950	64	39.39	3.18	0.00
195	10.56	61017	66	39.33	3.21	0.00
197	10.53	61249	66	39.66	3.17	0.00
194	10.48	60966	65	39.64	3.19	0.00
192	10.58	60714	65	39.03	3.18	0.00
196	10.51	60751	65	39.61	3.20	0.00
196	10.61	61196	65	39.85	3.21	0.00
197	10.61	60932	64	39.19	3.18	0.00
197	10.58	60941	64	39.62	3.18	0.00
198	10.50	61057	66	39.38	3.19	0.00
196	10.54	60965	65	39.47	3.19	0.00
204	10.69	61169	65	39.26	3.18	0.00
200	10.66	60908	65	39.72	3.18	0.00
201	10.54	61355	65	39.83	3.18	0.00
198	10.60	60869	65	39.67	3.18	0.00
193	10.50	60986	65	39.59	3.20	0.00
196	10.47	60986	65	39.87	3.16	0.00
