Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1157	61	13.27	1.40	0.00
4	0.32	1117	63	12.79	1.39	0.00
11	0.85	2367	63	19.35	2.23	0.00
12	0.98	2860	63	21.76	2.61	0.00
12	1.00	3081	62	22.16	2.65	0.00
12	0.98	2884	62	21.73	2.63	0.00
12	0.97	3035	62	21.93	2.65	0.00
12	1.00	3060	63	21.93	2.61	0.00
12	0.99	2935	63	21.94	2.62	0.00
12	0.99	2922	63	21.94	2.63	0.00
12	1.02	2866	63	21.77	2.61	0.00
12	1.04	3249	62	22.47	2.68	0.00
12	0.99	2795	62	21.72	2.62	0.00
11	0.95	3075	63	21.85	2.63	0.00
12	1.00	3008	62	21.96	2.64	0.00
12	0.98	2917	63	21.86	2.61	0.00
12	0.97	2986	63	21.97	2.63	0.00
12	0.98	2861	63	21.65	2.62	0.00
12	1.00	2953	63	22.04	2.66	0.00
11	0.94	2732	62	21.47	2.61	0.00
12	1.00	3126	63	22.12	2.63	0.00
12	0.98	2688	63	21.47	2.61	0.00
12	1.00	2917	63	21.92	2.66	0.00
12	1.01	3079	65	22.08	2.65	0.00
12	1.00	2948	62	21.89	2.66	0.00
12	1.01	2935	64	21.96	2.67	0.00
12	0.99	3064	63	22.14	2.65	0.00
12	0.98	2909	64	21.74	2.63	0.00
11	0.95	2818	65	21.63	2.66	0.00
12	0.98	3128	63	22.08	2.68	0.00
12	0.99	2754	63	21.37	2.61	0.00
12	1.02	3095	63	21.93	2.64	0.00
12	0.97	2891	63	21.75	2.66	0.00
12	0.99	2824	62	21.79	2.66	0.00
12	0.99	2960	63	21.79	2.63	0.00
12	0.99	2904	62	21.70	2.61	0.00
12	1.01	3080	63	21.98	2.66	0.00
12	1.00	3017	63	21.99	2.67	0.00
12	1.02	3184	63	22.66	2.71	0.00
12	0.98	2743	63	21.76	2.61	0.00
12	0.99	2903	63	21.73	2.65	0.00
12	1.01	3027	63	22.16	2.69	0.00
12	1.01	3132	64	22.07	2.66	0.00
12	1.02	2979	62	22.01	2.66	0.00
12	1.00	3081	63	21.93	2.65	0.00
11	0.96	2781	63	21.51	2.62	0.00
12	0.99	2756	63	21.61	2.63	0.00
12	1.00	3140	64	22.28	2.71	0.00
12	0.98	2833	65	22.26	2.69	0.00
12	0.98	2903	62	21.82	2.61	0.00
12	1.02	3218	64	22.35	2.69	0.00
12	1.01	3134	63	22.01	2.67	0.00
12	1.00	2757	63	21.73	2.63	0.00
12	1.02	3235	63	22.33	2.67	0.00
12	1.00	2972	63	21.91	2.63	0.00
12	0.97	2837	63	21.73	2.64	0.00
12	0.98	2910	64	21.91	2.64	0.00
12	1.00	2916	65	21.77	2.60	0.00
12	1.01	2944	63	21.99	2.67	0.00
12	1.00	2812	63	21.69	2.63	0.00
13	1.09	3244	63	22.14	2.67	0.00
12	1.01	2780	63	21.71	2.66	0.00
13	1.05	3223	63	22.33	2.70	0.00
