Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1407	61	14.24	1.61	0.00
3	0.28	973	61	13.10	1.47	0.00
4	0.31	1052	61	13.13	1.43	0.00
3	0.28	818	62	12.78	1.36	0.00
37	1.79	1528	61	19.09	1.81	0.00
99	4.12	2141	63	38.25	2.50	0.00
95	4.14	2172	64	36.14	2.64	0.00
96	4.39	2057	64	31.03	2.64	0.00
91	4.19	3145	63	30.07	2.56	0.00
99	4.51	1905	63	30.68	2.55	0.00
96	4.23	2803	65	33.76	2.60	0.00
83	3.65	2346	65	36.17	2.36	0.00
79	3.50	4707	65	36.47	2.44	0.00
82	3.60	2025	64	36.90	2.43	0.00
130	6.69	2282	65	42.69	2.75	0.00
172	7.92	3735	65	43.27	2.89	0.00
183	7.89	6603	66	50.12	2.92	0.00
169	7.29	3192	65	48.53	2.89	0.00
174	8.03	14561	65	45.37	2.89	0.00
170	7.46	3384	65	44.01	2.84	0.00
186	8.21	4108	64	45.83	2.82	0.00
263	12.58	15142	64	52.18	3.18	0.00
284	12.76	4207	65	47.41	3.10	0.00
295	13.12	3810	65	48.08	3.16	0.00
338	15.63	10265	65	50.43	3.12	0.00
358	16.21	6159	65	54.67	3.10	0.00
390	17.15	10567	66	58.23	3.29	0.00
356	16.14	13354	65	60.78	3.27	0.00
356	15.79	4373	66	59.81	3.19	0.00
373	16.33	6479	65	65.68	3.27	0.00
447	19.68	8787	65	70.20	3.37	0.00
439	19.67	5395	66	68.27	3.13	0.00
441	20.02	12108	65	66.11	3.15	0.00
469	21.38	12162	65	71.36	3.33	0.00
431	19.53	15960	66	68.17	3.22	0.00
434	19.51	14956	66	70.38	3.31	0.00
493	22.72	28606	66	61.82	3.43	0.00
468	21.16	11285	66	61.58	3.27	0.00
483	21.45	19535	67	71.06	3.63	0.00
451	21.73	15749	67	71.76	3.45	0.00
456	20.74	9830	67	68.66	3.21	0.00
461	21.63	7320	68	69.39	3.24	0.00
459	21.68	9016	68	67.07	3.20	0.00
477	21.57	16797	67	66.69	3.67	0.00
469	21.17	6522	68	70.04	3.32	0.00
445	20.32	8451	67	66.86	3.26	0.00
499	22.39	19970	68	64.01	3.30	0.00
453	19.66	5644	68	69.97	3.23	0.00
473	22.46	26509	67	63.32	3.35	0.00
459	21.39	26599	67	68.57	3.28	0.00
447	19.84	19080	68	71.35	3.37	0.00
456	21.10	30956	67	63.68	3.76	0.00
481	21.67	18249	66	68.08	3.56	0.00
498	22.48	20201	68	63.26	4.34	0.00
473	20.90	14480	68	74.24	3.92	0.00
477	23.43	77837	68	76.68	7.14	0.00
535	23.22	31417	68	80.76	4.37	0.00
460	20.09	8998	68	73.06	3.26	0.00
467	21.48	8182	69	72.42	3.39	0.00
448	20.22	12914	70	73.29	3.22	0.00
472	21.51	14959	67	74.47	3.20	0.00
441	20.24	19361	68	67.98	3.19	0.00
447	20.08	15265	68	71.02	3.46	0.00
444	19.19	17954	67	71.89	3.22	0.00
471	20.17	15233	69	74.58	3.46	0.00
464	21.81	23324	68	66.57	3.41	0.00
465	20.21	8185	68	71.39	3.25	0.00
425	19.76	21974	69	67.73	3.42	0.00
465	20.78	22086	68	69.18	3.29	0.00
435	20.58	23170	68	71.48	3.29	0.00
455	22.31	17064	68	68.68	3.23	0.00
453	19.81	8309	69	71.99	3.51	0.00
440	20.76	27062	68	74.52	3.46	0.00
452	19.94	11183	68	70.97	3.29	0.00
471	20.66	11822	69	69.99	3.31	0.00
443	20.18	17464	70	69.48	3.39	0.00
