Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	980	67	15.25	1.55	0.00
3	0.29	836	67	14.51	1.50	0.00
4	0.32	1216	67	15.02	1.61	0.00
4	0.31	1199	67	15.26	1.61	0.00
3	0.29	1027	67	14.70	1.52	0.00
4	0.31	1141	67	14.85	1.59	0.00
4	0.37	1005	66	14.51	1.54	0.00
4	0.30	908	67	14.71	1.53	0.00
4	0.32	1362	66	15.18	1.54	0.00
3	0.29	985	66	14.23	1.48	0.00
4	0.30	787	66	14.33	1.52	0.00
14	0.89	1228	65	16.34	1.79	0.00
145	6.44	7499	67	42.87	3.26	0.00
140	5.77	3927	67	47.43	3.03	0.00
138	5.60	4954	67	45.62	2.96	0.00
142	6.22	3291	67	46.63	3.18	0.00
123	5.03	4099	68	45.39	2.95	0.00
125	5.15	5322	68	46.07	2.95	0.00
115	4.83	6988	67	44.67	2.85	0.00
132	5.52	4877	68	46.58	3.01	0.00
136	6.14	2171	68	38.98	3.16	0.00
142	6.21	5011	67	41.35	3.21	0.00
141	6.01	4491	67	46.81	3.25	0.00
125	5.72	11061	67	40.12	3.14	0.00
144	6.14	9241	68	49.18	3.22	0.00
134	5.69	4021	67	47.91	3.18	0.00
136	5.66	3559	66	47.33	3.01	0.00
179	8.38	3340	68	53.00	3.34	0.00
265	11.97	31501	68	55.37	3.27	0.00
242	10.95	43406	68	59.99	3.25	0.00
255	12.16	12461	68	48.83	3.20	0.00
248	10.45	5941	67	56.59	3.12	0.00
244	10.51	20093	68	56.89	3.38	0.00
267	11.43	15572	67	59.10	3.11	0.00
235	12.02	18627	67	46.09	3.23	0.00
304	12.13	7450	68	61.71	3.22	0.00
282	11.16	4346	68	62.12	3.19	0.00
267	10.85	4538	69	61.27	3.08	0.00
285	10.78	4943	67	64.87	3.19	0.00
250	10.42	5626	67	57.28	3.11	0.00
253	10.80	22000	68	60.49	3.23	0.00
257	10.83	17522	67	58.92	3.25	0.00
260	12.59	3564	68	51.67	3.22	0.00
297	12.27	3211	68	58.60	3.21	0.00
281	12.35	3251	68	49.49	3.19	0.00
275	11.29	2715	68	53.02	3.18	0.00
326	14.72	4862	68	66.11	3.18	0.00
387	16.68	13628	69	70.44	3.47	0.00
406	17.35	23281	68	69.69	3.34	0.00
427	18.01	17448	69	68.87	3.51	0.00
407	17.20	4737	69	67.74	3.40	0.00
403	16.97	18265	68	70.08	3.48	0.00
419	17.45	9466	69	70.12	3.42	0.00
393	16.15	6331	70	69.59	3.23	0.00
414	16.70	10265	69	72.83	3.41	0.00
399	17.60	7487	70	70.03	3.34	0.00
411	17.06	18067	69	73.62	4.16	0.00
389	17.53	45149	69	69.71	3.83	0.00
357	16.53	87526	70	68.69	6.94	0.00
397	16.81	88411	70	72.91	7.03	0.00
350	16.39	89031	69	69.89	7.06	0.00
386	16.53	91144	69	70.24	7.13	0.00
348	17.76	36998	69	65.57	3.28	0.00
418	18.72	13684	70	69.43	3.41	0.00
451	23.58	65550	70	74.30	3.96	0.00
643	25.10	10097	70	91.29	3.41	0.00
623	24.11	33030	70	91.44	3.31	0.00
619	24.00	6923	70	89.66	3.20	0.00
628	24.16	11316	71	92.37	3.32	0.00
595	24.48	9840	69	86.21	3.19	0.00
647	24.78	6152	70	92.93	3.29	0.00
534	23.46	39345	69	83.29	3.89	0.00
541	22.80	18933	70	83.30	3.34	0.00
551	22.53	11709	70	82.27	3.24	0.00
524	23.57	29081	71	72.74	4.03	0.00
509	22.26	81566	71	78.09	6.76	0.00
693	29.12	41995	72	89.78	5.03	0.00
744	30.77	12674	71	95.99	3.43	0.00
726	30.51	18821	70	93.26	3.48	0.00
693	30.14	36238	72	91.75	3.77	0.00
650	30.59	35376	72	80.03	4.56	0.00
713	30.24	34977	72	96.33	4.07	0.00
687	30.15	44294	71	88.85	4.35	0.00
686	30.34	47415	71	89.71	4.56	0.00
743	30.10	56487	72	98.04	4.15	0.00
665	29.74	73011	72	92.70	5.25	0.00
653	29.27	98204	72	92.52	7.42	0.00
651	28.67	86174	73	90.16	6.95	0.00
689	29.84	84026	71	93.55	7.26	0.00
675	28.61	84833	72	92.75	7.04	0.00
670	29.58	54535	73	92.34	3.92	0.00
711	30.41	39692	72	95.61	4.52	0.00
701	29.88	34202	71	93.64	3.41	0.00
711	29.47	39401	73	93.61	4.63	0.00
727	30.29	24902	73	99.37	3.64	0.00
716	29.62	17680	72	94.24	3.82	0.00
734	30.52	38282	72	97.12	4.21	0.00
725	29.80	42247	72	96.27	3.48	0.00
670	29.68	57205	73	89.14	3.69	0.00
684	28.50	34252	73	94.58	4.76	0.00
652	30.33	63355	72	87.94	5.21	0.00
673	29.78	50118	72	92.11	3.51	0.00
738	30.67	21154	74	94.70	4.11	0.00
672	28.64	78886	73	97.32	5.25	0.00
723	30.13	28939	74	94.94	3.71	0.00
654	29.30	37071	72	90.64	3.63	0.00
686	30.02	38629	72	89.35	4.19	0.00
724	30.06	20255	73	96.08	3.98	0.00
682	29.31	49283	73	94.24	4.02	0.00
711	29.90	26638	74	95.51	4.16	0.00
725	30.14	29977	73	97.64	3.91	0.00
698	29.47	25536	74	94.08	4.00	0.00
723	30.34	11743	73	95.53	3.64	0.00
613	29.23	88983	73	88.57	5.66	0.00
695	30.88	19004	72	91.52	3.79	0.00
664	29.93	40297	72	91.61	4.10	0.00
721	31.15	31142	72	94.59	4.36	0.00
682	29.70	77320	72	97.34	5.67	0.00
702	30.23	43035	74	95.94	5.10	0.00
711	30.52	44137	73	97.34	6.15	0.00
767	30.07	23570	73	101.13	4.24	0.00
727	29.39	19165	74	96.82	4.05	0.00
664	29.37	63010	73	91.17	5.72	0.00
733	29.96	25927	74	97.86	3.97	0.00
700	29.46	49831	74	95.11	5.31	0.00
729	30.47	30889	75	97.29	4.96	0.00
698	29.99	67828	74	94.09	6.64	0.00
693	30.90	36538	74	89.12	5.29	0.00
755	30.40	43919	75	103.51	5.90	0.00
780	31.38	10997	74	101.05	4.51	0.00
727	29.99	25973	74	97.95	4.07	0.00
709	29.87	13461	74	95.69	3.64	0.00
722	29.42	25789	74	96.67	3.76	0.00
