Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1072	62	13.44	1.48	0.00
4	0.30	1184	62	14.18	1.53	0.00
3	0.29	981	62	13.38	1.50	0.00
3	0.29	1185	62	14.21	1.54	0.00
20	1.44	5964	62	19.73	2.19	0.00
36	2.66	12816	63	26.69	3.15	0.00
36	2.63	12482	62	26.66	3.13	0.00
35	2.67	12719	64	26.92	3.15	0.00
36	2.68	12931	63	26.81	3.16	0.00
66	4.69	20435	64	28.81	3.16	0.00
81	5.40	24435	63	29.77	3.17	0.00
70	4.91	24333	63	30.19	3.17	0.00
70	4.97	24284	63	30.01	3.17	0.00
70	5.07	24537	64	30.14	3.14	0.00
81	5.70	27400	63	31.19	3.16	0.00
103	7.22	35291	63	33.48	3.19	0.00
106	7.40	35921	64	33.86	3.19	0.00
107	7.60	35650	64	33.56	3.19	0.00
104	7.41	35687	64	33.79	3.20	0.00
105	7.35	35781	64	33.73	3.17	0.00
114	7.62	35582	64	33.18	3.20	0.00
115	7.82	35837	64	33.60	3.18	0.00
111	7.53	35639	64	34.05	3.16	0.00
107	7.36	35869	64	33.75	3.17	0.00
105	7.36	35439	64	33.90	3.18	0.00
106	7.48	35943	63	34.10	3.18	0.00
112	7.62	35905	64	33.91	3.17	0.00
109	7.54	35446	65	33.37	3.19	0.00
107	7.54	35782	64	33.84	3.18	0.00
105	7.42	35600	63	33.64	3.17	0.00
109	7.48	35405	63	33.43	3.18	0.00
106	7.44	35840	63	33.78	3.17	0.00
104	7.32	35792	63	33.79	3.19	0.00
103	7.42	35750	63	33.95	3.17	0.00
115	7.68	35886	64	33.74	3.17	0.00
107	7.53	35745	64	33.88	3.16	0.00
107	7.38	35805	65	33.70	3.19	0.00
107	7.43	35446	63	33.79	3.17	0.00
105	7.41	35937	64	33.76	3.18	0.00
106	7.42	35527	65	33.68	3.17	0.00
104	7.34	35813	64	33.89	3.20	0.00
107	7.44	35653	64	33.60	3.18	0.00
104	7.36	35546	64	33.69	3.19	0.00
105	7.39	36104	64	34.18	3.21	0.00
106	7.38	35750	64	33.86	3.18	0.00
103	7.25	35790	65	33.84	3.17	0.00
106	7.40	35624	63	33.87	3.18	0.00
103	7.33	35588	64	33.76	3.16	0.00
104	7.40	35554	64	33.73	3.18	0.00
105	7.39	35670	64	33.86	3.18	0.00
103	7.30	35955	64	33.96	3.18	0.00
103	7.39	35549	64	33.74	3.16	0.00
102	7.34	35590	64	33.86	3.17	0.00
105	7.33	35918	64	34.17	3.16	0.00
104	7.34	35628	64	33.98	3.19	0.00
110	7.65	35946	63	33.99	3.17	0.00
105	7.40	35757	63	33.91	3.16	0.00
106	7.38	35144	65	33.38	3.18	0.00
112	7.50	35321	64	32.97	3.18	0.00
108	7.51	35735	65	33.72	3.17	0.00
107	7.37	35602	63	33.72	3.19	0.00
106	7.49	35936	63	34.01	3.17	0.00
115	7.64	35534	64	33.40	3.15	0.00
103	7.45	35746	64	34.00	3.20	0.00
113	7.56	35339	63	32.86	3.18	0.00
111	7.61	36081	63	33.77	3.19	0.00
107	7.44	35447	64	33.66	3.19	0.00
113	7.65	35436	64	33.71	3.16	0.00
106	7.47	35880	65	33.69	3.19	0.00
114	7.65	35468	65	33.54	3.19	0.00
117	7.70	35914	64	33.70	3.21	0.00
104	7.44	35690	64	33.96	3.19	0.00
103	7.42	35619	64	34.13	3.19	0.00
105	7.54	35968	63	34.19	3.20	0.00
104	7.44	36022	64	34.32	3.18	0.00
103	7.33	35322	63	33.74	3.19	0.00
106	7.40	35525	64	33.84	3.19	0.00
106	7.47	35842	64	34.04	3.21	0.00
108	7.46	35527	65	33.53	3.19	0.00
109	7.58	35813	63	34.01	3.18	0.00
109	7.50	35821	65	33.89	3.19	0.00
111	7.49	35482	64	33.47	3.20	0.00
107	7.40	35414	64	33.58	3.20	0.00
108	7.47	35882	63	34.21	3.20	0.00
105	7.41	35359	63	33.70	3.19	0.00
112	7.60	35882	64	33.69	3.16	0.00
107	7.51	35521	64	33.97	3.19	0.00
107	7.51	35329	65	33.84	3.19	0.00
106	7.46	35636	64	34.00	3.16	0.00
106	7.44	35679	64	33.93	3.18	0.00
114	7.74	35934	64	33.83	3.18	0.00
104	7.39	35585	65	34.10	3.20	0.00
105	7.32	35784	64	34.38	3.19	0.00
103	7.38	35659	64	33.99	3.20	0.00
105	7.44	35892	65	33.82	3.20	0.00
112	7.59	35765	64	33.73	3.19	0.00
120	7.96	35357	64	33.21	3.20	0.00
116	7.90	35863	64	33.59	3.18	0.00
103	7.24	35354	64	33.67	3.18	0.00
110	7.49	35522	65	33.94	3.18	0.00
112	7.57	35748	65	33.88	3.19	0.00
105	7.42	35757	64	33.92	3.19	0.00
111	7.60	35550	64	33.81	3.18	0.00
105	7.44	36210	64	34.24	3.19	0.00
109	7.56	35655	64	33.58	3.18	0.00
108	7.45	35533	63	33.72	3.22	0.00
106	7.40	35527	65	33.80	3.20	0.00
115	7.75	35509	65	33.67	3.17	0.00
115	7.69	35708	64	33.65	3.19	0.00
111	7.55	35606	65	33.93	3.20	0.00
109	7.56	35857	64	34.21	3.21	0.00
104	7.43	35468	63	33.92	3.20	0.00
106	7.30	35714	64	34.06	3.17	0.00
104	7.21	35681	64	33.99	3.19	0.00
106	7.35	35438	65	33.80	3.17	0.00
107	7.46	35790	64	33.79	3.18	0.00
105	7.40	35671	64	34.22	3.17	0.00
106	7.35	35592	64	34.03	3.21	0.00
107	7.53	35539	63	34.19	3.19	0.00
103	7.38	35756	64	34.38	3.19	0.00
115	7.75	35866	65	33.86	3.20	0.00
106	7.36	35496	64	33.73	3.21	0.00
104	7.39	35898	64	34.30	3.21	0.00
103	7.34	35799	64	34.24	3.19	0.00
107	7.37	35536	64	34.10	3.19	0.00
106	7.37	35843	64	34.08	3.18	0.00
109	7.43	35616	64	34.07	3.20	0.00
106	7.34	35170	65	33.80	3.20	0.00
106	7.52	35872	64	34.32	3.21	0.00
108	7.45	35587	63	33.89	3.21	0.00
108	7.46	35372	64	33.83	3.20	0.00
105	7.44	35579	64	34.16	3.20	0.00
104	7.42	35624	65	34.09	3.19	0.00
108	7.50	35777	64	34.12	3.18	0.00
120	7.99	6191	64	34.29	3.15	0.00
