Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1102	60	13.76	1.45	0.00
4	0.30	1202	61	13.94	1.55	0.00
4	0.30	1035	62	13.58	1.45	0.00
3	0.27	686	62	12.18	1.34	0.00
3	0.28	887	61	13.11	1.39	0.00
4	0.30	1009	61	12.88	1.37	0.00
88	3.91	2476	62	32.38	2.51	0.00
92	4.23	2195	62	31.17	2.64	0.00
101	4.56	2276	62	30.66	2.64	0.00
94	4.27	1876	63	30.72	2.68	0.00
119	5.48	2250	62	32.42	2.73	0.00
194	10.26	3768	63	40.39	3.19	0.00
190	8.72	2648	63	40.39	3.08	0.00
188	8.53	2561	63	40.48	3.10	0.00
179	8.22	3327	62	39.85	3.08	0.00
246	10.91	3475	63	45.82	3.08	0.00
268	12.73	20323	64	47.72	3.18	0.00
271	12.16	9863	63	50.86	3.22	0.00
269	12.17	8698	65	53.47	3.16	0.00
266	11.57	4198	65	55.58	3.08	0.00
271	12.27	5554	65	54.27	3.37	0.00
269	12.65	6208	65	51.96	3.20	0.00
275	12.16	4826	66	51.93	3.18	0.00
265	11.87	6218	65	52.66	3.30	0.00
261	11.93	10906	65	49.28	2.87	0.00
275	11.95	5974	65	54.36	3.16	0.00
256	11.43	8472	65	52.50	3.17	0.00
287	12.67	10242	64	50.84	3.57	0.00
284	12.92	3721	65	48.17	3.23	0.00
287	13.02	4421	65	48.73	3.24	0.00
274	12.57	7588	65	46.51	3.12	0.00
279	12.45	6249	65	48.74	3.40	0.00
282	13.15	25536	64	49.33	3.42	0.00
275	12.74	20808	65	46.86	3.18	0.00
284	12.81	5717	65	51.04	3.21	0.00
271	12.44	15490	66	52.68	3.25	0.00
280	12.47	5371	65	48.72	3.26	0.00
282	12.25	3387	66	52.99	3.12	0.00
272	11.89	3691	66	54.91	3.07	0.00
273	11.94	4015	65	54.16	3.12	0.00
282	12.26	5030	66	55.15	3.26	0.00
279	12.27	5676	66	53.79	3.26	0.00
287	12.75	5152	65	47.71	3.33	0.00
283	12.62	2989	66	46.45	3.04	0.00
293	13.14	6280	65	47.94	3.31	0.00
287	12.90	4891	65	48.15	3.54	0.00
287	12.85	5807	65	48.27	3.41	0.00
278	12.73	9415	65	47.39	3.28	0.00
295	13.35	5546	66	49.14	3.46	0.00
270	13.47	16995	65	49.04	3.29	0.00
273	11.89	4166	66	55.58	3.05	0.00
270	11.90	7520	65	56.82	3.20	0.00
281	12.70	3372	66	49.20	3.07	0.00
282	12.81	10739	65	48.05	3.31	0.00
282	12.68	7136	66	53.55	3.29	0.00
289	13.28	13464	65	48.84	3.30	0.00
281	12.46	3839	65	48.25	3.23	0.00
285	12.78	6024	66	48.60	3.40	0.00
284	12.58	8987	64	47.86	3.25	0.00
292	13.20	14969	66	51.90	3.48	0.00
255	11.65	16923	66	56.28	3.31	0.00
262	11.90	14142	66	53.08	3.17	0.00
266	12.10	9447	66	53.74	3.21	0.00
262	11.48	4115	66	54.80	3.14	0.00
258	11.53	8865	65	53.21	3.07	0.00
273	12.23	5051	65	50.71	3.42	0.00
275	13.05	5314	64	50.21	3.19	0.00
281	12.39	5308	65	54.96	3.20	0.00
266	11.94	7319	65	54.65	3.13	0.00
252	11.18	4358	65	54.45	3.18	0.00
283	12.48	5056	66	54.91	3.35	0.00
272	12.09	11062	66	56.66	3.33	0.00
262	12.03	18274	65	55.80	3.26	0.00
273	12.14	10227	66	55.37	3.20	0.00
271	11.74	5130	66	55.51	3.11	0.00
257	11.85	10580	66	52.84	3.50	0.00
282	12.81	10349	66	48.93	3.21	0.00
288	12.93	13109	66	50.53	3.36	0.00
264	11.81	4919	67	51.85	3.06	0.00
259	11.97	17325	66	52.89	3.23	0.00
276	11.97	5627	65	54.12	3.26	0.00
266	11.93	3975	66	51.75	3.02	0.00
287	12.37	6362	66	55.64	3.41	0.00
281	12.92	9186	65	52.16	3.72	0.00
264	11.64	3535	67	54.70	3.11	0.00
252	11.40	6005	67	54.72	3.14	0.00
256	11.51	10515	66	52.42	2.93	0.00
257	11.45	5575	66	57.26	3.17	0.00
273	12.19	6101	67	54.72	3.19	0.00
286	12.81	4906	66	50.79	3.25	0.00
290	13.03	3989	67	49.07	3.28	0.00
276	12.66	5465	66	47.84	3.30	0.00
293	13.23	8641	66	48.47	3.21	0.00
274	12.58	8839	65	48.27	3.19	0.00
285	12.69	4170	66	49.15	3.28	0.00
294	13.10	8280	66	49.93	3.42	0.00
275	12.23	12874	66	56.50	3.26	0.00
282	12.66	6755	67	58.56	3.46	0.00
271	12.13	7317	67	55.81	3.48	0.00
297	13.71	9711	66	50.06	3.40	0.00
280	13.08	5404	66	56.89	3.29	0.00
280	12.48	4945	67	49.06	3.32	0.00
295	13.17	7844	66	49.45	3.30	0.00
274	12.13	3941	67	53.53	3.20	0.00
259	11.79	20230	67	52.68	3.17	0.00
273	12.35	7736	66	48.55	3.19	0.00
