Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1112	62	13.90	1.50	0.00
3	0.29	1021	62	13.25	1.42	0.00
3	0.29	866	62	13.12	1.40	0.00
4	0.32	1407	61	14.03	1.48	0.00
4	0.29	1104	61	14.16	1.50	0.00
41	2.34	12329	62	23.00	2.45	0.00
68	3.71	20874	63	28.64	3.11	0.00
67	3.70	21394	61	28.88	3.09	0.00
67	3.77	21292	62	28.95	3.11	0.00
67	3.77	21232	63	28.82	3.09	0.00
67	3.69	21063	62	28.72	3.12	0.00
66	3.79	20987	63	28.73	3.10	0.00
67	3.74	21323	62	28.79	3.12	0.00
67	3.73	21392	63	28.79	3.11	0.00
67	3.72	21224	62	28.70	3.10	0.00
66	3.72	21263	63	28.94	3.10	0.00
67	3.68	21359	63	28.69	3.11	0.00
66	3.75	21067	63	28.69	3.10	0.00
67	3.75	21346	63	29.07	3.11	0.00
67	3.79	21037	63	28.69	3.11	0.00
66	3.76	21010	63	28.59	3.12	0.00
67	3.78	21402	63	29.10	3.08	0.00
68	3.63	21174	63	28.85	3.10	0.00
11	0.73	3867	63	16.79	1.79	0.00
3	0.29	1070	63	13.77	1.44	0.00
4	0.31	1390	62	13.83	1.41	0.00
3	0.27	826	61	12.75	1.39	0.00
4	0.30	1193	62	13.36	1.39	0.00
4	0.31	1244	62	14.08	1.47	0.00
4	0.30	505	61	12.33	1.29	0.00
4	0.30	1190	63	13.24	1.43	0.00
3	0.29	1036	62	13.54	1.44	0.00
4	0.30	1032	62	13.39	1.40	0.00
4	0.30	1197	61	14.11	1.48	0.00
28	1.61	7952	62	19.30	2.08	0.00
66	3.74	21181	62	28.56	3.13	0.00
67	3.69	21313	63	29.06	3.09	0.00
67	3.71	21271	63	28.86	3.11	0.00
66	3.81	21268	63	28.96	3.11	0.00
67	3.79	21131	62	28.63	3.10	0.00
66	3.74	21021	64	28.51	3.10	0.00
67	3.68	20996	63	28.76	3.10	0.00
67	3.73	21168	64	28.84	3.11	0.00
67	3.64	21374	63	29.03	3.10	0.00
67	3.73	21026	64	28.83	3.12	0.00
67	3.78	21499	63	29.22	3.09	0.00
67	3.70	21163	65	28.65	3.10	0.00
66	3.81	21174	64	28.61	3.13	0.00
68	3.65	21249	63	29.08	3.10	0.00
67	3.73	21001	63	28.76	3.12	0.00
67	3.66	21116	63	28.66	3.11	0.00
