Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1329	62	14.31	1.44	0.00
3	0.29	1038	62	13.92	1.43	0.00
4	0.30	1178	63	14.24	1.40	0.00
98	4.16	1660	63	32.63	2.51	0.00
137	5.44	2071	63	45.01	2.91	0.00
144	6.01	3247	64	43.96	2.96	0.00
122	5.83	14497	64	42.49	3.08	0.00
162	7.43	12791	65	43.72	2.93	0.00
264	10.94	33061	65	62.06	3.25	0.00
248	9.27	3720	66	61.93	3.16	0.00
255	10.57	8435	65	59.12	3.11	0.00
267	11.14	16418	65	59.38	3.57	0.00
256	12.53	3760	65	56.84	3.12	0.00
418	17.86	23106	65	69.97	3.39	0.00
429	18.41	9070	65	59.79	3.48	0.00
389	17.49	9472	66	67.90	3.38	0.00
430	16.92	9993	65	73.81	3.46	0.00
380	15.59	6406	66	68.36	3.44	0.00
484	21.55	6602	66	75.77	3.32	0.00
579	23.15	5361	66	83.87	3.18	0.00
547	22.69	6169	67	79.99	3.16	0.00
526	21.89	11859	67	82.11	3.48	0.00
530	23.78	26202	67	81.50	3.99	0.00
601	24.17	6520	67	86.62	3.31	0.00
597	24.33	14504	67	85.40	3.41	0.00
523	22.96	23374	67	80.30	3.33	0.00
588	22.96	9319	68	85.85	3.29	0.00
533	22.76	27069	67	78.85	3.86	0.00
574	24.45	59036	67	83.44	6.59	0.00
590	23.90	13322	67	85.51	3.76	0.00
574	24.64	49354	67	82.84	6.72	0.00
566	23.99	38093	67	80.38	6.53	0.00
577	24.40	26456	68	83.07	3.13	0.00
595	23.57	13454	68	87.16	3.43	0.00
532	23.23	8269	67	79.67	3.22	0.00
514	22.25	21870	68	80.38	3.46	0.00
507	22.86	51094	68	75.93	3.19	0.00
526	22.24	21864	67	84.08	3.53	0.00
534	21.39	15200	67	83.64	3.21	0.00
552	21.71	6331	68	83.20	3.28	0.00
522	24.05	67837	68	82.68	6.24	0.00
596	23.22	17008	68	88.69	3.71	0.00
510	22.78	37484	68	81.74	5.23	0.00
558	23.23	33706	69	83.54	3.63	0.00
575	23.38	14520	69	86.75	4.53	0.00
590	24.01	44580	69	88.04	6.11	0.00
549	23.92	62051	70	83.29	7.36	0.00
568	24.33	41842	69	82.52	7.06	0.00
602	24.07	22483	69	87.45	5.00	0.00
649	23.75	7509	70	96.08	3.40	0.00
568	22.09	4498	70	86.29	3.18	0.00
521	20.92	5319	69	81.08	3.19	0.00
537	22.19	9221	69	80.03	3.67	0.00
556	23.25	12171	69	83.44	3.67	0.00
529	23.40	29444	70	80.72	3.69	0.00
526	23.36	30053	69	80.30	3.43	0.00
549	23.25	5164	69	80.49	3.19	0.00
519	22.23	3773	69	73.99	3.07	0.00
492	23.17	47121	69	74.25	3.42	0.00
555	23.77	33100	70	81.19	3.81	0.00
526	23.65	45642	70	79.29	4.33	0.00
545	23.60	53831	70	81.40	5.87	0.00
466	20.97	107742	70	78.83	8.09	0.00
605	25.24	41779	70	87.00	6.97	0.00
623	25.04	47515	70	90.29	7.19	0.00
589	24.10	45849	71	87.90	7.34	0.00
564	23.58	39896	72	85.43	7.20	0.00
601	24.42	40952	70	87.90	7.31	0.00
580	24.20	35560	70	85.26	7.18	0.00
569	24.29	56127	70	84.39	7.17	0.00
542	24.27	59409	70	83.48	7.25	0.00
580	24.54	43136	71	84.08	7.08	0.00
587	24.16	45895	71	87.72	7.36	0.00
525	24.14	88797	71	83.77	7.55	0.00
574	24.34	40739	71	85.79	7.26	0.00
547	22.76	96715	71	84.31	7.67	0.00
608	23.80	56410	71	89.88	5.96	0.00
648	25.05	11998	71	92.12	3.21	0.00
620	24.56	11093	71	91.63	3.36	0.00
601	23.67	8332	71	89.06	3.26	0.00
524	23.53	45719	71	83.12	4.22	0.00
535	23.61	32364	72	83.17	3.28	0.00
577	25.06	34802	71	83.10	3.42	0.00
565	24.20	6686	73	85.92	3.22	0.00
577	23.20	35548	71	88.07	3.30	0.00
642	24.45	9681	72	93.12	3.51	0.00
614	24.58	7299	72	88.86	3.23	0.00
629	24.13	7626	71	91.56	3.23	0.00
627	23.86	4161	72	91.53	3.21	0.00
555	23.01	42028	73	87.35	3.80	0.00
593	24.83	5536	71	87.76	3.22	0.00
611	24.54	23100	72	88.94	4.55	0.00
535	23.46	19979	71	83.11	4.38	0.00
572	23.62	26639	72	84.54	3.31	0.00
565	23.55	10483	72	82.29	3.46	0.00
573	23.47	9968	71	84.82	3.82	0.00
552	23.20	6439	70	83.08	3.53	0.00
561	23.58	19416	72	82.67	4.24	0.00
554	23.21	41291	72	85.49	5.49	0.00
586	23.99	65464	71	87.17	6.53	0.00
570	23.75	65911	71	86.07	6.58	0.00
560	23.79	32278	71	86.63	3.73	0.00
587	23.75	15903	72	87.69	3.20	0.00
580	23.57	5164	72	84.92	3.22	0.00
591	23.88	7097	71	84.90	3.22	0.00
558	21.94	12175	72	85.09	3.44	0.00
547	22.17	14589	71	83.20	3.17	0.00
579	24.15	7415	71	82.26	3.17	0.00
479	22.90	23866	71	70.19	3.28	0.00
526	23.13	8946	72	82.67	3.31	0.00
485	23.83	50970	71	78.69	4.82	0.00
658	25.03	11069	73	93.52	3.26	0.00
589	23.92	22881	72	88.32	3.16	0.00
576	21.85	10484	71	90.05	3.23	0.00
577	21.79	5880	71	88.61	3.20	0.00
593	22.80	16519	73	89.81	3.68	0.00
529	21.98	58549	71	83.93	3.21	0.00
553	22.26	22727	72	84.20	3.57	0.00
543	22.20	12825	71	84.76	3.34	0.00
560	22.83	13539	72	86.61	3.77	0.00
557	22.93	8840	72	83.08	3.55	0.00
532	22.32	12299	72	79.35	3.21	0.00
524	23.49	63218	73	82.03	4.78	0.00
501	22.66	29636	72	79.50	3.85	0.00
491	23.20	34554	71	76.59	3.58	0.00
576	24.28	8452	73	85.70	3.43	0.00
543	23.24	36557	72	81.32	3.55	0.00
531	22.31	24916	73	81.65	3.40	0.00
560	23.22	11329	72	81.23	3.33	0.00
543	23.47	20023	72	78.53	3.93	0.00
569	23.24	6801	72	83.90	3.23	0.00
534	22.06	35934	72	83.76	3.67	0.00
578	22.76	33536	72	87.85	5.58	0.00
600	24.28	36913	72	88.12	5.66	0.00
577	23.79	45583	72	87.36	6.06	0.00
566	24.01	58040	72	83.73	6.62	0.00
578	24.23	71926	72	85.85	6.69	0.00
605	24.39	47913	73	89.88	6.01	0.00
580	23.67	38038	72	88.91	3.35	0.00
573	23.83	10910	73	85.04	3.15	0.00
563	23.15	24438	73	87.78	3.71	0.00
589	22.85	9987	72	88.73	3.44	0.00
572	23.48	9019	72	83.79	3.38	0.00
511	23.03	40016	72	79.78	3.29	0.00
524	23.04	7767	73	79.60	3.35	0.00
566	22.25	20435	73	88.55	3.56	0.00
539	22.22	12951	72	82.58	3.45	0.00
527	23.62	28968	73	76.61	3.38	0.00
536	23.92	11999	72	83.90	3.44	0.00
549	23.58	44485	72	82.85	3.51	0.00
572	24.15	22519	72	82.52	3.92	0.00
564	23.09	11277	72	87.05	3.93	0.00
544	22.85	7092	72	82.39	3.23	0.00
596	23.49	12823	72	89.58	3.51	0.00
550	23.27	13114	73	82.59	3.47	0.00
541	22.35	15204	72	83.98	3.30	0.00
528	22.69	16814	72	81.12	3.28	0.00
514	21.88	13302	72	79.74	3.36	0.00
515	21.63	12259	72	81.01	3.29	0.00
528	23.18	22965	72	82.58	4.52	0.00
542	23.82	36884	73	83.16	4.17	0.00
532	23.35	28862	72	82.95	3.61	0.00
585	24.28	50639	72	85.11	5.72	0.00
586	24.30	62124	73	86.49	6.76	0.00
592	23.90	30860	73	87.50	4.50	0.00
599	23.45	44576	73	91.15	3.38	0.00
564	21.58	8536	74	88.16	3.42	0.00
494	20.85	35909	73	80.64	3.35	0.00
517	22.49	30334	73	83.68	4.53	0.00
561	23.77	31740	73	84.50	4.65	0.00
565	23.91	67183	72	83.83	6.93	0.00
538	24.31	14751	73	79.31	4.75	0.00
537	23.75	55411	73	78.42	6.03	0.00
520	22.80	87492	73	81.22	7.00	0.00
543	23.86	57666	73	84.69	6.46	0.00
539	23.77	74363	73	84.45	4.64	0.00
560	24.88	8216	73	75.44	3.21	0.00
633	25.23	5416	73	88.16	3.17	0.00
543	23.73	67128	73	86.03	3.80	0.00
484	23.62	71884	74	79.61	5.95	0.00
636	24.52	47958	73	96.68	3.34	0.00
670	25.18	6799	75	96.66	3.18	0.00
581	24.25	41087	72	88.56	3.37	0.00
616	24.88	9188	73	92.65	3.52	0.00
550	23.77	66328	73	85.56	4.16	0.00
531	22.94	11481	72	80.79	3.32	0.00
525	23.28	29663	73	82.43	3.61	0.00
603	24.67	6617	72	85.71	3.21	0.00
562	22.29	8440	74	86.04	3.41	0.00
528	22.41	31150	74	83.13	3.47	0.00
508	23.34	28024	73	79.33	3.21	0.00
519	23.82	9806	73	79.47	3.72	0.00
586	24.84	17671	72	81.79	3.90	0.00
570	23.25	18668	73	85.40	3.95	0.00
528	22.29	28830	74	83.96	3.27	0.00
530	22.44	13979	74	81.63	3.21	0.00
498	22.62	57639	73	80.36	3.41	0.00
589	24.75	50274	74	83.65	5.77	0.00
527	23.68	47771	74	84.08	5.82	0.00
453	17.61	9169	73	79.16	3.53	0.00
434	16.58	13338	73	79.40	3.76	0.00
398	15.27	6926	74	76.03	3.53	0.00
262	10.65	7247	73	63.45	3.14	0.00
260	10.98	24524	72	59.94	3.27	0.00
246	10.31	11882	72	59.06	3.26	0.00
258	10.05	4667	72	63.82	3.26	0.00
261	10.92	5099	71	57.73	3.26	0.00
274	11.76	10848	72	55.17	3.19	0.00
236	11.43	31945	72	51.20	3.15	0.00
218	9.66	6761	71	52.55	3.29	0.00
151	6.45	6426	71	48.23	3.34	0.00
141	6.10	3937	71	47.21	3.19	0.00
69	3.13	2868	71	27.94	2.37	0.00
3	0.28	650	70	13.63	1.31	0.00
4	0.31	1217	69	15.56	1.59	0.00
