Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
256	10.87	26320	66	62.13	3.30	0.00
272	10.80	4077	65	61.53	3.23	0.00
267	10.90	11199	65	62.38	3.21	0.00
263	10.15	3044	66	61.30	3.16	0.00
259	10.64	6814	65	58.02	3.17	0.00
248	10.83	4381	67	58.16	3.12	0.00
284	11.64	4311	67	62.61	3.19	0.00
257	11.43	22628	65	57.34	3.21	0.00
276	11.50	18028	66	61.82	3.22	0.00
243	10.31	29443	66	59.77	3.32	0.00
265	11.33	5415	66	58.55	3.25	0.00
269	10.74	5115	66	58.67	3.35	0.00
264	11.86	26971	66	52.77	3.21	0.00
269	10.93	13318	65	59.44	3.21	0.00
223	11.07	19267	66	53.63	3.17	0.00
262	12.34	33882	66	60.55	3.32	0.00
294	12.54	14315	66	63.93	4.11	0.00
236	10.97	25212	66	57.32	3.22	0.00
244	11.20	26628	66	56.78	3.14	0.00
235	12.07	18669	66	44.94	3.15	0.00
301	12.44	15649	66	61.68	3.21	0.00
253	12.10	34148	66	53.70	3.32	0.00
273	11.11	5758	68	59.83	3.25	0.00
251	10.86	11014	65	55.49	3.37	0.00
284	11.32	10385	65	61.72	3.47	0.00
294	11.58	8744	65	62.74	3.55	0.00
282	11.15	7883	66	61.46	3.52	0.00
272	11.37	7960	65	59.74	3.71	0.00
283	11.98	7886	66	58.86	3.68	0.00
262	11.01	7737	65	59.01	3.56	0.00
299	12.66	9610	66	61.60	3.66	0.00
266	11.71	19054	65	58.10	4.39	0.00
286	12.50	17199	65	59.12	4.19	0.00
293	11.93	14927	65	62.60	3.97	0.00
274	10.81	8642	67	61.92	3.66	0.00
269	11.26	4776	66	57.05	3.38	0.00
256	10.18	4850	67	60.36	3.17	0.00
269	11.05	7032	67	60.19	3.22	0.00
245	10.31	8072	66	57.07	3.21	0.00
249	10.15	3525	67	59.74	3.14	0.00
267	10.81	13053	67	61.66	3.53	0.00
269	11.49	6650	66	60.41	3.24	0.00
260	11.04	10726	67	57.96	3.44	0.00
275	11.16	8015	67	61.49	3.37	0.00
251	11.76	3446	66	57.30	3.30	0.00
280	11.99	4022	66	55.66	3.17	0.00
283	11.29	5332	67	61.25	3.18	0.00
269	10.44	4020	67	62.00	3.07	0.00
250	11.17	12651	66	52.25	3.09	0.00
283	11.59	5935	66	59.87	3.34	0.00
269	11.80	3298	66	48.88	3.22	0.00
255	12.01	5833	66	52.45	3.49	0.00
268	11.93	5987	67	58.25	3.34	0.00
270	11.87	3589	67	51.00	3.18	0.00
284	12.28	4386	67	53.35	3.27	0.00
267	11.42	12285	67	59.03	3.26	0.00
269	10.76	4742	67	58.22	3.36	0.00
269	11.42	11761	67	59.52	3.75	0.00
251	12.13	32670	67	56.30	4.58	0.00
233	11.61	11735	66	57.55	3.21	0.00
243	10.81	22554	68	57.79	3.17	0.00
257	11.40	8092	67	60.74	3.47	0.00
291	12.22	4032	67	58.30	3.43	0.00
297	12.75	8950	68	53.90	3.75	0.00
296	12.31	7149	68	62.68	3.60	0.00
289	11.51	4911	68	62.89	3.30	0.00
266	11.07	6597	67	60.79	3.45	0.00
254	10.71	5374	68	57.86	3.36	0.00
295	12.74	6797	67	52.63	3.82	0.00
295	12.32	13770	68	57.92	3.75	0.00
265	10.95	8718	68	61.22	3.67	0.00
278	11.71	6613	68	59.87	3.66	0.00
259	10.70	17323	68	61.16	3.61	0.00
281	11.47	13197	68	61.84	3.74	0.00
284	11.76	8704	68	59.67	3.83	0.00
260	12.77	29685	67	53.34	5.71	0.00
300	12.72	11042	68	62.83	3.91	0.00
281	11.81	7676	68	61.62	3.87	0.00
277	11.40	10048	67	61.31	3.65	0.00
291	12.17	10409	67	63.30	4.76	0.00
287	11.13	8880	68	62.38	3.39	0.00
285	11.10	12553	69	62.24	3.58	0.00
249	11.43	31847	70	60.18	3.75	0.00
269	12.13	32067	69	61.69	4.90	0.00
308	11.76	14401	69	65.06	3.49	0.00
278	11.42	13860	69	62.77	3.84	0.00
271	10.83	4528	69	61.20	3.35	0.00
275	11.23	8325	69	61.97	3.91	0.00
296	12.23	7319	69	61.88	3.69	0.00
252	11.58	17919	69	52.12	4.54	0.00
322	12.65	9902	69	65.52	3.71	0.00
268	10.50	7731	69	62.09	3.57	0.00
279	11.74	7579	69	60.60	3.74	0.00
301	12.70	7945	69	61.76	4.02	0.00
270	11.47	7545	68	57.85	3.76	0.00
282	12.27	11387	70	59.17	3.68	0.00
259	11.60	2567	69	51.99	3.19	0.00
293	11.50	4985	69	64.53	3.24	0.00
265	10.39	4411	68	62.20	3.20	0.00
281	11.32	4313	69	62.44	3.13	0.00
261	10.69	3629	69	59.38	3.24	0.00
266	10.54	4194	68	60.09	3.15	0.00
269	11.42	5611	68	54.81	3.21	0.00
262	10.63	4211	68	58.26	3.16	0.00
268	10.44	6185	68	63.40	3.22	0.00
271	10.61	7538	68	62.83	3.36	0.00
272	10.30	4024	69	63.54	3.15	0.00
266	10.79	16657	68	61.51	3.16	0.00
256	10.08	6894	67	61.68	3.33	0.00
254	10.01	9183	69	62.85	3.28	0.00
234	10.29	25042	68	56.50	3.21	0.00
245	10.44	3261	68	55.09	3.06	0.00
261	11.48	19001	68	55.78	3.36	0.00
280	11.89	12041	69	59.20	3.22	0.00
270	11.77	9637	68	53.81	3.17	0.00
236	12.11	4285	69	52.99	3.25	0.00
285	11.29	8401	69	63.16	3.24	0.00
230	10.11	25967	68	60.46	3.19	0.00
255	9.85	10786	69	61.88	3.17	0.00
264	10.56	4504	68	61.71	3.24	0.00
267	11.24	6104	69	56.72	3.25	0.00
259	10.86	4940	68	57.56	3.27	0.00
255	10.20	2363	69	57.47	3.20	0.00
266	10.65	3245	68	59.25	3.30	0.00
237	10.81	22009	68	53.54	3.17	0.00
264	11.02	7440	69	58.60	3.15	0.00
255	11.41	4805	68	48.75	3.11	0.00
254	10.65	5132	68	54.50	3.19	0.00
274	10.53	3761	68	62.73	3.16	0.00
249	10.37	3440	69	56.44	3.03	0.00
274	11.17	4180	68	57.33	3.35	0.00
203	10.91	54055	68	49.31	3.28	0.00
265	10.87	21294	68	61.62	3.27	0.00
242	9.69	3946	67	60.79	3.19	0.00
244	10.37	5026	68	54.92	3.16	0.00
249	11.41	22915	67	55.13	3.20	0.00
267	11.17	5880	67	53.82	3.37	0.00
275	11.66	19293	69	63.21	3.92	0.00
274	11.20	5329	68	60.66	3.37	0.00
269	11.24	10216	69	60.57	3.41	0.00
260	12.16	3666	69	50.87	3.25	0.00
276	11.42	3045	68	56.73	3.17	0.00
287	10.59	2561	69	63.80	3.08	0.00
254	10.03	10147	69	62.81	3.15	0.00
281	10.63	3564	69	63.29	3.15	0.00
266	10.78	3166	68	57.15	3.09	0.00
254	10.59	3490	68	56.03	3.13	0.00
