Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.30	1066	65	14.40	1.61	0.00
4	0.31	1125	64	14.83	1.72	0.00
4	0.30	971	65	14.06	1.57	0.00
4	0.30	921	64	13.68	1.51	0.00
4	0.30	1193	65	14.60	1.63	0.00
4	0.29	1024	64	14.28	1.62	0.00
4	0.30	1116	64	14.42	1.58	0.00
3	0.28	1012	64	13.73	1.50	0.00
4	0.30	983	65	14.44	1.60	0.00
4	0.31	1183	63	14.44	1.62	0.00
4	0.29	1002	64	14.35	1.63	0.00
63	3.89	2284	63	25.40	2.64	0.00
148	6.51	2672	65	41.08	3.25	0.00
116	6.06	21331	64	36.23	3.22	0.00
150	6.46	5266	66	45.06	3.30	0.00
150	6.49	8050	65	45.19	3.26	0.00
114	6.44	3443	65	35.01	3.23	0.00
148	6.53	3523	64	39.72	3.32	0.00
143	6.47	7770	64	39.25	3.31	0.00
155	6.55	3186	65	48.54	3.47	0.00
144	6.20	2437	64	42.60	3.28	0.00
136	6.07	6001	65	39.05	3.14	0.00
133	6.22	16013	65	42.17	3.32	0.00
117	6.48	2526	65	37.04	3.23	0.00
209	8.96	3229	66	48.45	3.29	0.00
279	12.12	7483	66	61.05	3.21	0.00
249	11.67	2793	66	57.01	3.24	0.00
272	12.17	12284	65	50.93	3.44	0.00
252	12.04	19276	66	51.81	3.28	0.00
272	12.46	19693	66	56.56	3.18	0.00
284	11.62	9317	66	58.83	3.50	0.00
253	9.70	4812	66	61.62	3.17	0.00
255	9.94	3600	66	60.16	3.14	0.00
245	9.56	6373	67	60.68	3.18	0.00
247	9.94	16274	67	62.10	3.25	0.00
250	10.62	5263	66	54.65	3.19	0.00
283	11.30	4291	66	61.43	3.25	0.00
256	11.08	3863	66	53.90	3.16	0.00
373	15.51	12592	66	66.94	3.63	0.00
386	18.00	3794	65	58.19	3.28	0.00
423	17.98	4053	66	62.11	3.32	0.00
440	18.47	5445	67	63.67	3.44	0.00
402	16.47	4806	66	68.30	3.31	0.00
412	16.75	5575	66	67.73	3.49	0.00
361	16.43	9666	66	64.05	3.28	0.00
397	15.87	6074	67	70.74	3.47	0.00
387	17.69	17708	66	60.35	3.32	0.00
412	17.15	7957	68	69.54	3.51	0.00
390	16.25	31285	67	71.09	3.34	0.00
371	16.09	45539	67	69.99	3.47	0.00
496	21.56	44403	67	79.38	4.20	0.00
505	22.60	45086	67	78.82	3.84	0.00
542	23.68	30120	67	79.69	3.59	0.00
539	22.73	6299	68	78.87	3.34	0.00
484	22.04	66355	68	80.07	3.67	0.00
524	21.94	34188	68	81.57	3.64	0.00
547	22.34	25693	68	82.35	4.44	0.00
571	23.27	22646	68	83.84	3.44	0.00
525	20.70	20081	68	83.47	3.61	0.00
525	22.02	13558	68	80.43	3.45	0.00
543	23.19	22537	68	81.13	3.49	0.00
595	25.70	21962	68	82.56	3.48	0.00
680	28.81	55279	68	93.77	3.84	0.00
622	26.90	28641	69	87.61	3.51	0.00
693	28.83	20903	70	92.51	3.50	0.00
696	28.36	17784	69	93.54	3.91	0.00
723	28.91	15424	70	95.41	3.86	0.00
705	28.29	14928	69	94.92	3.94	0.00
691	27.61	27609	70	94.90	3.86	0.00
623	28.40	71106	69	87.18	5.83	0.00
632	29.26	77032	70	88.13	6.45	0.00
766	31.23	13150	69	98.37	4.04	0.00
