Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
3	0.29	925	62	13.04	1.39	0.00
4	0.30	1357	62	14.19	1.48	0.00
4	0.31	934	62	13.64	1.42	0.00
3	0.28	685	61	12.03	1.19	0.00
4	0.30	1251	62	13.36	1.37	0.00
4	0.31	1056	62	13.38	1.40	0.00
3	0.29	1142	62	13.52	1.44	0.00
3	0.28	1018	62	13.07	1.34	0.00
3	0.28	1201	62	13.89	1.43	0.00
3	0.26	785	61	12.69	1.32	0.00
4	0.29	1168	61	13.23	1.34	0.00
4	0.31	1206	61	13.75	1.39	0.00
4	0.30	867	62	12.90	1.31	0.00
3	0.29	979	61	12.95	1.31	0.00
4	0.30	1067	61	13.83	1.44	0.00
4	0.32	1001	61	13.04	1.36	0.00
4	0.30	1286	62	14.19	1.46	0.00
4	0.30	1283	61	14.07	1.45	0.00
49	2.77	14677	61	24.73	2.68	0.00
66	3.63	21115	62	28.81	3.10	0.00
66	3.64	21094	63	28.48	3.09	0.00
67	3.58	21113	63	28.86	3.11	0.00
67	3.67	21009	62	28.73	3.09	0.00
67	3.63	21030	63	28.39	3.08	0.00
66	3.73	21180	63	28.70	3.09	0.00
67	3.73	21264	63	28.98	3.10	0.00
66	3.79	21563	63	29.08	3.08	0.00
67	3.63	20967	63	28.73	3.12	0.00
66	3.79	21568	63	29.26	3.10	0.00
66	3.67	21190	64	28.77	3.09	0.00
66	3.66	21031	64	28.60	3.09	0.00
66	3.69	21161	64	28.84	3.08	0.00
67	3.74	21062	63	28.85	3.06	0.00
13	0.79	4049	62	15.73	1.64	0.00
3	0.29	1042	63	13.95	1.47	0.00
4	0.33	1247	62	14.23	1.50	0.00
4	0.31	1063	62	14.00	1.42	0.00
4	0.30	1221	62	13.67	1.41	0.00
3	0.28	1141	62	14.02	1.49	0.00
3	0.29	1058	62	13.03	1.34	0.00
79	3.98	25868	62	30.32	2.89	0.00
90	4.46	30868	65	32.99	3.10	0.00
93	4.65	30710	64	32.49	3.11	0.00
92	4.61	30935	63	32.20	3.08	0.00
92	4.70	30972	64	32.19	3.11	0.00
95	4.59	30973	63	33.34	3.12	0.00
87	4.41	31214	64	35.09	3.11	0.00
92	4.60	30836	63	32.28	3.11	0.00
89	4.52	30996	64	33.57	3.11	0.00
93	4.56	30717	64	32.21	3.10	0.00
93	4.52	30872	65	33.08	3.12	0.00
93	4.44	31201	65	34.82	3.13	0.00
87	4.41	30519	65	36.36	3.12	0.00
94	4.43	31146	64	34.76	3.11	0.00
94	4.59	30791	65	32.38	3.11	0.00
94	4.63	30946	65	32.18	3.12	0.00
93	4.38	31200	65	36.01	3.11	0.00
84	4.06	31102	65	43.52	3.12	0.00
89	4.36	30868	64	35.42	3.13	0.00
94	4.59	30841	64	32.56	3.10	0.00
93	4.67	31248	65	33.19	3.11	0.00
92	4.57	30763	65	32.36	3.12	0.00
92	4.63	30860	64	32.30	3.12	0.00
94	4.68	32457	65	32.02	3.09	0.00
90	4.57	31035	64	32.32	3.07	0.00
94	4.32	30740	65	36.80	3.09	0.00
89	4.38	30903	65	35.34	3.10	0.00
91	4.63	30753	65	32.40	3.08	0.00
95	4.62	30947	66	32.50	3.11	0.00
92	4.60	31122	65	32.47	3.12	0.00
91	4.41	30699	65	34.13	3.13	0.00
95	4.58	31017	65	32.81	3.12	0.00
95	4.61	30837	65	32.84	3.13	0.00
90	4.53	31025	65	33.88	3.12	0.00
90	4.56	30689	66	32.38	3.11	0.00
94	4.60	31193	65	32.64	3.12	0.00
94	4.57	30646	65	32.20	3.14	0.00
89	4.45	31009	66	34.79	3.09	0.00
87	4.28	31032	66	37.04	3.14	0.00
92	4.52	30556	66	33.87	3.13	0.00
92	4.58	31165	66	32.72	3.13	0.00
89	4.58	30730	66	32.26	3.13	0.00
92	4.56	30592	65	33.06	3.15	0.00
91	4.31	30931	66	36.32	3.12	0.00
92	4.56	31022	65	32.75	3.13	0.00
91	4.41	31110	66	35.62	3.14	0.00
85	4.18	30794	66	41.10	3.14	0.00
89	4.62	30713	66	32.40	3.13	0.00
91	4.63	30640	65	32.24	3.14	0.00
91	4.47	30912	65	35.52	3.15	0.00
91	4.53	31278	65	34.14	3.14	0.00
94	4.64	31045	66	32.58	3.13	0.00
93	4.54	30832	65	33.64	3.15	0.00
93	4.60	31248	66	32.96	3.13	0.00
90	4.44	30508	65	34.85	3.14	0.00
88	4.61	31423	65	34.07	3.14	0.00
95	4.63	30916	66	32.56	3.15	0.00
87	4.52	30437	65	32.55	3.14	0.00
95	4.57	31508	66	33.15	3.13	0.00
94	4.60	30590	66	32.67	3.16	0.00
91	4.72	30865	65	32.01	3.13	0.00
93	4.44	31495	66	36.66	3.16	0.00
92	4.60	31207	65	33.66	3.14	0.00
92	4.48	30894	64	34.94	3.15	0.00
94	4.76	31274	64	32.26	3.12	0.00
92	4.59	30954	65	32.82	3.13	0.00
96	4.60	30813	65	32.41	3.16	0.00
93	4.53	30905	65	33.88	3.12	0.00
88	4.46	30841	65	34.82	3.11	0.00
92	4.55	30929	65	32.82	3.13	0.00
93	4.37	30907	65	36.28	3.15	0.00
91	4.53	30656	65	32.78	3.14	0.00
