Avg_MHz	Busy%	IRQ	PkgTmp	PkgWatt	RAMWatt	RAM_%
4	0.31	1162	60	13.64	1.42	0.00
3	0.28	1138	60	13.29	1.48	0.00
50	2.14	1253	60	21.62	1.98	0.00
108	4.24	1891	62	39.83	2.58	0.00
100	4.18	3846	61	38.65	2.58	0.00
97	4.07	4402	61	40.30	2.66	0.00
94	4.01	2459	61	37.16	2.46	0.00
110	5.67	20146	61	38.51	3.10	0.00
101	4.22	2249	61	39.12	2.56	0.00
94	4.10	2793	61	39.14	2.60	0.00
101	4.10	2645	61	38.38	2.45	0.00
102	4.31	2782	62	39.98	2.61	0.00
102	4.29	1979	62	39.94	2.62	0.00
105	4.61	2993	62	37.89	2.64	0.00
114	5.02	2081	62	35.67	2.79	0.00
127	5.15	2989	63	45.34	3.03	0.00
116	5.14	3395	62	38.44	2.78	0.00
110	4.92	4042	62	35.67	2.86	0.00
129	5.37	2355	64	46.07	3.02	0.00
115	4.66	1812	63	41.10	2.67	0.00
113	4.83	6667	63	43.07	2.94	0.00
118	5.23	4907	63	40.59	2.77	0.00
109	5.44	2813	63	33.93	3.03	0.00
123	6.21	11750	63	42.23	3.17	0.00
125	5.47	7040	64	40.26	2.94	0.00
114	4.86	3095	64	40.69	2.85	0.00
121	4.88	2984	64	43.75	2.86	0.00
117	5.16	2841	64	45.84	2.92	0.00
110	4.38	5064	62	41.78	2.72	0.00
119	5.07	3243	64	43.12	2.83	0.00
110	4.51	1827	63	35.90	2.62	0.00
121	4.87	2068	63	43.10	2.83	0.00
123	5.08	2264	65	44.84	2.93	0.00
107	5.00	2789	64	36.45	2.70	0.00
127	6.19	4143	64	38.40	3.19	0.00
124	5.31	2348	64	43.32	3.00	0.00
115	5.00	3877	64	40.48	2.90	0.00
118	4.98	2611	65	42.95	2.90	0.00
121	5.45	2277	64	34.92	2.84	0.00
106	4.52	3672	64	40.50	2.87	0.00
104	4.53	1658	64	38.72	2.51	0.00
103	4.47	6606	64	43.35	2.87	0.00
109	5.47	2921	64	36.97	2.95	0.00
126	5.60	1950	63	35.94	3.00	0.00
116	5.23	2619	64	33.71	2.80	0.00
114	5.10	2356	64	33.27	2.84	0.00
120	5.47	7030	63	34.72	2.92	0.00
93	3.94	4175	63	37.39	2.52	0.00
110	4.74	3042	64	39.85	2.72	0.00
123	6.25	3133	64	39.85	3.21	0.00
124	5.35	3120	65	41.00	2.88	0.00
124	5.29	2750	64	40.34	2.91	0.00
116	4.91	4285	63	41.55	2.76	0.00
113	5.16	3619	63	34.98	2.89	0.00
114	4.97	3016	64	40.27	2.87	0.00
111	4.83	2945	64	38.32	2.67	0.00
115	5.14	2594	63	34.17	2.82	0.00
128	5.19	2379	66	45.92	2.96	0.00
111	4.84	3585	64	41.93	2.90	0.00
126	5.46	2561	64	39.19	2.96	0.00
120	5.29	1796	65	34.61	2.82	0.00
115	5.08	3099	64	37.77	3.02	0.00
105	5.00	6524	64	37.78	2.79	0.00
130	6.37	2782	64	40.58	3.20	0.00
119	4.85	2924	66	44.18	2.75	0.00
114	4.79	2620	65	41.40	2.71	0.00
117	4.81	3601	66	43.38	2.76	0.00
104	4.48	3003	65	41.97	2.71	0.00
125	5.66	1851	65	34.65	2.91	0.00
118	5.43	3970	64	34.91	2.97	0.00
114	5.01	3935	64	36.23	2.88	0.00
111	5.08	8126	64	36.42	2.83	0.00
130	6.24	4135	66	40.46	3.13	0.00
107	4.87	2068	65	35.93	2.76	0.00
119	5.57	8970	65	35.47	2.96	0.00
121	5.20	2221	65	38.06	2.85	0.00
119	5.31	2868	66	37.58	2.78	0.00
101	5.07	17094	65	33.48	2.96	0.00
114	5.18	6877	64	41.08	2.80	0.00
113	5.14	11963	65	39.95	2.87	0.00
110	4.58	4416	65	42.92	2.70	0.00
116	5.04	2720	66	40.20	2.72	0.00
100	4.50	7151	65	41.24	2.78	0.00
112	4.85	2492	64	39.81	2.79	0.00
113	4.39	2184	66	41.80	2.63	0.00
114	5.00	2574	66	37.22	2.70	0.00
105	5.60	3521	64	35.95	3.02	0.00
107	6.09	15250	65	37.24	3.18	0.00
116	6.42	2986	65	39.92	3.12	0.00
135	6.31	10341	65	42.55	3.19	0.00
141	5.80	4105	65	45.93	3.11	0.00
101	4.22	2569	65	40.56	2.62	0.00
110	4.95	2150	65	38.21	2.74	0.00
125	5.45	3101	65	36.23	3.00	0.00
117	5.17	2298	65	36.46	2.94	0.00
110	4.32	2042	65	41.07	2.65	0.00
101	4.33	3089	66	39.31	2.55	0.00
106	5.14	2711	64	37.30	2.75	0.00
113	6.50	4589	65	33.96	3.19	0.00
119	5.67	2803	64	35.08	2.96	0.00
121	6.16	13757	65	36.52	3.19	0.00
118	5.07	2966	65	42.22	2.90	0.00
100	4.87	2987	65	37.81	2.70	0.00
124	5.41	2849	65	39.50	3.02	0.00
119	5.41	1870	65	34.64	2.97	0.00
111	5.07	3803	64	33.87	2.91	0.00
127	5.48	3927	65	40.29	2.93	0.00
114	5.68	4074	65	39.57	3.06	0.00
115	5.25	7704	64	36.49	2.87	0.00
122	5.43	3395	65	35.84	2.98	0.00
117	5.22	1850	65	33.47	2.80	0.00
117	5.84	7917	65	34.86	2.99	0.00
113	5.09	2166	64	34.15	2.89	0.00
124	5.23	2913	66	42.77	2.99	0.00
112	5.63	2645	64	35.86	2.91	0.00
125	5.64	2443	65	35.54	2.99	0.00
120	5.01	2524	65	40.56	2.80	0.00
107	4.63	2181	65	36.60	2.68	0.00
114	4.99	2561	66	39.90	2.72	0.00
112	5.34	8980	65	34.26	2.95	0.00
111	5.02	3263	66	36.29	2.79	0.00
116	5.61	9590	66	36.55	2.81	0.00
129	5.82	3454	66	46.60	3.14	0.00
116	5.25	2716	65	34.98	2.84	0.00
106	4.61	3415	66	37.33	2.75	0.00
107	4.81	2964	65	38.17	2.84	0.00
123	5.59	2429	64	35.27	3.10	0.00
125	5.54	2485	65	35.57	3.06	0.00
111	4.80	3356	65	41.64	2.89	0.00
118	5.01	3418	66	43.98	2.93	0.00
123	5.25	2572	66	44.49	2.98	0.00
116	5.14	3808	66	39.50	2.92	0.00
106	4.71	3019	65	38.12	2.71	0.00
121	5.34	2067	65	34.73	2.87	0.00
126	5.33	2145	66	41.16	2.90	0.00
114	5.01	2473	66	36.92	2.77	0.00
110	4.87	2211	65	39.74	2.86	0.00
116	5.26	1949	64	34.36	3.01	0.00
118	5.13	2502	65	35.94	2.83	0.00
107	4.62	3141	65	41.63	2.84	0.00
103	4.44	2498	65	40.27	2.73	0.00
105	4.80	6532	66	38.24	2.79	0.00
115	5.21	7122	65	35.25	2.94	0.00
107	4.63	3299	65	41.14	2.72	0.00
118	5.27	1733	65	35.01	2.91	0.00
114	5.13	1891	65	33.94	2.88	0.00
121	5.46	3129	64	35.46	2.99	0.00
126	5.55	2648	65	35.53	2.89	0.00
117	5.28	2278	65	34.30	2.87	0.00
120	5.48	2063	64	35.04	3.03	0.00
117	5.22	2391	65	34.62	2.91	0.00
116	5.56	10250	66	34.83	3.07	0.00
121	6.21	15494	65	38.66	3.24	0.00
122	5.09	2269	65	45.29	2.96	0.00
118	4.85	2222	66	43.62	2.86	0.00
