timestamp_ms,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_drops,tx_drops
1747109541193,0,464,0,4,0,0
1747109542202,0,464,0,4,0,0
1747109543209,0,464,0,4,0,0
1747109544216,0,464,0,4,0,0
1747109545225,0,464,0,4,0,0
1747109546235,0,464,0,4,0,0
1747109547244,0,464,0,4,0,0
1747109548252,0,464,0,4,0,0
1747109549261,0,464,0,4,0,0
1747109550270,0,464,0,4,0,0
1747109551278,0,464,0,4,0,0
1747109552287,0,464,0,4,0,0
1747109553296,0,464,0,4,0,0
1747109554304,0,464,0,4,0,0
1747109555312,0,464,0,4,0,0
1747109556321,0,464,0,4,0,0
1747109557329,0,464,0,4,0,0
1747109558338,0,464,0,4,0,0
1747109559347,0,464,0,4,0,0
1747109560356,0,464,0,4,0,0
1747109561365,0,464,0,4,0,0
1747109562374,0,464,0,4,0,0
1747109563383,0,464,0,4,0,0
1747109564392,0,464,0,4,0,0
1747109565401,0,464,0,4,0,0
1747109566410,0,464,0,4,0,0
1747109567418,0,464,0,4,0,0
1747109568427,0,464,0,4,0,0
1747109569436,0,464,0,4,0,0
1747109570446,0,464,0,4,0,0
1747109571455,0,464,0,4,0,0
1747109572464,0,464,0,4,0,0
1747109573473,0,464,0,4,0,0
1747109574482,0,464,0,4,0,0
1747109575490,0,464,0,4,0,0
1747109576498,0,464,0,4,0,0
1747109577509,0,464,0,4,0,0
1747109578518,0,464,0,4,0,0
1747109579527,0,464,0,4,0,0
1747109580537,0,464,0,4,0,0
1747109581546,0,464,0,4,0,0
1747109582556,0,464,0,4,0,0
1747109583565,0,464,0,4,0,0
1747109584574,0,464,0,4,0,0
1747109585583,0,464,0,4,0,0
1747109586591,0,464,0,4,0,0
1747109587601,0,464,0,4,0,0
1747109588610,0,464,0,4,0,0
1747109589619,0,464,0,4,0,0
1747109590628,0,464,0,4,0,0
1747109591638,0,464,0,4,0,0
1747109592647,0,464,0,4,0,0
1747109593656,0,464,0,4,0,0
1747109594665,0,464,0,4,0,0
1747109595674,0,464,0,4,0,0
1747109596683,0,464,0,4,0,0
1747109597692,0,464,0,4,0,0
1747109598701,0,464,0,4,0,0
1747109599710,0,464,0,4,0,0
1747109600719,0,464,0,4,0,0
1747109601728,0,464,0,4,0,0
1747109602737,0,464,0,4,0,0
1747109603748,0,464,0,4,0,0
1747109604756,0,464,0,4,0,0
1747109605766,0,464,0,4,0,0
1747109606775,0,464,0,4,0,0
1747109607784,0,464,0,4,0,0
1747109608794,0,464,0,4,0,0
1747109609803,0,464,0,4,0,0
1747109610812,0,464,0,4,0,0
1747109611821,0,464,0,4,0,0
1747109612830,0,464,0,4,0,0
1747109613838,0,464,0,4,0,0
1747109614848,0,464,0,4,0,0
1747109615857,0,464,0,4,0,0
1747109616866,0,464,0,4,0,0
1747109617875,0,464,0,4,0,0
1747109618883,0,464,0,4,0,0
1747109619892,0,464,0,4,0,0
1747109620900,0,464,0,4,0,0
1747109621906,0,464,0,4,0,0
1747109622913,0,464,0,4,0,0
1747109623921,0,464,0,4,0,0
1747109624929,0,464,0,4,0,0
1747109625937,0,464,0,4,0,0
1747109626944,0,464,0,4,0,0
1747109627950,0,464,0,4,0,0
1747109628957,0,464,0,4,0,0
1747109629966,0,464,0,4,0,0
1747109630973,0,464,0,4,0,0
1747109631981,0,464,0,4,0,0
1747109632987,0,464,0,4,0,0
1747109633995,0,464,0,4,0,0
1747109635001,0,464,0,4,0,0
1747109636011,0,464,0,4,0,0
1747109637017,0,464,0,4,0,0
1747109638027,0,464,0,4,0,0
1747109639037,0,464,0,4,0,0
1747109640046,0,464,0,4,0,0
1747109641055,0,464,0,4,0,0
1747109642064,0,464,0,4,0,0
1747109643072,0,464,0,4,0,0
1747109644081,0,464,0,4,0,0
1747109645091,0,464,0,4,0,0
1747109646100,0,464,0,4,0,0
1747109647108,0,464,0,4,0,0
1747109648117,0,464,0,4,0,0
1747109649126,0,464,0,4,0,0
1747109650134,0,464,0,4,0,0
1747109651143,0,464,0,4,0,0
1747109652152,0,464,0,4,0,0
1747109653160,0,464,0,4,0,0
1747109654168,0,464,0,4,0,0
1747109655176,0,464,0,4,0,0
1747109656184,0,464,0,4,0,0
1747109657191,0,464,0,4,0,0
1747109658199,0,464,0,4,0,0
1747109659207,0,464,0,4,0,0
1747109660216,0,464,0,4,0,0
1747109661225,0,464,0,4,0,0
1747109662234,0,464,0,4,0,0
1747109663242,0,464,0,4,0,0
1747109664251,0,464,0,4,0,0
1747109665260,0,464,0,4,0,0
1747109666269,0,464,0,4,0,0
1747109667278,0,464,0,4,0,0
1747109668287,0,464,0,4,0,0
1747109669296,0,464,0,4,0,0
1747109670304,0,464,0,4,0,0
1747109671313,0,464,0,4,0,0
1747109672321,0,464,0,4,0,0
1747109673331,0,464,0,4,0,0
1747109674340,0,464,0,4,0,0
1747109675350,0,464,0,4,0,0
1747109676359,0,464,0,4,0,0
1747109677368,0,464,0,4,0,0
1747109678376,0,464,0,4,0,0
1747109679385,0,464,0,4,0,0
1747109680393,0,464,0,4,0,0
1747109681401,0,464,0,4,0,0
1747109682409,0,464,0,4,0,0
1747109683419,0,464,0,4,0,0
1747109684428,0,464,0,4,0,0
1747109685437,0,464,0,4,0,0
1747109686446,0,464,0,4,0,0
1747109687455,0,464,0,4,0,0
1747109688464,0,464,0,4,0,0
1747109689473,0,464,0,4,0,0
1747109690482,0,464,0,4,0,0
1747109691491,0,464,0,4,0,0
1747109692500,0,464,0,4,0,0
1747109693509,0,464,0,4,0,0
1747109694517,0,464,0,4,0,0
1747109695526,0,464,0,4,0,0
1747109696535,0,464,0,4,0,0
1747109697544,0,464,0,4,0,0
1747109698553,0,464,0,4,0,0
1747109699561,0,464,0,4,0,0
1747109700570,0,464,0,4,0,0
1747109701578,0,464,0,4,0,0
1747109702585,0,464,0,4,0,0
1747109703593,0,464,0,4,0,0
1747109704601,0,464,0,4,0,0
1747109705608,0,464,0,4,0,0
1747109706615,0,464,0,4,0,0
1747109707621,0,464,0,4,0,0
1747109708628,0,464,0,4,0,0
1747109709636,0,464,0,4,0,0
1747109710643,0,464,0,4,0,0
1747109711651,0,464,0,4,0,0
1747109712658,0,464,0,4,0,0
1747109713666,0,464,0,4,0,0
1747109714675,0,464,0,4,0,0
1747109715683,0,464,0,4,0,0
1747109716692,0,464,0,4,0,0
1747109717701,0,464,0,4,0,0
1747109718710,0,464,0,4,0,0
1747109719718,0,464,0,4,0,0
1747109720726,0,464,0,4,0,0
1747109721734,0,464,0,4,0,0
1747109722742,0,464,0,4,0,0
1747109723751,0,464,0,4,0,0
1747109724759,0,464,0,4,0,0
1747109725766,0,464,0,4,0,0
1747109726775,0,464,0,4,0,0
1747109727783,0,464,0,4,0,0
1747109728792,0,464,0,4,0,0
1747109729800,0,464,0,4,0,0
1747109730809,0,464,0,4,0,0
1747109731818,0,464,0,4,0,0
1747109732826,0,464,0,4,0,0
1747109733834,0,464,0,4,0,0
1747109734843,0,464,0,4,0,0
1747109735852,0,464,0,4,0,0
1747109736860,0,464,0,4,0,0
1747109737867,0,464,0,4,0,0
1747109738875,0,464,0,4,0,0
1747109739884,0,464,0,4,0,0
1747109740894,0,464,0,4,0,0
1747109741902,0,464,0,4,0,0
1747109742910,0,464,0,4,0,0
1747109743917,0,464,0,4,0,0
1747109744924,0,464,0,4,0,0
1747109745932,0,464,0,4,0,0
1747109746941,0,464,0,4,0,0
1747109747949,0,464,0,4,0,0
1747109748958,0,464,0,4,0,0
1747109749966,0,464,0,4,0,0
1747109750974,0,464,0,4,0,0
1747109751982,0,464,0,4,0,0
1747109752991,0,464,0,4,0,0
1747109754000,0,464,0,4,0,0
1747109755008,0,464,0,4,0,0
1747109756017,0,464,0,4,0,0
1747109757026,0,464,0,4,0,0
1747109758034,0,464,0,4,0,0
