Connecting to host 10.45.0.7, port 5207
[  4] local 10.45.0.1 port 39561 connected to 10.45.0.7 port 5207
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  2.71 GBytes  23.3 Gbits/sec    0   1.31 MBytes       
[  4]   1.00-2.00   sec  2.96 GBytes  25.4 Gbits/sec    0   1.81 MBytes       
[  4]   2.00-3.00   sec  2.86 GBytes  24.6 Gbits/sec    0   2.00 MBytes       
[  4]   3.00-4.00   sec  3.04 GBytes  26.1 Gbits/sec    0   2.44 MBytes       
[  4]   4.00-5.00   sec  2.77 GBytes  23.8 Gbits/sec    0   2.56 MBytes       
[  4]   5.00-6.00   sec  3.05 GBytes  26.2 Gbits/sec    0   3.43 MBytes       
[  4]   6.00-7.00   sec  2.80 GBytes  24.1 Gbits/sec    0   3.43 MBytes       
[  4]   7.00-8.00   sec  2.99 GBytes  25.7 Gbits/sec    0   3.43 MBytes       
[  4]   8.00-9.00   sec  2.96 GBytes  25.4 Gbits/sec    0   3.43 MBytes       
[  4]   9.00-10.00  sec  2.95 GBytes  25.3 Gbits/sec    0   3.43 MBytes       
[  4]  10.00-11.00  sec  2.84 GBytes  24.4 Gbits/sec    0   3.43 MBytes       
[  4]  11.00-12.00  sec  2.95 GBytes  25.3 Gbits/sec    0   3.43 MBytes       
[  4]  12.00-13.00  sec  2.79 GBytes  23.9 Gbits/sec    0   3.43 MBytes       
[  4]  13.00-14.00  sec  3.01 GBytes  25.8 Gbits/sec    0   3.43 MBytes       
[  4]  14.00-15.00  sec  2.87 GBytes  24.7 Gbits/sec    0   3.43 MBytes       
[  4]  15.00-16.00  sec  3.01 GBytes  25.9 Gbits/sec    0   3.43 MBytes       
[  4]  16.00-17.00  sec  2.64 GBytes  22.6 Gbits/sec    0   3.43 MBytes       
[  4]  17.00-18.00  sec  3.07 GBytes  26.4 Gbits/sec    0   3.43 MBytes       
[  4]  18.00-19.00  sec  2.76 GBytes  23.7 Gbits/sec    0   3.43 MBytes       
[  4]  19.00-20.00  sec  2.46 GBytes  21.1 Gbits/sec    0   3.43 MBytes       
[  4]  20.00-21.00  sec  2.80 GBytes  24.1 Gbits/sec    0   3.43 MBytes       
[  4]  21.00-22.00  sec  3.28 GBytes  28.2 Gbits/sec    0   3.43 MBytes       
[  4]  22.00-23.00  sec  3.30 GBytes  28.4 Gbits/sec    0   3.43 MBytes       
[  4]  23.00-24.00  sec  2.89 GBytes  24.9 Gbits/sec    0   3.43 MBytes       
[  4]  24.00-25.00  sec  2.25 GBytes  19.4 Gbits/sec    0   3.43 MBytes       
[  4]  25.00-26.00  sec  2.47 GBytes  21.2 Gbits/sec    0   3.43 MBytes       
[  4]  26.00-27.00  sec  2.03 GBytes  17.4 Gbits/sec    0   3.43 MBytes       
[  4]  27.00-28.00  sec  2.77 GBytes  23.8 Gbits/sec    0   3.43 MBytes       
[  4]  28.00-29.00  sec  2.78 GBytes  23.9 Gbits/sec    0   3.43 MBytes       
[  4]  29.00-30.00  sec  3.20 GBytes  27.5 Gbits/sec    0   3.43 MBytes       
[  4]  30.00-31.00  sec  3.81 GBytes  32.7 Gbits/sec    0   3.43 MBytes       
[  4]  31.00-32.00  sec  3.70 GBytes  31.8 Gbits/sec    0   3.43 MBytes       
[  4]  32.00-33.00  sec  3.21 GBytes  27.6 Gbits/sec    0   3.43 MBytes       
[  4]  33.00-34.00  sec  2.52 GBytes  21.7 Gbits/sec    0   3.43 MBytes       
[  4]  34.00-35.00  sec  3.25 GBytes  27.9 Gbits/sec    0   3.43 MBytes       
[  4]  35.00-36.00  sec  2.94 GBytes  25.3 Gbits/sec    0   3.43 MBytes       
[  4]  36.00-37.00  sec  2.91 GBytes  25.0 Gbits/sec    0   3.43 MBytes       
[  4]  37.00-38.00  sec  2.80 GBytes  24.0 Gbits/sec    0   3.43 MBytes       
[  4]  38.00-39.00  sec  3.04 GBytes  26.1 Gbits/sec    0   3.43 MBytes       
[  4]  39.00-40.00  sec  2.89 GBytes  24.8 Gbits/sec    0   3.43 MBytes       
[  4]  40.00-41.00  sec  2.72 GBytes  23.4 Gbits/sec    0   3.43 MBytes       
[  4]  41.00-42.00  sec  3.06 GBytes  26.3 Gbits/sec    0   3.43 MBytes       
[  4]  42.00-43.00  sec  3.03 GBytes  26.0 Gbits/sec    0   3.43 MBytes       
[  4]  43.00-44.00  sec  2.75 GBytes  23.6 Gbits/sec    0   3.43 MBytes       
[  4]  44.00-45.00  sec  2.82 GBytes  24.2 Gbits/sec    0   3.43 MBytes       
[  4]  45.00-46.00  sec  2.97 GBytes  25.5 Gbits/sec    0   3.43 MBytes       
[  4]  46.00-47.00  sec  2.63 GBytes  22.6 Gbits/sec    0   3.43 MBytes       
[  4]  47.00-48.00  sec  3.13 GBytes  26.8 Gbits/sec    0   3.43 MBytes       
[  4]  48.00-49.00  sec  2.92 GBytes  25.1 Gbits/sec    0   3.43 MBytes       
[  4]  49.00-50.00  sec  3.08 GBytes  26.4 Gbits/sec    0   3.43 MBytes       
[  4]  50.00-51.00  sec  2.87 GBytes  24.6 Gbits/sec    0   3.43 MBytes       
[  4]  51.00-52.00  sec  2.94 GBytes  25.2 Gbits/sec    0   3.43 MBytes       
[  4]  52.00-53.00  sec  2.77 GBytes  23.8 Gbits/sec    0   3.43 MBytes       
