timestamp,Busy%,Bzy_MHz,PkgTmp,PkgWatt,RAMWatt
1747217757441,5.11	2259	65	29.57	3.41
1747217759586,4.70	2794	68	42.05	3.43
1747217761732,4.65	2925	66	42.73	3.42
1747217763863,4.63	2932	66	42.73	3.39
1747217765997,5.60	2846	66	44.05	3.43
1747217768132,4.65	2922	66	42.62	3.41
1747217770284,4.62	2934	65	42.66	3.42
1747217772455,5.34	2868	67	43.87	3.41
1747217774612,4.56	2927	65	43.29	3.45
1747217776755,4.46	2925	66	42.92	3.41
1747217778897,4.45	2929	66	42.81	3.40
1747217781022,5.88	2505	66	43.64	3.41
1747217783144,4.68	2908	66	42.91	3.40
1747217785276,4.67	2914	66	42.81	3.41
1747217787405,4.66	2920	68	42.71	3.39
1747217789549,4.66	2918	67	42.88	3.42
1747217791711,4.44	2932	66	42.61	3.41
1747217793844,4.45	2931	66	42.70	3.39
1747217795964,4.46	2925	67	42.69	3.41
1747217798106,6.02	2524	65	43.76	3.43
1747217801242,4.67	2917	66	42.84	3.41
1747217803362,4.62	2934	67	42.72	3.40
1747217805516,5.46	2818	65	43.88	3.42
1747217807657,4.69	2906	66	42.80	3.40
1747217809798,4.67	2917	66	42.77	3.41
1747217811926,4.62	2939	65	42.64	3.42
1747217814060,4.73	2910	67	42.77	3.39
1747217816211,4.62	2935	66	42.84	3.39
1747217818354,4.63	2929	66	42.68	3.40
1747217820483,4.64	2924	67	42.74	3.42
1747217822608,5.56	2858	65	44.44	3.43
1747217824749,4.62	2938	67	42.74	3.40
1747217826900,4.62	2933	67	42.72	3.41
1747217829042,5.55	2756	66	43.59	3.44
1747217831171,4.74	2892	66	43.06	3.42
1747217833309,4.63	2930	66	42.86	3.41
1747217835433,4.66	2918	66	43.03	3.46
1747217837575,5.07	2894	66	43.97	3.47
1747217839734,4.67	2918	66	42.83	3.44
1747217841860,4.64	2929	66	42.83	3.40
1747217843990,4.63	2933	67	42.82	3.42
1747217846125,5.58	2855	66	44.28	3.41
1747217848263,4.65	2924	66	42.97	3.42
1747217850407,4.64	2926	66	42.87	3.43
1747217852542,5.16	2868	65	43.25	3.41
1747217854683,5.70	2645	66	43.63	3.44
1747217856817,4.65	2923	66	42.70	3.42
1747217858957,4.62	2931	66	42.69	3.42
1747217861076,5.38	2855	66	43.98	3.43
1747217863208,4.66	2916	67	42.92	3.40
1747217865328,4.65	2925	67	42.87	3.42
1747217867457,4.66	2922	66	42.81	3.42
1747217869595,4.77	2895	67	42.92	3.43
1747217871724,4.65	2926	67	42.85	3.43
1747217873864,4.61	2933	67	42.62	3.40
1747217876020,4.66	2922	67	42.94	3.42
1747217878150,5.59	2848	67	44.41	3.44
1747217880282,4.63	2934	66	42.90	3.40
1747217882412,4.66	2921	66	42.82	3.40
1747217884541,5.72	2675	67	43.64	3.42
1747217886678,4.70	2907	66	42.87	3.42
1747217888799,4.65	2927	67	43.01	3.42
1747217890926,4.67	2917	67	42.90	3.40
1747217893050,5.54	2761	67	43.91	3.43
1747217895179,4.63	2929	67	42.80	3.43
1747217897318,4.64	2923	66	42.88	3.41
1747217899446,4.64	2928	66	42.69	3.40
1747217901586,6.27	2513	67	43.69	3.39
1747217903725,4.61	2939	66	42.87	3.42
1747217905854,4.64	2927	66	42.88	3.40
1747217907988,4.66	2921	67	43.00	3.43
1747217910124,5.55	2866	66	44.25	3.43
1747217912267,4.62	2934	66	42.79	3.42
1747217914410,4.62	2935	68	42.78	3.40
1747217916542,5.41	2833	67	43.91	3.41
1747217918673,4.67	2917	66	42.96	3.40
1747217920801,4.66	2924	66	42.84	3.40
1747217922934,4.66	2918	66	42.97	3.42
1747217925068,4.63	2932	68	43.05	3.41
1747217927199,4.65	2925	67	42.94	3.40
1747217929330,4.67	2913	66	42.93	3.42
1747217931469,4.66	2923	67	42.90	3.42
1747217933618,5.58	2857	65	44.56	3.43
1747217935755,4.64	2932	67	42.84	3.38
1747217937884,4.67	2917	68	42.85	3.40
1747217940009,5.84	2625	67	43.42	3.41
1747217942131,5.00	2880	66	43.36	3.44
1747217944284,4.62	2935	66	42.76	3.41
1747217946425,4.61	2941	67	42.75	3.39
1747217948549,5.96	2577	66	43.80	3.43
1747217950668,4.63	2934	67	42.81	3.40
1747217952822,4.63	2934	66	42.88	3.42
1747217954955,4.62	2939	67	42.62	3.40
1747217957084,3.70	2516	66	31.74	3.08
1747217959177,3.18	1950	65	20.97	2.94
1747217961211,3.10	1994	64	21.98	2.97
1747217963273,4.70	2264	65	29.56	3.39
1747217965423,5.62	2815	67	44.00	3.41
1747217967574,4.68	2910	66	42.93	3.44
1747217969708,4.70	2914	68	42.74	3.42
1747217971841,5.65	2723	66	43.61	3.44
1747217973974,5.18	2863	65	43.68	3.42
1747217976117,4.65	2921	66	42.71	3.42
1747217978242,4.66	2919	66	42.82	3.41
1747217980392,5.48	2796	66	43.58	3.42
1747217982512,4.62	2937	67	42.78	3.41
1747217984652,4.65	2922	66	42.69	3.41
1747217986782,4.61	2938	66	42.62	3.40
1747217988915,5.75	2672	66	43.33	3.42
1747217991058,4.64	2929	66	42.76	3.42
1747217993204,4.63	2927	67	42.75	3.41
1747217995328,4.65	2927	66	42.78	3.41
1747217997470,6.23	2548	67	43.93	3.44
1747217999594,4.68	2917	66	42.76	3.43
1747218001725,4.64	2932	68	42.72	3.42
1747218003850,5.32	2876	67	43.88	3.40
1747218006001,4.79	2865	66	43.07	3.42
1747218008140,4.64	2933	67	42.76	3.41
1747218010280,4.64	2932	66	42.86	3.42
1747218012415,5.30	2886	67	43.94	3.41
1747218014551,4.63	2938	66	42.67	3.42
1747218016681,4.61	2940	66	42.74	3.42
1747218018815,4.63	2938	66	42.83	3.42
1747218020936,5.51	2888	67	44.21	3.43
1747218023083,4.63	2930	68	42.93	3.44
1747218025211,4.64	2935	66	42.75	3.43
1747218027344,4.63	2937	66	42.62	3.44
1747218029478,5.65	2818	66	44.38	3.42
1747218031621,4.64	2936	67	42.74	3.42
1747218033760,4.61	2937	67	42.80	3.46
1747218035891,5.40	2858	68	43.97	3.43
1747218038013,4.68	2920	66	42.92	3.43
