timestamp,Busy%,Bzy_MHz,PkgTmp,PkgWatt,RAMWatt
1747212215220,4.38	1795	65	23.13	3.13
1747212217251,4.77	1720	65	22.31	4.24
1747212219282,4.76	1562	65	22.07	4.23
1747212221317,4.85	1514	65	21.97	4.24
1747212223347,5.54	1678	65	24.38	4.27
1747212225377,5.33	1681	66	24.17	3.85
1747212227407,3.34	1907	65	21.88	3.34
1747212229437,3.34	1897	65	21.69	3.38
1747212231467,3.51	1961	64	22.22	3.38
1747212233496,3.48	2120	64	22.88	3.37
1747212236532,3.24	2055	64	21.46	3.36
1747212238561,3.23	2040	65	21.61	3.38
1747212240590,3.88	2155	65	24.75	3.37
1747212242619,4.09	2188	65	25.93	3.40
1747212244647,3.24	2085	65	21.59	3.38
1747212246676,3.17	2080	64	21.41	3.39
1747212248706,3.44	2059	65	21.98	3.39
1747212250735,4.37	2205	65	26.67	3.38
1747212252765,3.20	2061	65	21.88	3.37
1747212254805,3.22	2057	66	22.02	3.39
1747212256843,3.22	2044	64	21.78	3.39
1747212258893,3.91	2165	64	23.81	3.36
1747212260938,3.23	2063	65	21.62	3.36
1747212262980,3.23	2054	66	21.65	3.39
1747212265021,3.22	2048	65	21.61	3.38
1747212267071,3.19	2074	64	22.00	3.41
1747212269132,3.23	2088	65	21.51	3.42
1747212271174,3.21	2047	64	21.54	3.39
1747212273215,3.19	2047	65	21.56	3.39
1747212275265,3.84	2140	65	24.76	3.39
1747212277339,3.36	2077	66	22.75	3.37
1747212279393,3.17	2022	65	21.69	3.36
1747212281443,3.14	2039	65	21.74	3.37
1747212283489,3.94	2145	66	24.81	3.38
1747212285529,4.01	2144	66	25.45	3.38
1747212287599,3.22	2049	66	21.71	3.35
1747212289646,3.14	2063	64	21.63	3.36
1747212291708,3.67	2120	64	23.39	3.39
1747212293767,4.37	2204	65	26.61	3.37
1747212295815,3.33	2027	65	21.82	3.38
1747212297869,3.26	2044	65	21.79	3.38
1747212299921,3.22	2066	64	21.67	3.36
1747212301972,4.19	2182	65	25.49	3.35
1747212304021,3.19	2056	64	21.77	3.39
1747212306076,3.32	2022	66	21.84	3.37
1747212308121,3.19	2045	66	21.76	3.38
1747212310169,3.58	2093	66	22.75	3.38
1747212312237,3.16	2057	65	21.75	3.37
1747212314304,3.14	2054	65	21.80	3.38
1747212316368,3.21	2052	65	21.85	3.38
1747212318422,3.41	2099	66	23.28	3.36
1747212320481,3.27	2048	65	21.86	3.34
1747212322531,3.23	2037	64	21.79	3.37
1747212324587,3.24	2045	65	21.97	3.38
1747212326634,3.84	2170	65	25.24	3.36
1747212328684,3.41	2104	65	23.40	3.35
1747212330725,3.24	2060	66	21.84	3.38
1747212332762,3.26	2068	64	21.81	3.37
1747212334803,3.91	2151	65	24.64	3.37
1747212336848,4.07	2156	66	25.78	3.37
1747212338959,3.21	2041	64	21.66	3.37
1747212341006,3.19	2036	65	21.78	3.38
1747212343056,3.51	2101	64	22.64	3.37
1747212345108,4.36	2196	66	27.16	3.37
1747212347161,3.19	2034	64	22.04	3.37
1747212349213,3.21	2024	65	21.90	3.36
1747212351252,3.21	2018	64	21.86	3.38
1747212353326,3.93	2176	64	24.81	3.40
1747212355390,3.21	2072	65	21.68	3.38
1747212357453,3.20	2057	65	21.77	3.39
1747212359524,3.18	2069	65	21.54	3.37
1747212361577,3.29	2107	65	22.20	3.37
1747212363629,3.10	2035	65	21.86	3.39
1747212365687,3.24	2020	66	21.87	3.36
1747212367739,3.22	2050	64	21.89	3.36
1747212369801,3.44	2132	65	23.78	3.36
1747212371893,3.16	2082	65	21.91	3.38
1747212373933,3.17	2077	65	21.66	3.39
1747212375984,3.27	2029	64	21.62	3.39
1747212378040,3.82	2165	64	25.10	3.40
1747212380095,3.55	2134	65	24.21	3.39
1747212382160,3.14	2050	65	21.77	3.37
1747212384207,3.13	2053	66	21.86	3.39
1747212386266,3.84	2137	65	24.71	3.39
1747212388318,4.16	2191	64	26.56	3.40
1747212390373,3.15	2081	64	21.90	3.36
1747212392412,3.11	2100	65	21.68	3.37
1747212394457,3.30	2135	65	22.06	3.39
1747212396504,4.29	2225	64	26.14	3.38
1747212398554,3.13	2083	64	21.63	3.36
1747212400599,3.11	2080	64	21.59	3.36
1747212402644,3.12	2078	64	21.72	3.38
1747212404696,3.53	2145	65	23.32	3.38
1747212406749,3.05	2060	64	21.61	3.37
1747212408831,3.13	2079	65	21.75	3.37
1747212410905,3.15	2054	64	21.81	3.39
