timestamp,Busy%,Bzy_MHz,PkgTmp,PkgWatt,RAMWatt
1747228788594,16.85	1796	66	29.44	3.80
1747228790624,17.15	1789	65	29.62	3.80
1747228792655,17.39	1805	66	32.03	3.98
1747228794693,16.81	1756	66	29.31	3.81
1747228796732,16.71	1743	65	29.10	3.80
1747228798774,16.66	1725	66	28.92	3.76
1747228800815,18.02	1721	66	30.50	3.86
1747228802855,17.65	1791	65	29.75	3.80
1747228804888,18.29	1648	65	28.96	3.78
1747228806917,18.88	1556	66	28.83	3.81
1747228808962,18.53	1636	66	29.48	3.82
1747228811002,22.24	1273	66	29.00	4.06
1747228813042,21.51	1203	66	26.88	3.90
1747228815090,21.58	1200	64	27.11	3.95
1747228817135,22.22	1200	66	27.53	3.99
1747228819180,15.33	1936	65	33.81	3.92
1747228821212,20.30	1200	67	26.99	3.95
1747228823248,20.42	1200	65	27.07	3.92
1747228825280,21.64	1200	66	27.82	4.07
1747228827331,17.56	1618	66	31.21	3.88
1747228829367,19.78	1200	66	27.05	3.87
1747228831401,19.67	1200	65	27.39	3.98
1747228833449,19.80	1200	65	27.07	3.85
1747228835485,15.70	1575	65	29.89	3.90
1747228838548,15.78	1596	65	29.58	3.85
1747228840580,16.23	1641	65	29.70	3.84
1747228842613,16.31	1688	65	31.12	3.92
1747228844642,17.33	1683	65	30.96	3.96
1747228846678,16.36	1699	65	29.41	3.82
1747228848709,16.78	1674	64	29.27	3.79
1747228850736,17.29	1683	65	30.88	3.93
1747228852765,18.00	1745	65	32.91	3.94
1747228854816,17.66	1677	66	29.25	3.77
1747228856848,17.26	1726	66	29.71	3.80
1747228858879,17.96	1743	65	31.56	3.89
1747228860910,21.28	1368	66	30.31	3.97
1747228862948,22.51	1204	65	27.49	3.92
1747228864980,22.45	1205	65	27.59	3.99
1747228867018,22.24	1201	65	27.92	4.05
1747228869050,22.34	1288	65	29.01	3.98
1747228871093,21.19	1211	65	27.58	4.00
1747228873122,21.38	1200	65	28.05	4.08
1747228875156,21.60	1200	65	27.62	4.05
1747228877194,21.54	1200	66	27.34	3.96
1747228879236,20.66	1203	65	27.48	3.97
1747228881268,20.47	1200	65	27.17	3.94
1747228883305,20.37	1200	65	27.72	4.01
1747228885346,21.15	1218	66	28.87	4.08
1747228887412,15.65	1605	65	29.59	3.81
1747228889450,15.73	1613	66	29.74	3.89
1747228891481,15.90	1632	66	29.69	3.81
1747228893511,16.22	1683	65	31.66	3.91
1747228895539,16.51	1657	65	29.36	3.86
1747228897569,16.87	1701	65	29.76	3.87
1747228899598,17.08	1748	65	30.10	3.88
1747228901626,17.04	1748	65	31.59	3.86
1747228903659,20.21	1345	66	31.97	3.99
1747228905701,20.87	1202	65	27.27	3.95
1747228907734,20.78	1200	64	27.48	3.98
1747228909767,21.91	1200	65	27.90	4.03
1747228911820,16.51	1731	66	33.60	3.90
1747228913853,19.48	1204	64	27.03	3.93
1747228915890,19.60	1206	64	27.26	3.95
1747228917936,20.33	1203	66	27.50	4.01
1747228919982,15.98	1584	65	29.50	3.84
1747228923025,15.98	1599	66	29.52	3.87
1747228925054,16.06	1622	65	29.68	3.86
1747228927085,17.02	1638	65	30.96	3.89
1747228929111,17.07	1613	65	29.48	3.82
1747228931136,16.91	1651	65	29.51	3.83
1747228933160,16.72	1662	65	29.81	3.91
1747228935193,17.92	1734	65	32.70	4.03
1747228937215,17.09	1737	64	30.63	3.90
1747228939233,16.81	1747	65	29.98	3.83
1747228941256,16.82	1698	66	29.00	3.77
1747228943302,17.28	1707	66	31.36	3.89
1747228945336,16.51	1679	67	29.09	3.70
1747228947358,16.28	1662	65	29.35	3.84
1747228949389,16.18	1659	66	28.95	3.76
1747228951421,17.11	1682	66	31.05	3.86
1747228953447,16.70	1708	65	29.71	3.78
1747228955471,17.08	1703	65	29.53	3.86
1747228957498,18.08	1557	65	29.03	3.87
1747228959524,17.09	1710	65	32.20	4.03
1747228961564,16.36	1752	65	29.46	3.79
1747228963587,16.24	1727	66	29.58	3.87
1747228965624,16.31	1709	66	29.18	3.85
1747228967658,16.58	1750	66	31.52	3.94
1747228969688,16.10	1716	66	28.83	3.80
1747228971718,16.49	1726	65	29.07	3.81
1747228973781,16.22	1695	65	28.68	3.76
1747228975819,17.14	1763	65	31.44	3.90
1747228977863,16.58	1732	66	29.71	3.84
1747228979890,16.60	1747	66	29.17	3.79
1747228981930,16.63	1715	65	29.51	3.85
1747228983964,17.45	1622	65	29.25	3.79
1747228986032,17.31	1616	66	29.54	3.86
1747228988062,17.36	1630	65	29.70	3.86
1747228990087,16.76	1684	65	29.58	3.82
1747228992113,16.82	1674	64	30.11	3.91
1747228994150,17.02	1748	64	30.11	3.89
1747228996169,16.34	1740	64	28.72	3.76
1747228998193,16.41	1749	65	29.38	3.87
1747229000238,15.80	1710	65	28.67	3.80
1747229002286,15.87	1743	66	29.13	3.81
1747229004311,16.41	1778	65	29.66	3.87
1747229006352,16.12	1752	66	28.97	3.80
1747229008393,16.95	1786	66	30.30	3.90
1747229010445,16.95	1645	65	28.76	3.82
1747229012492,18.56	1502	64	28.53	3.85
1747229014582,17.61	1764	66	30.01	3.88
1747229016620,17.38	1703	66	30.12	3.76
