timestamp,Busy%,Bzy_MHz,PkgTmp,PkgWatt,RAMWatt
1747098152170,7.55	1711	65	27.19	3.41
1747098154208,8.04	1742	64	29.00	3.52
1747098156243,7.95	1765	65	30.30	3.50
1747098158270,8.22	1724	65	29.01	3.58
1747098160327,8.11	1756	64	29.17	3.51
1747098162356,8.07	1750	66	29.23	3.51
1747098164384,8.13	1767	65	29.37	3.50
1747098166414,8.12	1808	66	29.29	3.51
1747098168440,8.19	1755	65	29.14	3.51
1747098170468,8.06	1782	66	29.06	3.49
1747098172495,8.45	1636	66	27.55	3.50
1747098174524,8.00	1771	67	29.06	3.48
1747098176550,8.30	1724	66	28.49	3.52
1747098178591,8.04	1799	65	28.93	3.51
1747098180621,8.21	1801	65	28.91	3.48
1747098182652,8.09	1801	65	28.93	3.49
1747098184682,8.11	1799	66	29.11	3.48
1747098186712,8.12	1776	65	28.90	3.49
1747098188740,8.09	1834	67	29.08	3.50
1747098190772,8.23	1803	66	28.89	3.50
1747098192802,8.41	1782	66	28.91	3.51
1747098194831,8.18	1808	66	29.03	3.49
1747098196862,8.17	1792	66	29.03	3.52
1747098198892,8.30	1863	67	29.33	3.54
1747098200923,8.05	1791	66	29.23	3.53
1747098202954,8.39	1788	66	29.09	3.54
1747098204984,7.96	1811	66	30.12	3.50
1747098207015,7.98	1786	66	29.02	3.52
1747098209046,7.94	1802	66	29.04	3.54
1747098211088,7.91	1822	66	29.23	3.53
1747098213120,8.00	1775	65	29.11	3.51
1747098215151,7.91	1800	66	28.76	3.50
1747098217181,8.00	1747	66	28.65	3.53
1747098219212,7.89	1755	65	29.02	3.54
1747098221243,7.92	1818	66	29.34	3.51
1747098223293,7.80	1811	66	29.67	3.53
1747098225331,7.98	1767	67	28.87	3.51
1747098227363,8.19	1718	66	28.33	3.52
1747098229395,7.95	1800	67	29.11	3.51
1747098231425,7.97	1805	66	29.12	3.50
1747098233462,8.09	1739	66	28.52	3.51
1747098235493,7.94	1739	66	29.95	3.52
1747098237524,8.00	1789	66	28.86	3.51
1747098239554,7.94	1780	66	29.00	3.52
1747098241584,8.34	1675	66	27.71	3.53
1747098243618,7.96	1749	66	28.73	3.54
1747098245648,8.00	1786	66	29.00	3.53
1747098247680,7.94	1785	66	28.76	3.50
1747098249710,7.97	1774	66	29.05	3.55
1747098251741,8.09	1769	65	28.83	3.51
1747098253773,8.10	1747	66	28.91	3.54
1747098255803,8.05	1800	66	29.13	3.52
1747098257839,8.01	1761	66	28.79	3.51
1747098259870,7.95	1788	67	29.01	3.50
1747098261899,8.04	1784	66	28.75	3.51
1747098263930,8.09	1789	67	28.85	3.51
1747098265960,7.98	1792	67	29.04	3.51
1747098267995,8.15	1814	65	28.85	3.51
1747098270028,8.05	1785	66	28.77	3.52
1747098272060,7.87	1803	66	29.00	3.49
1747098274093,8.05	1828	66	28.75	3.53
1747098276124,8.06	1835	66	29.03	3.52
1747098278154,8.04	1794	67	28.68	3.51
1747098280183,8.11	1731	66	28.64	3.51
1747098282218,8.10	1781	66	29.07	3.52
1747098284251,8.03	1769	66	28.83	3.51
1747098286282,8.07	1773	66	28.75	3.53
1747098288316,8.07	1743	67	28.39	3.51
1747098290348,8.06	1790	66	28.90	3.53
1747098292378,8.05	1790	66	28.64	3.50
1747098294409,8.08	1729	66	28.74	3.51
1747098296439,8.05	1774	67	28.78	3.50
1747098298470,7.99	1782	66	28.79	3.52
1747098300501,8.00	1782	66	29.01	3.51
1747098302542,8.23	1635	65	27.54	3.53
1747098304576,8.00	1809	66	29.50	3.52
1747098306607,8.12	1751	66	28.65	3.47
1747098308637,8.17	1743	66	28.92	3.51
1747098310668,8.39	1646	66	27.42	3.52
1747098312698,7.94	1796	65	29.03	3.52
1747098314739,8.13	1750	66	28.79	3.51
1747098316771,8.09	1758	67	28.75	3.50
1747098318802,8.07	1784	66	29.03	3.51
1747098320837,8.07	1757	66	28.95	3.50
1747098322868,8.08	1785	66	29.03	3.50
1747098324898,8.02	1781	66	29.00	3.47
1747098326928,8.10	1777	66	29.04	3.49
1747098328958,8.01	1814	66	29.09	3.51
1747098330990,8.04	1769	65	28.87	3.51
1747098333022,8.02	1784	67	28.80	3.51
1747098335053,8.15	1736	67	28.71	3.49
1747098337083,8.40	1794	65	29.22	3.52
1747098339113,8.09	1807	66	28.88	3.52
1747098341144,8.25	1739	65	28.79	3.51
1747098343175,8.08	1753	66	28.83	3.55
